Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Professional fees,2018-08-01,5100988729,4000.00,Westcountry Rivers Ltd
Manchester City Council,Manchester Leisure,Professional fees,2018-08-01,5100988730,3000.00,Westcountry Rivers Ltd
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2018-08-01,5100988719,6079.00,Cheshire West and Chester
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2018-08-01,5100988718,3875.42,Bolton Mbc
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2018-08-01,5100988717,2358.49,Trafford M B C
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2018-08-01,5100988727,3799.27,Federation of Jewish Services
Manchester City Council,Adult Social Care,Grant Payments,2018-08-01,1906140332,2925.00,Ofsted
Manchester City Council,Adult Social Care,Security,2018-08-01,5100988661,619.70,WADSWORTH SECURITY PRODUCTS
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2018-08-01,5100988715,10930.00,Oasis Academy Oldham
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2018-08-01,5100988721,5433.75,Greenacre School
Manchester City Council,Adult Social Care,Stationery,2018-08-01,5100988664,602.00,Banner Group Limited
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2018-08-01,5100988720,2667.50,Kingfisher Special School
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,2018-08-01,5100988709,1165.00,The Mount Guest House
Manchester City Council,Adult Social Care,Personal needs of client,2018-08-01,1906144211,625.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Foster Payments,2018-08-01,1906144213,2898.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Housing Rents Debit,2018-08-01,1906144124,1644.40,Redacted Personal Information
Manchester City Council,Adult Social Care,Rents,2018-08-01,1906138160,775.00,Redacted Personal Information
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2018-08-01,5100988745,14514.29,Manchester Working Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2018-08-01,5100988744,14511.29,Manchester Working Ltd
Manchester City Council,Corporate Services,Long Term Debtors,2018-08-01,5100988740,235114.00,First Step (Ancoats) Ltd
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,2018-08-01,5100988654,869.41,Alliance Disposables Ltd
Manchester City Council,Regeneration Finance,Rents,2018-08-01,1906144115,81180.00,Regus Management (UK) Ltd
Manchester City Council,Regeneration Finance,Rents,2018-08-01,1906138577,5655.26,Regus Management (UK) Ltd
Manchester City Council,Regeneration Finance,Rents,2018-08-01,1906144114,5651.00,Regus Management (UK) Ltd
Manchester City Council,Manchester Leisure,Hire of Equipment,2018-08-02,5100988705,5500.00,Tube Uk Ltd
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,2018-08-02,5100988827,10000.00,Business In The Community North
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-08-02,5100988797,1120.00,Whalley Range Forum
Manchester City Council,Manchester Leisure,Special Events,2018-08-02,5100988747,11000.00,Walk The Plank Ltd
Manchester City Council,Manchester Leisure,Internal Repairs and Maintenance for buildings,2018-08-02,5100988769,610.70,Electricity North West Limited
Manchester City Council,Manchester Leisure,Hire of Equipment,2018-08-02,5100988746,9445.00,Network Audio
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-08-02,5100988713,3950.00,Rainbow Surprise
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-08-02,5100988796,2000.00,Delamere Neighbourhood Group
Manchester City Council,Manchester Leisure,Payments for services,2018-08-02,5100988708,3750.00,British Taekwondo Control Board Ltd
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-08-02,5100988781,1900.00,Yew Tree & Rosford Alleyway
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-08-02,5100988738,750.00,Strike Soccer School
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2018-08-02,5100988809,4901.60,Specialist Vehicle rental
Manchester City Council,Hospitality + Trading Services,Royalties Payable,2018-08-02,1906136348,63789.00,Manchester Communication Academy
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2018-08-02,5100988752,2853.53,Johnnie Johnson Housing
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2018-08-02,5100988754,2697.35,Johnnie Johnson Housing
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2018-08-02,5100988756,2680.43,Johnnie Johnson Housing
Manchester City Council,Adult Social Care,Equipment,2018-08-02,5100988766,1625.92,RNIB
Manchester City Council,Adult Social Care,Rents,2018-08-02,5100988767,61114.89,B & A Properties
Manchester City Council,Adult Social Care,Payments for services,2018-08-02,5100988790,13554.86,Future Directions CIC
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2018-08-02,5100988784,3031.87,The Big Life Company
Manchester City Council,Adult Social Care,Electricity,2018-08-02,1906145191,1333.35,British Gas Plc
Manchester City Council,Adult Social Care,Legal Fees,2018-08-02,1906138029,6101.63,The Divine Mercy Primary School
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2018-08-02,5100988778,3480.00,Alt Payee Acorn Care & Education
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2018-08-02,5100988780,3132.00,Alt Payee Acorn Care & Education
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2018-08-02,5100988779,1249.44,Alt Payee Acorn Care & Education
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2018-08-02,1906138723,2658.00,Virgin Care Servs Ltd
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2018-08-02,1906138719,641.00,Virgin Care Servs Ltd
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2018-08-02,1906138589,1997.46,East Cheshire NHS Trust
Manchester City Council,Corporate Services,Professional fees,2018-08-02,5100988830,750.00,Edmond Shipway
Manchester City Council,Corporate Services,Training and Development,2018-08-02,5100988785,1745.00,Act Now Training Ltd
Manchester City Council,Chief Executives,Legal Fees,2018-08-02,1906145694,5868.00,Liberata
Manchester City Council,Chief Executives,Legal Fees,2018-08-02,1906145258,650.00,Redacted Personal Information
Manchester City Council,Chief Executives,Payments to Sub-Contractors,2018-08-02,5100988757,2196.92,Redacted Personal Information
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2018-08-02,5100988737,3220.00,BA Property Consultants
Manchester City Council,Chief Executives,Professional fees,2018-08-02,1906145595,5160.00,Redstone Psychology and PBS Ltd
Manchester City Council,Chief Executives,Legal Fees,2018-08-02,1906145599,800.00,KBW Barristers Chambers
Manchester City Council,Highways Services,Contribution to PATROL,2018-08-02,5100988856,9555.70,Patrol Bus Lanes
Manchester City Council,Highways Services,Building Materials for direct delivery,2018-08-02,1906145689,1091.20,Benchmark Building Supplies Ltd
Manchester City Council,Highways Services,Building Materials for direct delivery,2018-08-02,1906145690,830.56,Benchmark Building Supplies Ltd
Manchester City Council,Insurance Fund,Insurance,2018-08-02,1906145483,3016.12,Accountant General of the Senior
Manchester City Council,Insurance Fund,Insurance,2018-08-02,1906145256,647.00,Department For Work & Pensions
Manchester City Council,Manchester Leisure,Hire of Equipment,2018-08-03,5100988710,1031.40,Tube Uk Ltd
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-08-03,5100988810,3000.00,Ringway Primary School
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,2018-08-03,5100988899,763.93,Landscape Supply Company
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,2018-08-03,5100988890,763.93,Landscape Supply Company
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-08-03,5100988811,500.00,Northern Moor Gardening Society
Manchester City Council,Adult Social Care,Personal needs of client,2018-08-03,5100988924,4198.88,Connevans Ltd
Manchester City Council,Adult Social Care,Equipment,2018-08-03,5100988924,808.50,Connevans Ltd
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988903,1764.00,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988904,1426.00,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988910,1283.40,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988912,792.00,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988914,780.80,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988902,770.00,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988900,748.00,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988909,748.00,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988915,712.00,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988897,642.20,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988905,620.80,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988884,620.80,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988896,642.20,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988889,712.00,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988885,748.00,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988895,748.00,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988894,770.00,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988888,780.80,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988887,792.00,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988886,1283.40,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988891,1426.00,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-08-03,5100988893,1764.00,Cresta Car Hire
Manchester City Council,Adult Social Care,Payments for services,2018-08-03,5100988820,6501.27,Lakeside School
Manchester City Council,Adult Social Care,Payments for services,2018-08-03,5100988818,6311.91,Lakeside School
Manchester City Council,Adult Social Care,Equipment,2018-08-03,5100988944,1215.00,NRS Healthcare
Manchester City Council,Adult Social Care,Equipment,2018-08-03,5100988927,1215.00,NRS Healthcare
Manchester City Council,Adult Social Care,Legal Fees,2018-08-03,5100988878,1350.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2018-08-03,5100988883,5019.58,Broomwood Primary School
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2018-08-03,5100988879,5019.58,Broomwood Primary School
Manchester City Council,Adult Social Care,Equipment,2018-08-03,5100988918,1854.50,Drive Devilbiss Healthcare Ltd
Manchester City Council,Adult Social Care,Payments for services,2018-08-03,5100988817,4433.00,Cumberland & Westmorland
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,2018-08-03,5100988706,7390.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Travel,2018-08-03,1906145931,584.00,Diversity Travel Ltd
Manchester City Council,Adult Social Care,Payments for services,2018-08-03,5100988930,5670.00,National Offender Mgt Services
Manchester City Council,Adult Social Care,Payments for services,2018-08-03,5100988940,2835.00,National Offender Mgt Services
Manchester City Council,Adult Social Care,Payments for services,2018-08-03,5100988943,1890.00,National Offender Mgt Services
Manchester City Council,Adult Social Care,Payments for services,2018-08-03,5100988941,1638.00,National Offender Mgt Services
Manchester City Council,Adult Social Care,Payments for services,2018-08-03,5100988945,756.00,National Offender Mgt Services
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-08-03,5100988798,945.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-08-03,5100988799,945.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2018-08-03,1906146108,1122412.00,Kier Construction Limited
Manchester City Council,Corporate Services,Rents,2018-08-03,1906144116,15444.95,Regus Management (UK) Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2018-08-03,5100988892,6207.56,Nova Group Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2018-08-03,5100988892,1059.00,Nova Group Ltd
Manchester City Council,Chief Executives,Grant Payments,2018-08-03,5100988922,50000.00,Manchester Metropolitan University
Manchester City Council,Chief Executives,Vehicle Hire Costs,2018-08-03,5100988959,750.75,Manchester Van Hire Ltd
Manchester City Council,Regeneration Finance,Professional fees,2018-08-03,5100988819,6950.00,Cushman & Wakefield
Manchester City Council,Regeneration Finance,Professional fees,2018-08-03,5100988816,6970.00,Cushman & Wakefield
Manchester City Council,Highways Services,Legal Fees,2018-08-03,5100988908,1100.00,Redacted Personal Information
