Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Hire of Equipment,2018-09-03,5100993226,900.00,John Sutch Cranes
Manchester City Council,Manchester Leisure,Professional fees,2018-09-03,5100993248,15000.00,SMG (Europe) Ltd
Manchester City Council,Manchester Leisure,Professional fees,2018-09-03,5100993254,7050.85,SMG (Europe) Ltd
Manchester City Council,Manchester Leisure,Professional fees,2018-09-03,5100993249,4000.00,Liverpool City Council
Manchester City Council,Manchester Leisure,Professional fees,2018-09-03,5100993257,1810.00,SMG (Europe) Ltd
Manchester City Council,Manchester Leisure,Professional fees,2018-09-03,5100993259,1767.00,SMG (Europe) Ltd
Manchester City Council,Manchester Leisure,Compensation Payments,2018-09-03,1906177924,1840.00,GWS Solicitors
Manchester City Council,Manchester Leisure,Library Materials Acquisition,2018-09-03,1906179872,828.65,Askews and Holts
Manchester City Council,Manchester Leisure,Compensation Payments,2018-09-03,1906177919,7045.42,GWS Solicitors
Manchester City Council,Hospitality + Trading Services,Insurance,2018-09-03,1906170643,8190.04,Zurich Municipal
Manchester City Council,Hospitality + Trading Services,Compensation Payments,2018-09-03,1906178004,9000.00,Williamsons Solicitors
Manchester City Council,Hospitality + Trading Services,Compensation Payments,2018-09-03,1906177246,637.00,Department For Work & Pensions
Manchester City Council,Hospitality + Trading Services,Compensation Payments,2018-09-03,1906177696,4611.00,Williamsons Solicitors
Manchester City Council,Adult Social Care,Rents,2018-09-03,1906177675,1040.00,Manchester Letting
Manchester City Council,Adult Social Care,Rents,2018-09-03,1906177994,700.00,Campus Lettings
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,2018-09-03,5100993252,1600.00,Evolution Internet Marketing LLP
Manchester City Council,Adult Social Care,Home Care,2018-09-03,5100993213,1923.95,Standwalk Ltd
Manchester City Council,Adult Social Care,Legal Fees,2018-09-03,1906177645,6258.50,Redacted Personal Information
Manchester City Council,Corporate Services,Training and Development,2018-09-03,5100993245,2400.00,Cipfa
Manchester City Council,Corporate Services,Printing,2018-09-03,5100993260,2010.00,Mail Solutions
Manchester City Council,Corporate Services,Professional fees,2018-09-03,5100993240,2500.00,Jones Lang LaSalle Limited
Manchester City Council,Corporate Services,Professional fees,2018-09-03,5100993247,2200.00,Watts Group Limited
Manchester City Council,Corporate Services,Professional fees,2018-09-03,5100993240,1000.00,Jones Lang LaSalle Limited
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2018-09-03,5100993232,32760.00,Faithful & Gould Ltd
Manchester City Council,Corporate Services,Capital Receipts,2018-09-03,1906179928,118000.00,Brabners LLP
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178926,13280.00,Pollock Lifts Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178920,11556.95,UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178902,10292.00,Pollock Lifts Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178918,8847.18,UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178907,6686.00,Hoist & Shower Chair Company
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178899,6663.77,UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178923,6437.01,UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178925,6433.00,Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178909,6034.00,Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178898,5811.07,UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178904,5596.00,Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178903,5442.00,Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178912,5413.00,Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178924,5221.99,UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178897,5151.06,UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178896,5090.50,Hoist & Shower Chair Company
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178894,5087.00,Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178917,4991.00,Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178927,4960.05,UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178915,4908.00,Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178914,4856.00,Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178895,4796.00,Thyssenkrupp Encasa
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178911,4780.00,Thyssenkrupp Encasa
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178921,4626.20,UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178910,4616.00,Thyssenkrupp Encasa
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178922,4343.87,UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178919,4315.69,UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178901,4295.00,Thyssenkrupp Encasa
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178900,2625.00,Hoist & Shower Chair Company
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178905,2352.50,Hoist & Shower Chair Company
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178913,2293.00,Hoist & Shower Chair Company
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178908,2113.00,Hoist & Shower Chair Company
Manchester City Council,Housing General Fund,Building Works,2018-09-03,1906178906,2032.00,Stannah Lift Services Ltd
Manchester City Council,Chief Executives,Professional Services Corriculum,2018-09-03,1906178003,1365.98,Sharon Dyche ISW Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2018-09-03,5100993266,39091.86,Galliford Try Infastructure Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2018-09-03,5100993269,24296.17,Galliford Try Infastructure Ltd
Manchester City Council,Regeneration Finance,Rents,2018-09-03,1906177917,192938.12,Wellington Properties Ltd
Manchester City Council,Regeneration Finance,Rents,2018-09-03,1906177921,7362.50,Knight Frank LLP
Manchester City Council,Regeneration Finance,Rents,2018-09-03,1906177918,1380.10,Wellington Properties Ltd
Manchester City Council,Regeneration Finance,Compensation Payments,2018-09-03,1906161748,12400.00,Equita Ltd
Manchester City Council,Highways Services,Building Materials for direct delivery,2018-09-03,1906180060,3660.00,Benchmark Building Supplies Ltd
Manchester City Council,Highways Services,Building Materials for direct delivery,2018-09-03,1906180058,1688.80,Benchmark Building Supplies Ltd
Manchester City Council,Highways Services,Payments to Contractors,2018-09-03,5100993217,10133.33,National Car Parks Ltd Season Ticke
Manchester City Council,Highways Services,Payments to Contractors,2018-09-03,5100993235,10133.33,National Car Parks Ltd Season Ticke
Manchester City Council,Highways Services,Payments to Contractors,2018-09-03,5100993219,5066.67,National Car Parks Ltd Season Ticke
Manchester City Council,Highways Services,Payments to Contractors,2018-09-03,5100993236,5066.67,National Car Parks Ltd Season Ticke
Manchester City Council,Highways Services,Payments to Contractors,2018-09-03,5100993237,5066.67,National Car Parks Ltd Season Ticke
Manchester City Council,Highways Services,Payments to Contractors,2018-09-03,5100993221,4666.67,National Car Parks Ltd Season Ticke
Manchester City Council,Highways Services,Payments to Contractors,2018-09-03,5100993243,5066.67,National Car Parks Ltd Season Ticke
Manchester City Council,Insurance Fund,Insurance,2018-09-03,1906177640,6260.00,Forbes Solicitors
Manchester City Council,Manchester Leisure,Training and Development,2018-09-04,5100993352,2750.00,Serco Limited
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,2018-09-04,5100993308,650.00,T/A Dyno-Drain Serv
Manchester City Council,Manchester Leisure,Hire of Equipment,2018-09-04,5100993276,900.00,John Sutch Cranes
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-09-04,5100993303,5000.00,Lancashire County Council
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-09-04,5100993435,3000.00,Didsbury Parkrun
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-09-04,5100993437,2146.00,Withington Civic Society
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-09-04,5100993302,750.00,Lancashire County Council
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-09-04,5100993353,643.40,Friends of Didsbury Park
Manchester City Council,Manchester Leisure,Special Events,2018-09-04,1906177240,3000.00,Many Many Monkeys
Manchester City Council,Manchester Leisure,Payments for services,2018-09-04,1906180152,2970.00,SPRYTAR LTD
Manchester City Council,Manchester Leisure,Payments for services,2018-09-04,5100993300,1328.50,W S Education
Manchester City Council,Manchester Leisure,Payments for services,2018-09-04,1700082728,2970.00,SPRYTAR LTD
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,2018-09-04,5100993354,10606.14,Carlton Fuels Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2018-09-04,5100993422,1038.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2018-09-04,5100993428,1038.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2018-09-04,5100993431,1038.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2018-09-04,5100993469,1038.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2018-09-04,5100993420,1012.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2018-09-04,5100993424,1012.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2018-09-04,5100993427,1012.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2018-09-04,5100993468,1012.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2018-09-04,5100993472,1012.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2018-09-04,5100993423,830.80,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2018-09-04,5100993471,830.80,R & M Developments Ltd
Manchester City Council,Adult Social Care,Training and Development,2018-09-04,5100993587,1100.00,University Of Manchester
Manchester City Council,Adult Social Care,Training and Development,2018-09-04,5100993583,1300.00,University Of Manchester
Manchester City Council,Adult Social Care,Rents,2018-09-04,1906179916,850.00,Blaise Winstanley & I Aveson
Manchester City Council,Adult Social Care,Rents,2018-09-04,1906179907,650.00,Ryan Baker Estate Agents
Manchester City Council,Adult Social Care,Rents,2018-09-04,1906177991,500.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Contract Cleaning External,2018-09-04,5100993496,1098.00,Superkids Levenshulme Ltd
Manchester City Council,Adult Social Care,Hire of Premises,2018-09-04,5100993452,800.00,Signis Group
Manchester City Council,Adult Social Care,Equipment,2018-09-04,5100993393,4950.00,Mangar International Ltd
Manchester City Council,Adult Social Care,Equipment,2018-09-04,5100993394,4950.00,Mangar International Ltd
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2018-09-04,5100993460,75000.00,Central Mcr Uni Hospital t/a
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2018-09-04,5100993275,5312.50,Pure Innovations Ltd
Manchester City Council,Adult Social Care,Payments for services,2018-09-04,5100993408,47867.41,Cambian Childcare Ltd
Manchester City Council,Adult Social Care,Payments for services,2018-09-04,5100993406,40146.86,Cambian Childcare Ltd
Manchester City Council,Adult Social Care,Payments for services,2018-09-04,5100992405,7205.87,Cambian Childcare Ltd
Manchester City Council,Adult Social Care,Payments for services,2018-09-04,5100993405,5147.04,Cambian Childcare Ltd
Manchester City Council,Adult Social Care,Payments for services,2018-09-04,5100993482,1833.00,Diagrama Foundation
Manchester City Council,Adult Social Care,Payments for services,2018-09-04,5100993485,1833.00,Diagrama Foundation
Manchester City Council,Adult Social Care,Supporting People Payments,2018-09-04,5100993228,3611.11,Contact Hostel
Manchester City Council,Adult Social Care,Supported Accommodation,2018-09-04,5100993313,536.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Personal needs of client,2018-09-04,5100993358,625.00,Care & Independence Ltd
Manchester City Council,Adult Social Care,Temporary Care - Residential,2018-09-04,1906180143,4195.02,Viewpark Residential Care  Home
Manchester City Council,Adult Social Care,Extra Care Sheltered Housing Payments,2018-09-04,5100993479,19681.88,Creative Support Ltd
Manchester City Council,Corporate Services,Travel,2018-09-04,5100993476,990.00,Northern
Manchester City Council,Corporate Services,Travel,2018-09-04,5100993495,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,3564.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,2572.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,2496.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,1464.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,896.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,896.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,896.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,716.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993476,564.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993272,558.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993268,558.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,564.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,716.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,896.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,896.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,896.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,1464.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,2496.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,2572.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,2018-09-04,5100993495,3564.00,Northern
Manchester City Council,Corporate Services,Professional fees,2018-09-04,5100993370,3000.00,Lambert Smith Hampton
Manchester City Council,Corporate Services,Professional fees,2018-09-04,5100993330,800.00,Watts Group Limited
Manchester City Council,Housing General Fund,Surplus property Fees,2018-09-04,1906169804,2901.81,Abrahams Dresden
Manchester City Council,Housing General Fund,Surplus property Fees,2018-09-04,1906177907,2400.00,Roger Hannah & Co
Manchester City Council,Housing General Fund,Capital Receipts,2018-09-04,1906167683,11375.00,Redrow Homes Lancashire
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,2018-09-04,5100993430,32492.26,Manchester Energy Company Limited
Manchester City Council,Chief Executives,Printing,2018-09-04,5100993447,1470.00,Browns CTP Ltd
Manchester City Council,Chief Executives,Printing,2018-09-04,5100993432,610.00,Browns CTP Ltd
Manchester City Council,Chief Executives,Funeral and coroner related services,2018-09-04,5100993478,2635.68,Kane Funeral Services
Manchester City Council,Chief Executives,Telecoms Maintenance,2018-09-04,5100993291,870.00,T.I.S. Limited
Manchester City Council,Chief Executives,Advertising,2018-09-04,5100993484,675.00,CIEH
Manchester City Council,Chief Executives,Examination Fees,2018-09-04,5100993444,2510.00,ROAR Forensics Ltd
Manchester City Council,Chief Executives,Examination Fees,2018-09-04,5100993449,2405.00,ROAR Forensics Ltd
Manchester City Council,Chief Executives,Examination Fees,2018-09-04,5100993454,990.00,ROAR Forensics Ltd
Manchester City Council,Chief Executives,Examination Fees,2018-09-04,5100993483,660.00,Eurofins Forensic Services
Manchester City Council,Chief Executives,Funeral and coroner related services,2018-09-04,5100993470,2055.00,The Pennine Acute Hospital Nhs Trus
Manchester City Council,Chief Executives,Funeral and coroner related services,2018-09-04,5100993467,1233.00,The Pennine Acute Hospital Nhs Trus
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2018-09-04,5100993332,2048.00,Turner & Townsend Cost
Manchester City Council,Chief Executives,Compensation Payments,2018-09-04,1906179935,800.00,Sph Costing Services Ltd
Manchester City Council,Chief Executives,Compensation Payments,2018-09-04,1906179911,5000.00,Redacted Personal Information
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,2018-09-04,5100993314,81153.72,Conlon Construction Ltd
Manchester City Council,Regeneration Finance,Rents,2018-09-04,5100993443,6517.79,Wythenshawe Forum Trust Ltd
Manchester City Council,Regeneration Finance,Rents,2018-09-04,5100993445,3008.25,Wythenshawe Forum Trust Ltd
Manchester City Council,Highways Services,Building Materials for direct delivery,2018-09-04,5100993367,2170.46,TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,2018-09-04,5100993363,1305.18,TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,2018-09-04,5100993375,1220.94,TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,2018-09-04,5100993377,1216.35,TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,2018-09-04,5100993379,1214.82,TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,2018-09-04,5100993378,1187.28,TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,2018-09-04,5100993374,1155.44,TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,2018-09-04,5100993368,875.58,TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,2018-09-04,5100993361,698.25,Aggregate Industries T/A Kennedy As
Manchester City Council,Highways Services,Professional fees,2018-09-04,5100993333,9292.08,Turner & Townsend Cost
