Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Proffesional fees,2011-11-01,5100494581,5000.00,International Sport Group Limited
Manchester City Council,Hospitality + Trading Services,Grant and subscriptions awarded,2011-11-01,5100494564,1995.00,Association For Public
Manchester City Council,Hospitality + Trading Services,Landline Telephone,2011-11-01,1902780612,972.33,BT PLC
Manchester City Council,Environment and Operations,Proffesional fees,2011-11-01,5100494567,700,Redacted Personal Information
Manchester City Council,Adult Social Care,Equipment,2011-11-01,5100494490,545.7,Aidapt Bathrooms Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2011-11-01,5100494510,140439.64,Bramall Construction Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2011-11-01,5100494511,107446.69,Bramall Construction Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2011-11-01,5100494509,7393.26,Bramall Construction Ltd
Manchester City Council,Childrens Services,Proffesional fees,2011-11-01,1902821491,7181.65,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Training and Development,2011-11-01,1902832437,5979.86,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Rents,2011-11-01,1902839149,5670.00,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Training and Development,2011-11-01,1902821491,4948.20,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Training and Development,2011-11-01,1902839149,4948.20,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Fixtures and Fitting,2011-11-01,1902839149,3640.00,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Proffesional fees,2011-11-01,1902839149,3057.60,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Fixtures and Fitting,2011-11-01,1902821491,2370.00,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Proffesional fees,2011-11-01,1902832437,1910.45,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Foster Payments,2011-11-01,1902839149,1282.80,Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Foster Payments,2011-11-01,1902862964,1080.00,Redacted Personal Information
Manchester City Council,Childrens Services,Personal needs of client,2011-11-01,1902832437,641,Barnardos Manchester Leaving Care S
Manchester City Council,Corporate Services,Water - Unmetered,2011-11-01,1902861703,628.92,United Utilities Water Plc
Manchester City Council,Housing General Fund,Surplus property Fees,2011-11-01,1902862617,5700.00,Impey & Company Limited
Manchester City Council,Housing Revenue Account,Landline Telephone,2011-11-01,1902862398,1439.00,BT PLC
Manchester City Council,Chief Executives,Agency staff provision,2011-11-01,5100494579,9219.29,Bs Project Services Ltd T/A
Manchester City Council,Chief Executives,Agency staff provision,2011-11-01,5100494556,4522.18,HBHC Synergy Ltd
Manchester City Council,Chief Executives,Agency staff provision,2011-11-01,5100494582,3789.08,HBHC Synergy Ltd
Manchester City Council,Chief Executives,Agency staff provision,2011-11-01,5100494551,3274.95,Sellick Partnership (Legal) Ltd
