Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-02-01,5100960295,1400.00,People's History Museum
Manchester City Council,Manchester Leisure,Professional fees,2018-02-01,5100959935,1000.00,t/a Grallator
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2018-02-01,5100960005,820.00,Newton Heath Cricket Club
Manchester City Council,Manchester Leisure,I T Provision,2018-02-01,5100959964,706.94,Insight Direct (Uk) Ltd
Manchester City Council,Manchester Leisure,Legal Fees,2018-02-01,5100960292,650.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Travel,2018-02-01,5100960056,587.92,Cresta World Travel Ltd
Manchester City Council,Manchester Leisure,Heating Oil,2018-02-01,1905919997,523.50,Emo Oil Ltd
Manchester City Council,Libraries and Theatres,Infrastructure Fees,2018-02-01,1905920116,562.50,THEPIHUT
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920439,1103.92,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920455,1009.94,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2018-02-01,5100960021,990.00,F.R.Sharrock Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920285,968.58,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920470,953.08,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920259,935.95,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920714,906.79,Chicken Joes Limited
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920418,904.29,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920491,880.74,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920260,868.32,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920449,716.92,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920347,715.73,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920705,695.35,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920362,680.70,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920240,679.77,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920741,674.16,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920676,661.34,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920713,647.17,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920424,634.52,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920739,631.74,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920703,616.20,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920326,613.26,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920712,613.25,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920475,592.70,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920694,591.57,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920605,580.80,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920523,574.90,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920742,561.90,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920751,553.00,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920572,551.40,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920650,549.31,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920683,546.76,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920378,531.94,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920591,529.39,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920398,522.61,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920734,519.80,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920729,518.69,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920510,515.54,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920504,511.51,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920432,508.58,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920442,508.46,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920480,508.19,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920652,504.38,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2018-02-01,1905920192,503.47,Brake Bros Foodservice Ltd
Manchester City Council,Environment and Operations,Construction Works,2018-02-01,5100960014,1306.25,Bethell Construction Ltd
Manchester City Council,Environment and Operations,Construction Works,2018-02-01,5100960008,1306.25,Bethell Construction Ltd
Manchester City Council,Adult Social Care,Professional fees,2018-02-01,5100960009,46010.00,One Education Ltd
Manchester City Council,Adult Social Care,Payments for services,2018-02-01,5100960288,23818.46,4CT Limited
Manchester City Council,Adult Social Care,Payments for services,2018-02-01,5100960312,15671.00,Mary Hare School
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,2018-02-01,5100960305,5943.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Equipment,2018-02-01,5100960275,4657.00,Invacare Limited
Manchester City Council,Adult Social Care,Payments for services,2018-02-01,5100960280,4596.46,Rossendale School Priory
Manchester City Council,Adult Social Care,Payments for services,2018-02-01,5100960285,4433.00,Cumberland & Westmorland
Manchester City Council,Adult Social Care,Payments for services,2018-02-01,5100960321,2608.20,The Together Trust
Manchester City Council,Adult Social Care,Transport Coach Hire,2018-02-01,5100957489,2240.00,Connect Cars Ltd
Manchester City Council,Adult Social Care,Payments for services,2018-02-01,5100960319,1156.70,The Together Trust
Manchester City Council,Adult Social Care,Training and Development,2018-02-01,5100959955,1080.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,2018-02-01,5100960043,1054.72,Cresta World Travel Ltd
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,2018-02-01,1905920014,915.00,TRAVELODGE GB0255
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2018-02-01,5100960276,837.00,Barnabus
Manchester City Council,Adult Social Care,Payments for services,2018-02-01,5100960028,819.00,All 4 Pets Limited
Manchester City Council,Adult Social Care,Furniture,2018-02-01,5100960131,715.00,The Furnishing Service Ltd
