Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Catering,2015-08-03,5100807135,1174.30,Manchester Central
Manchester City Council,Manchester Leisure,Catering,2015-08-03,5100807135,1174.29,Manchester Central
Manchester City Council,Manchester Leisure,Professional fees,2015-08-03,1904736742,1600.00,Sokka Circus Franchising Ltd
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,2015-08-03,5100807223,588.00,Rigby Taylor Ltd
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,2015-08-03,1904736430,1655.00,BEARDSWORTHS LTD
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,2015-08-03,5100807191,1337.92,Marshalls Mono Ltd
Manchester City Council,Environment and Operations,Agency staff provision,2015-08-03,5100807148,1368.48,Resolve Personnel Ltd
Manchester City Council,Environment and Operations,Agency staff provision,2015-08-03,5100807148,1127.65,Resolve Personnel Ltd
Manchester City Council,Environment and Operations,Agency staff provision,2015-08-03,5100807148,582.20,Resolve Personnel Ltd
Manchester City Council,Environment and Operations,Agency staff provision,2015-08-03,5100807134,507.48,Resolve Personnel Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-03,5100807201,723.10,Reed Employment Plc
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-03,5100807196,626.33,Routes Healthcare (North) Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-03,5100807196,570.73,Routes Healthcare (North) Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-03,5100807150,2160.53,SRA Cover Staff Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-03,5100807150,978.89,SRA Cover Staff Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-03,5100807150,796.20,SRA Cover Staff Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-03,5100807150,704.70,SRA Cover Staff Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-03,5100807150,692.00,SRA Cover Staff Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-03,5100807150,584.25,SRA Cover Staff Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-03,5100807148,692.91,Resolve Personnel Ltd
Manchester City Council,Adult Social Care,Professional fees,2015-08-03,1904734465,839.20,Hencewell
Manchester City Council,Adult Social Care,Professional fees,2015-08-03,1904720290,509.00,Anglia DNA Services Ltd
Manchester City Council,Adult Social Care,Professional fees,2015-08-03,1904726563,1000.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Professional fees,2015-08-03,1904725583,3075.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,2015-08-03,5100807139,7100.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,2015-08-03,5100807143,13093.72,G & A Taylor Hotels Ltd
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2015-08-03,5100807218,2101.00,Failsworth School
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2015-08-03,5100807217,2100.00,Pennine Care In Patient Services
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2015-08-03,5100807215,3356.00,Hazel Grove High School
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2015-08-03,5100807209,2100.00,Fairhaven Priory
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-08-03,5100807220,388586.00,Central Manchester University Hosp
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-08-03,5100807231,801.72,HCL Social Care
Manchester City Council,Adult Social Care,Payments for services,2015-08-03,5100807204,110983.50,Tameside Metropolitan Bouough
Manchester City Council,Corporate Services,Vehicle Hire Costs,2015-08-03,1904740326,2403.84,City Car Club Ltd
Manchester City Council,Corporate Services,Printing,2015-08-03,5100807147,1145.00,Mail Solutions
Manchester City Council,Housing General Fund,Surplus property Acquisitions,2015-08-03,1904740181,93500.00,Slater Heelis Collier Littler Solic
Manchester City Council,Housing General Fund,Surplus property Fees,2015-08-03,1904740181,960.00,Slater Heelis Collier Littler Solic
Manchester City Council,Chief Executives,Agency staff provision,2015-08-03,5100807201,4077.55,Reed Employment Plc
Manchester City Council,Chief Executives,Agency staff provision,2015-08-03,5100807202,2500.00,Rullion Resource Limited
Manchester City Council,Chief Executives,Agency staff provision,2015-08-03,5100807150,4968.45,SRA Cover Staff Ltd
Manchester City Council,Chief Executives,Agency staff provision,2015-08-03,5100807148,48745.40,Resolve Personnel Ltd
Manchester City Council,Chief Executives,Agency staff provision,2015-08-03,5100807134,505.08,Resolve Personnel Ltd
Manchester City Council,Chief Executives,Infrastructure Fees,2015-08-03,5100807201,2647.05,Reed Employment Plc
Manchester City Council,Chief Executives,Infrastructure Fees,2015-08-03,5100807201,2587.50,Reed Employment Plc
Manchester City Council,Chief Executives,Infrastructure Fees,2015-08-03,5100807202,1724.00,Rullion Resource Limited
Manchester City Council,Manchester Leisure,Grant Payments,2015-08-04,5100807439,2941.25,Peoples History Museum(TRADING)
Manchester City Council,Manchester Leisure,Grant Payments,2015-08-04,5100807376,4000.00,Manchester Jewish Museum
Manchester City Council,Manchester Leisure,Professional fees,2015-08-04,5100807374,600.00,Eastlands Trust Limited
Manchester City Council,Manchester Leisure,Professional fees,2015-08-04,5100807453,1241.40,Clearview Event Services Limited
Manchester City Council,Manchester Leisure,Professional fees,2015-08-04,5100807454,1241.40,Clearview Event Services Limited
Manchester City Council,Manchester Leisure,Professional fees,2015-08-04,5100807455,1241.40,Clearview Event Services Limited
Manchester City Council,Manchester Leisure,Professional fees,2015-08-04,5100807457,1241.40,Clearview Event Services Limited
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2015-08-04,5100807261,840.00,Chorley Borough Council
Manchester City Council,Manchester Leisure,Books-Adult Non Fict,2015-08-04,5100807329,610.72,Askews and Holts
Manchester City Council,Manchester Leisure,Books-Adult Non Fict,2015-08-04,5100807335,574.76,Askews and Holts
Manchester City Council,Libraries and Theatres,Professional fees,2015-08-04,5100807337,597.90,Manchester Central
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2015-08-04,5100807491,58524.25,Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2015-08-04,5100807294,81186.26,Winners Contract Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2015-08-04,5100807416,7622.00,Specialist Vehicle rental
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2015-08-04,5100807558,10678.37,Marshalls Mono Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2015-08-04,5100807398,1403.00,Asd Metal Services
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-08-04,5100807304,31671.32,Rosgal Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-08-04,5100807307,6477.35,Rosgal Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2015-08-04,5100807490,16167.05,F.R.Sharrock Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2015-08-04,5100807425,1038.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2015-08-04,5100807426,706.79,R & M Developments Ltd
Manchester City Council,Environment and Operations,Grant Payments,2015-08-04,1904725760,1200.00,The Ancoats Canal Project
Manchester City Council,Environment and Operations,Compensation Payments,2015-08-04,1904721103,3200.00,Express Solicitors
Manchester City Council,Environment and Operations,Compensation Payments,2015-08-04,1904726661,5024.05,Lester Aldridge LLP
Manchester City Council,Environment and Operations,Compensation Payments,2015-08-04,1904725891,1800.00,Redacted Personal Information
Manchester City Council,Environment and Operations,Compensation Payments,2015-08-04,1904725887,750.00,Redacted Personal Information
Manchester City Council,Environment and Operations,Compensation Payments,2015-08-04,1904734475,6500.00,Smith Jones Solicitors
Manchester City Council,Environment and Operations,Compensation Payments,2015-08-04,1904720294,1062.00,KWLC (UK) Ltd
Manchester City Council,Environment and Operations,Compensation Payments,2015-08-04,1904720291,767.00,KWLC (UK) Ltd
Manchester City Council,Environment and Operations,Compensation Payments,2015-08-04,1904720295,627.00,Department For Work & Pensions
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-04,5100807258,1667.92,SRA Cover Staff Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-04,5100807258,1211.00,SRA Cover Staff Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-04,5100807258,836.91,SRA Cover Staff Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-04,5100807258,731.66,SRA Cover Staff Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-04,5100807258,639.89,SRA Cover Staff Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-04,5100807258,583.88,SRA Cover Staff Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2015-08-04,5100807258,519.00,SRA Cover Staff Ltd
Manchester City Council,Adult Social Care,Rents,2015-08-04,5100807239,4725.00,Northern Way Properties Limited
Manchester City Council,Adult Social Care,Rents,2015-08-04,5100807242,4725.00,Northern Way Properties Limited
Manchester City Council,Adult Social Care,Security,2015-08-04,5100807298,2940.00,Manchester Communication Academy
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-08-04,5100807391,47914.00,Communitytransportservices.co.uk
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-08-04,5100807384,35039.50,Communitytransportservices.co.uk
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-08-04,5100807390,28806.00,Communitytransportservices.co.uk
Manchester City Council,Adult Social Care,Furniture,2015-08-04,5100807420,1555.40,Banner Business Services Ltd
Manchester City Council,Adult Social Care,Stationery,2015-08-04,5100807315,833.14,Findel Education Ltd
Manchester City Council,Adult Social Care,Professional fees,2015-08-04,5100807474,1024.00,Wythenshawe Community Initiative
Manchester City Council,Adult Social Care,Professional fees,2015-08-04,5100807446,1093.91,Anson Cabin Project
Manchester City Council,Adult Social Care,Professional fees,2015-08-04,5100807472,1250.00,JBS-R Associates
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,2015-08-04,5100807493,1000.00,Manchester People First
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2015-08-04,5100807427,3300.00,Blackburn With Darwen Borough Counc
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2015-08-04,5100807368,525.00,Pennine Care In Patient Services
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-08-04,5100807238,1156.25,HCL Social Care
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-08-04,5100807146,182833.33,Careers Solutions
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-08-04,5100807259,182833.33,Careers Solutions
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-08-04,5100807401,320000.00,One Education Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-08-04,5100807400,200000.00,One Education Ltd
Manchester City Council,Adult Social Care,Payments for services,2015-08-04,5100807481,16770.00,The Youth Justice Board
Manchester City Council,Adult Social Care,Payments for services,2015-08-04,5100807343,15407.00,The Youth Justice Board
Manchester City Council,Adult Social Care,Payments for services,2015-08-04,5100807479,9443.00,The Youth Justice Board
Manchester City Council,Adult Social Care,Payments for services,2015-08-04,5100807347,5310.00,The Youth Justice Board
Manchester City Council,Adult Social Care,Payments for services,2015-08-04,5100807350,5310.00,The Youth Justice Board
Manchester City Council,Adult Social Care,Payments for services,2015-08-04,5100807354,5310.00,The Youth Justice Board
Manchester City Council,Adult Social Care,Payments for services,2015-08-04,5100807356,5310.00,The Youth Justice Board
Manchester City Council,Adult Social Care,Payments for services,2015-08-04,5100807352,2301.00,The Youth Justice Board
Manchester City Council,Adult Social Care,Payments for services,2015-08-04,5100807358,994.00,The Youth Justice Board
Manchester City Council,Adult Social Care,Payments for services,2015-08-04,5100807346,26665.43,Care Concepts Ltd
Manchester City Council,Adult Social Care,Payments for services,2015-08-04,5100807364,26665.43,Care Concepts Ltd
Manchester City Council,Corporate Services,Transport Taxis,2015-08-04,1904740428,14380.40,Street Cars
Manchester City Council,Corporate Services,Travel,2015-08-04,1904738683,21943.85,Trainline.com Limited
Manchester City Council,Corporate Services,Public Transport,2015-08-04,5100807276,550.00,Stagecoach Manchester
Manchester City Council,Corporate Services,Public Transport,2015-08-04,5100807276,550.00,Stagecoach Manchester
Manchester City Council,Corporate Services,Travel Season TLS,2015-08-04,5100807276,550.00,Stagecoach Manchester
Manchester City Council,Corporate Services,Landline Telephone,2015-08-04,1904736738,1186.63,Vodafone (Ex C&W)
Manchester City Council,Corporate Services,I T Provision,2015-08-04,5100807268,4680.00,Northgate Information Solutions Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2015-08-04,5100807456,5265.77,Wrekin Windows
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2015-08-04,5100807448,4605.41,Wrekin Windows
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2015-08-04,5100807468,2551.40,Wrekin Windows
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2015-08-04,5100807452,1333.47,Wrekin Windows
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2015-08-04,5100807443,786.08,Wrekin Windows
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2015-08-04,5100807467,700.44,Wrekin Windows
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2015-08-04,5100807498,16958.57,SIG Roofing Supplies
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2015-08-04,5100807506,8512.91,SIG Roofing Supplies
