Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Adult Social Care,Agency staff provision,2013-07-01,5100650861,679.45,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2013-07-01,5100650835,603.03,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2013-07-01,5100650851,584.50,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2013-07-01,5100650854,548.24,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-07-01,5100651043,896.50,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-07-01,5100650844,702.53,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-07-01,5100650841,694.40,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-07-01,5100650849,685.30,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-07-01,5100650864,685.30,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-07-01,5100650853,671.65,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-07-01,5100650838,521.15,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-07-01,5100650847,517.30,Semester Recruitment Ltd
Manchester City Council,Learning Disabilities PB,Agency staff provision,2013-07-01,5100650848,1450.00,Semester Recruitment Ltd
Manchester City Council,Learning Disabilities PB,Agency staff provision,2013-07-01,5100650857,721.35,Semester Recruitment Ltd
Manchester City Council,Learning Disabilities PB,Agency staff provision,2013-07-01,5100650856,721.35,Semester Recruitment Ltd
Manchester City Council,Learning Disabilities PB,Agency staff provision,2013-07-01,5100650858,721.35,Semester Recruitment Ltd
Manchester City Council,Chief Executives,Water - Metered,2013-07-01,1903714421,886.02,Bruntwood LG Ltd Rent Account
Manchester City Council,Corporate Services,Transport Taxis,2013-07-01,1903714584,5353.30,Manchester Cars
Manchester City Council,Corporate Services,Transport Taxis,2013-07-01,1903714583,3552.20,Manchester Cars
Manchester City Council,Adult Social Care,Furniture,2013-07-01,5100650945,625.14,The Furnishing Service Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2013-07-01,5100650925,1178.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2013-07-01,5100650924,1103.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2013-07-01,5100650921,961.37,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2013-07-01,5100650922,780.53,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2013-07-01,5100650926,647.10,R & M Developments Ltd
Manchester City Council,Environment and Operations,Hire of Machinery,2013-07-01,5100650828,1203.50,R & M Developments Ltd
Manchester City Council,Environment and Operations,Hire of Machinery,2013-07-01,5100650829,1203.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2013-07-01,1903714527,866.48,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2013-07-01,1903714514,772.75,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2013-07-01,1903714483,599.65,Chicken Joes Limited
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2013-07-01,1903714441,505.55,Brake Bros Foodservice Ltd
Manchester City Council,Corporate Services,Photocopying,2013-07-01,5100650898,4694.17,Royal Mail
Manchester City Council,Corporate Services,Photocopying,2013-07-01,5100650901,1584.29,Royal Mail
Manchester City Council,Corporate Services,Photocopying,2013-07-01,5100650909,1584.29,Royal Mail
Manchester City Council,Corporate Services,Photocopying,2013-07-01,5100650908,4694.17,Royal Mail
Manchester City Council,Childrens Services,Professional Fees,2013-07-01,5100650827,3038.61,Scope
Manchester City Council,Chief Executives,Professional Fees,2013-07-01,1903712311,841.80,Moore Associates
Manchester City Council,Chief Executives,Postage,2013-07-01,5100650905,4694.17,Royal Mail Group Plc
Manchester City Council,Chief Executives,Postage,2013-07-01,5100650907,1584.29,Royal Mail Group Plc
Manchester City Council,Chief Executives,Postage,2013-07-01,5100650839,1584.29,Royal Mail Group Plc
Manchester City Council,Chief Executives,Postage,2013-07-01,5100650833,4694.17,Royal Mail Group Plc
Manchester City Council,Chief Executives,Telecoms Maintenance,2013-07-01,5100648569,40297.82,Intrinsic Technology Limited
Manchester City Council,Chief Executives,Telecoms Maintenance,2013-07-01,5100650911,40297.82,Intrinsic Technology Limited
Manchester City Council,Chief Executives,Telecoms Maintenance,2013-07-01,5100650913,2834.32,Intrinsic Technology Limited
Manchester City Council,Chief Executives,Telecoms Maintenance,2013-07-01,5100650906,40297.82,Intrinsic Technology Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2013-07-01,1903706722,1840.00,General Utilities Northwest Ltd
Manchester City Council,Housing General Fund,Surplus property Acquisitions,2013-07-01,1903706689,5418.00,Redacted Personal Information
Manchester City Council,Housing General Fund,Surplus property Acquisitions,2013-07-01,1903712390,4556.24,Redacted Personal Information
Manchester City Council,Manchester Leisure,Agency staff provision,2013-07-02,5100642515,13213.02,Serco Manchester (Manchester Commun
Manchester City Council,Corporate Services,Internal Repairs and Maintenance for buildings,2013-07-02,5100651052,1495.00,Hydrosave (UK) Ltd
Manchester City Council,Adult Social Care,Rents,2013-07-02,5100650971,2738.92,Mosscare Housing Ltd
Manchester City Council,Adult Social Care,Rents,2013-07-02,5100650968,2738.92,Mosscare Housing Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Costs,2013-07-02,5100641881,615.20,Central Diesel
Manchester City Council,Hospitality + Trading Services,Vehicle Parts/Spares,2013-07-02,5100651057,1244.28,Warrington Truck Parts Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Parts/Spares,2013-07-02,5100651026,1077.45,Warrington Truck Parts Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2013-07-02,5100651148,38492.00,Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2013-07-02,5100651075,37236.00,Specialist Vehicle rental
Manchester City Council,Environment and Operations,Equipment,2013-07-02,5100651114,1553.20,N. A. Brown Limited
Manchester City Council,Environment and Operations,Equipment,2013-07-02,5100651113,505.00,N. A. Brown Limited
Manchester City Council,Environment and Operations,Hire of Machinery,2013-07-02,5100650958,1203.50,R & M Developments Ltd
Manchester City Council,Environment and Operations,Hire of Machinery,2013-07-02,5100650974,1203.50,R & M Developments Ltd
Manchester City Council,Environment and Operations,Hire of Machinery,2013-07-02,5100650956,962.80,R & M Developments Ltd
Manchester City Council,Chief Executives,Stationery,2013-07-02,5100650961,535.00,Opp Ltd
Manchester City Council,Chief Executives,Funeral and coroner related services,2013-07-02,1903711801,869.05,Redacted Personal Information
Manchester City Council,Housing Revenue Account,TMO Fees,2013-07-02,5100650998,23643.60,SHOUT TMO
Manchester City Council,Regeneration Finance,Postage,2013-07-02,5100651081,518.37,Neopost Ltd (Consumables)
Manchester City Council,Chief Executives,Data Links,2013-07-02,1903712316,101094.68,BT PLC
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2013-07-02,1903706423,3421.00,Didsbury Film
Manchester City Council,Chief Executives,Advertising,2013-07-02,5100651097,660.00,All About Audiences Services Ltd
Manchester City Council,Chief Executives,Advertising,2013-07-02,5100651101,556.00,All About Audiences Services Ltd
Manchester City Council,Chief Executives,Advertising,2013-07-02,5100651029,500.00,Weekly Speaker Manchester
Manchester City Council,Adult Social Care,Funeral and coroner related services,2013-07-02,5100650990,875.00,Funeral Prtnrs t/a Michael Kennedy
Manchester City Council,Adult Social Care,Funeral and coroner related services,2013-07-02,5100650987,1080.00,Funeral Prtnrs t/a Michael Kennedy
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,2013-07-02,5100651010,703.25,Redacted Personal Information
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2013-07-02,5100650994,628.67,Church of God of Prophecy
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2013-07-02,5100650997,628.00,Church of God of Prophecy
