Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Chief Executives,Seconded Employees,2013-04-02,5100627691,7299.04,Dept for Communities and Local Govt
Manchester City Council,Chief Executives,Seconded Employees,2013-04-02,5100627670,7066.41,Dept for Communities and Local Govt
Manchester City Council,Chief Executives,Seconded Employees,2013-04-02,5100627664,6275.55,Dept for Communities and Local Govt
Manchester City Council,Chief Executives,Seconded Employees,2013-04-02,5100627667,6246.29,Dept for Communities and Local Govt
Manchester City Council,Chief Executives,Seconded Employees,2013-04-02,5100627669,5554.09,Dept for Communities and Local Govt
Manchester City Council,Chief Executives,Training and Development,2013-04-02,5100627677,14500.00,North West Employers Ltd
Manchester City Council,Corporate Services,Rents,2013-04-02,5100627681,667992.50,Ask Inv Fund (Grand Island) LP
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2013-04-02,5100627718,1166.36,Manchester Van Hire Ltd
Manchester City Council,Childrens Services,Car Parking Permits,2013-04-02,5100627690,1043.33,National Car Parks Ltd Season Ticke
Manchester City Council,Manchester Leisure,Equipment,2013-04-02,5100627665,6098.40,Groundwork Landscapes Ltd
Manchester City Council,Manchester Leisure,Equipment,2013-04-02,5100627697,1385.00,Groundwork Landscapes Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2013-04-02,5100627685,605.75,MT Kaill (Plant Hire) Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2013-04-02,5100627671,602.90,MT Kaill (Plant Hire) Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2013-04-02,1903596020,1139.70,Chicken Joes Limited
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2013-04-02,1903596031,531.38,Chicken Joes Limited
Manchester City Council,Chief Executives,Proffesional Fees,2013-04-02,1903595741,7240.75,Kpmg Llp
Manchester City Council,Regeneration Finance,Proffesional fees,2013-04-02,5100627682,10000.00,Manchester Airport Plc
Manchester City Council,Hospitality + Trading Services,I T Provision,2013-04-02,5100627678,1080.20,Mouchel Limited
Manchester City Council,Hospitality + Trading Services,I T Provision,2013-04-02,5100627674,795.41,Mouchel Limited
Manchester City Council,Chief Executives,Advertising,2013-04-02,1903595700,601.82,Nubian Enterprise
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2013-04-02,5100627706,405713.15,NU3PS
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2013-04-03,5100627931,500.15,Morson International
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2013-04-03,5100627980,3000.90,Hays Personnel
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2013-04-03,5100627992,2728.02,Hays Personnel
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2013-04-03,5100627975,2015.31,Hays Personnel
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2013-04-03,5100627994,1514.04,Hays Personnel
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2013-04-03,5100627982,1364.22,Hays Personnel
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2013-04-03,5100627990,1119.69,Hays Personnel
Manchester City Council,Adult Social Care,Agency staff provision,2013-04-03,5100627914,1568.19,Reed Employment Plc
Manchester City Council,Adult Social Care,Agency staff provision,2013-04-03,5100627972,2158.40,Hays Personnel
Manchester City Council,Adult Social Care,Agency staff provision,2013-04-03,5100627997,1322.40,Hays Personnel
Manchester City Council,Childrens Services,Agency staff provision,2013-04-03,5100627914,865.72,Reed Employment Plc
Manchester City Council,Childrens Services,Agency staff provision,2013-04-03,5100628004,1029.84,Hays Personnel
Manchester City Council,Childrens Services,Agency staff provision,2013-04-03,5100628005,908.15,Hays Personnel
Manchester City Council,Childrens Services,Agency staff provision,2013-04-03,5100627987,715.40,Hays Personnel
Manchester City Council,Childrens Services,Agency staff provision,2013-04-03,5100627970,511.00,Hays Personnel
Manchester City Council,Corporate Services,Agency staff provision,2013-04-03,5100627930,1838.76,Morson International
Manchester City Council,Corporate Services,Agency staff provision,2013-04-03,5100627981,2121.14,Hays Personnel
Manchester City Council,Corporate Services,Agency staff provision,2013-04-03,5100627991,2024.98,Hays Personnel
Manchester City Council,Chief Executives,Agency staff provision,2013-04-03,5100628000,11717.68,Hays Personnel
Manchester City Council,Chief Executives,Agency staff provision,2013-04-03,5100628002,5609.70,Hays Personnel
Manchester City Council,Chief Executives,Agency staff provision,2013-04-03,5100627996,3367.40,Hays Personnel
Manchester City Council,Chief Executives,Agency staff provision,2013-04-03,5100627978,1817.20,Hays Personnel
Manchester City Council,Chief Executives,Agency staff provision,2013-04-03,5100627971,1176.48,Hays Personnel
Manchester City Council,Chief Executives,Agency staff provision,2013-04-03,5100627974,1043.00,Hays Personnel
Manchester City Council,Corporate Services,Training and Development,2013-04-03,5100627900,710.00,Arc People Development Ltd
Manchester City Council,Childrens Services,Training and Development,2013-04-03,5100627896,3100.00,Aim Project
Manchester City Council,Childrens Services,Training and Development,2013-04-03,5100627889,2350.00,Aim Project
Manchester City Council,Adult Social Care,Rents,2013-04-03,5100627828,11835.00,Coleman Investments Ltd
Manchester City Council,Adult Social Care,Rents,2013-04-03,5100627832,2612.74,Ripley Property Management
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2013-04-03,5100627849,20520.00,Crystal Ball Ltd
Manchester City Council,Hospitality + Trading Services,Equipment,2013-04-03,5100627911,18862.20,Peel Mount Contract Furnishings Ltd
Manchester City Council,Adult Social Care,Equipment,2013-04-03,5100627854,1970.00,Hearing Products International Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2013-04-03,5100627808,2184.84,Wolseley Util Ltd T/A Burdens Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2013-04-03,5100627813,660.20,Wolseley Util Ltd T/A Burdens Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2013-04-03,1903600638,695.00,Ecomix Concrete Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2013-04-03,5100627841,506.00,R & M Developments Ltd
Manchester City Council,Chief Executives,Hire of Equipment,2013-04-03,5100627912,1070.97,Smiths Marquees
Manchester City Council,Chief Executives,Paper & Envelopes,2013-04-03,5100627803,1197.00,Premier Paper Group Ltd
Manchester City Council,Chief Executives,Paper & Envelopes,2013-04-03,5100627802,798.00,Premier Paper Group Ltd
Manchester City Council,Adult Social Care,Legal Fees,2013-04-03,5100627805,500.00,Blackstone Chambers
Manchester City Council,Childrens Services,Proffesional fees,2013-04-03,5100627933,7714.00,Music Stuff
Manchester City Council,Regeneration Finance,Proffesional Fees,2013-04-03,5100627814,37500.00,Blue Orchid Management
Manchester City Council,Regeneration Finance,Proffesional Fees,2013-04-03,5100627810,12500.00,Blue Orchid Management
Manchester City Council,Hospitality + Trading Services,I T Provision,2013-04-03,5100627717,1016.95,Mouchel Limited
Manchester City Council,Hospitality + Trading Services,I T Provision,2013-04-03,5100627785,910.47,Mouchel Limited
Manchester City Council,Hospitality + Trading Services,I T Provision,2013-04-03,5100627784,909.26,Mouchel Limited
Manchester City Council,Hospitality + Trading Services,I T Provision,2013-04-03,5100627786,818.84,Mouchel Limited
Manchester City Council,Regeneration Finance,Subsistence and Conference Expenses,2013-04-03,5100627800,680.00,Gov Net communications
Manchester City Council,Highways Services,Subsistence and Conference Expenses,2013-04-03,5100627794,4080.00,Bike Right
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2013-04-03,5100627910,162532.00,National Football Museum
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2013-04-03,1903595699,3372.25,Assist
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2013-04-03,1903595699,3372.25,Assist
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2013-04-03,1903595694,5035.35,Community Forests Northwest Ltd
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2013-04-03,1903595529,7994.36,Water Adventure Centre
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2013-04-03,1903595522,4130.00,Cityco
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2013-04-03,1903595692,1500.00,Birch Community Centre Playscheme
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2013-04-03,1903595530,1992.00,Castlefield Forum
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2013-04-03,1903595678,1260.00,Caritas Lalley Centre
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2013-04-03,1903595690,894.44,Enhance4Youth
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2013-04-03,1903595688,7769.27,Coverdale & New Bank St Comm Assoc
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2013-04-03,1903595531,700.00,Gorton All Together
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2013-04-03,1903595698,1400.00,Rainbows Parent & Toddler Group
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2013-04-03,1903595698,1400.00,Rainbows Parent & Toddler Group
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2013-04-03,1903600664,3800.00,Chapter 1 Charity Ltd
Manchester City Council,Childrens Services,Bed & Breakfast Acc,2013-04-03,5100627829,2060.00,The Leaving Care Co Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2013-04-03,5100627872,37722.51,Manchester Care & Repair Ltd
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,2013-04-03,5100627908,58974.61,Barnardo's North West
Manchester City Council,Manchester Leisure,Payments for services,2013-04-03,5100627845,2500.00,Manchester Sports & Leisure Trust
Manchester City Council,Manchester Leisure,Payments for services,2013-04-03,5100627882,776.00,Enhance4Youth
Manchester City Council,Manchester Leisure,Payments for services,2013-04-03,5100627843,3500.00,Chorlton Park Regeneration Group
Manchester City Council,Regeneration Finance,Payments for services,2013-04-03,5100627898,25600.00,Commission for the New Economy
Manchester City Council,Adult Social Care,Personal needs of client,2013-04-03,5100627835,860.00,Sidhil Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2013-04-03,5100627902,4226.00,Stannah Lift Services Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2013-04-03,5100627783,3147.03,Pts Plumbing Trade Supplies
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2013-04-03,5100627887,1750.56,Ground Heat Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2013-04-03,5100627892,1114.94,Ground Heat Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2013-04-03,5100627897,43000.00,Cornerhouse
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2013-04-03,5100627918,122731.00,GB Building Solutions Ltd
Manchester City Council,Environment and Operations,Construction Works,2013-04-03,5100627878,29897.53,Aggregate Industries T/A Kennedy As
Manchester City Council,Environment and Operations,Construction Works,2013-04-03,5100627903,25500.00,Aggregate Industries T/A Kennedy As
Manchester City Council,Environment and Operations,Construction Works,2013-04-03,5100627905,24000.00,Aggregate Industries T/A Kennedy As
Manchester City Council,Environment and Operations,Construction Works,2013-04-03,5100627934,48443.35,J.Hopkins (Contractors) Ltd.
Manchester City Council,Environment and Operations,Construction Works,2013-04-03,5100627868,38501.25,J.Hopkins (Contractors) Ltd.
Manchester City Council,Environment and Operations,Construction Works,2013-04-03,5100627890,28408.32,J.Hopkins (Contractors) Ltd.
Manchester City Council,Environment and Operations,Construction Works,2013-04-03,5100627894,25700.00,J.Hopkins (Contractors) Ltd.
Manchester City Council,Chief Executives,Construction Works,2013-04-03,5100627907,65000.00,Aggregate Industries T/A Kennedy As
Manchester City Council,Adult Social Care,CAMC/Not assigned,2013-04-03,5100628006,3500.00,Hays Personnel
Manchester City Council,Adult Social Care,CAMC/Not assigned,2013-04-03,5100627969,1400.00,Hays Personnel
Manchester City Council,Manchester Leisure,Agency staff provision,2013-04-04,5100628136,662.64,Manpower UK Ltd
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2013-04-04,5100628262,536.87,Service Personnel Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2013-04-04,5100628032,750.12,Search Consultancy Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2013-04-04,5100628223,640.44,Routes Healthcare Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2013-04-04,5100628189,553.94,HR GO Recruitment Healthcare
Manchester City Council,Adult Social Care,Agency staff provision,2013-04-04,5100628061,913.50,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2013-04-04,5100628387,913.50,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2013-04-04,5100628395,887.40,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2013-04-04,5100628048,736.75,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2013-04-04,5100628050,736.75,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2013-04-04,5100628043,633.60,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2013-04-04,5100628059,572.95,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2013-04-04,5100628386,572.95,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2013-04-04,5100628392,572.95,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628032,798.00,Search Consultancy Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628138,2132.00,Sanctuary Social Care
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628138,1155.35,Sanctuary Social Care
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628147,1097.45,Sanctuary Social Care
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628138,1043.00,Sanctuary Social Care
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628138,1003.80,Sanctuary Social Care
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628147,1003.80,Sanctuary Social Care
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628138,913.50,Sanctuary Social Care
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628138,895.30,Sanctuary Social Care
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628147,895.30,Sanctuary Social Care
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628147,521.50,Sanctuary Social Care
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628163,998.30,Rullion Resource Limited
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628163,950.88,Rullion Resource Limited
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628163,887.15,Rullion Resource Limited
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628060,771.05,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628055,765.95,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628053,672.35,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628049,550.70,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628389,521.50,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628397,521.50,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628270,820.14,SRA Cover Staff Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628270,811.68,SRA Cover Staff Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628270,707.70,SRA Cover Staff Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628115,676.40,SRA Cover Staff Ltd
Manchester City Council,Childrens Services,Agency staff provision,2013-04-04,5100628270,588.00,SRA Cover Staff Ltd
Manchester City Council,Chief Executives,Agency staff provision,2013-04-04,5100628032,1859.92,Search Consultancy Ltd
Manchester City Council,Chief Executives,Agency staff provision,2013-04-04,5100628032,718.31,Search Consultancy Ltd
Manchester City Council,Chief Executives,Agency staff provision,2013-04-04,5100628032,653.03,Search Consultancy Ltd
Manchester City Council,Chief Executives,Agency staff provision,2013-04-04,5100628147,946.46,Sanctuary Social Care
Manchester City Council,Chief Executives,Agency staff provision,2013-04-04,5100628096,10233.41,Celsian Education
Manchester City Council,Chief Executives,Agency staff provision,2013-04-04,5100628385,5221.43,Semester Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,2013-04-04,5100628065,672.35,Semester Recruitment Ltd
Manchester City Council,Chief Executives,Seconded Employees,2013-04-04,5100628106,19717.61,Dept for Communities and Local Govt
Manchester City Council,Chief Executives,Occupational Health services,2013-04-04,1903601193,3570.00,Healthwork Ltd
Manchester City Council,Chief Executives,Occupational Health services,2013-04-04,1903601192,537.60,Healthwork Ltd
Manchester City Council,Childrens Services,External repairs and maintenance for buildings,2013-04-04,5100627888,28644.00,GB Building Solutions Ltd
Manchester City Council,Manchester Leisure,Electricity,2013-04-04,1903600921,11081.32,British Gas Business
Manchester City Council,Manchester Leisure,Electricity,2013-04-04,1903600931,4275.35,British Gas Business
Manchester City Council,Manchester Leisure,Electricity,2013-04-04,1903600934,3828.11,British Gas Business
Manchester City Council,Manchester Leisure,Electricity,2013-04-04,1903600946,1282.34,British Gas Business
Manchester City Council,Libraries and Theatres,Electricity,2013-04-04,1903600933,7604.59,British Gas Business
Manchester City Council,Libraries and Theatres,Electricity,2013-04-04,1903600925,3786.08,British Gas Business
Manchester City Council,Libraries and Theatres,Electricity,2013-04-04,1903600928,2293.79,British Gas Business
Manchester City Council,Libraries and Theatres,Electricity,2013-04-04,1903600927,1569.37,British Gas Business
