Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,2012-06-01,5100556595,521.38,Bookpoint Limited
Manchester City Council,Libraries and Theatres,Hire of Machinery,2012-06-01,5100556596,1674.52,Byrne Surfacing Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2012-06-01,5100556613,1019.26,Tarmac Central Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2012-06-01,5100556474,1440.00,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2012-06-01,5100556475,1440.00,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2012-06-01,5100556476,1307.55,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2012-06-01,5100556479,1182.55,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2012-06-01,5100556480,1182.55,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2012-06-01,5100556482,1061.37,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,2012-06-01,5100556611,1503.87,Tarmac Central Ltd
Manchester City Council,Environment and Operations,I T Provision,2012-06-01,5100556578,5943.76,Intec For Business Ltd
Manchester City Council,Environment and Operations,I T Provision,2012-06-01,5100556581,2857.57,Intec For Business Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2012-06-01,5100556573,671.72,Sanctuary Social Care
Manchester City Council,Adult Social Care,Rents,2012-06-01,5100556471,9829.47,Happy Homes Uk Ltd
Manchester City Council,Childrens Services,Agency staff provision,2012-06-01,5100556563,803,Entrust Social Care
Manchester City Council,Childrens Services,Agency staff provision,2012-06-01,5100556574,824.68,Sanctuary Social Care
Manchester City Council,Childrens Services,Grant and subscriptions awarded,2012-06-01,5100556599,1471.25,Youth on Solid Ground
Manchester City Council,Childrens Services,Grant and subscriptions awarded,2012-06-01,5100556598,1250.00,Youth on Solid Ground
Manchester City Council,Childrens Services,Carer Support Payments,2012-06-01,1903171268,900,Redacted Personal Information
Manchester City Council,Corporate Services,Electricity,2012-06-01,1903121916,1250.00,Northern Way Properties Limited
Manchester City Council,Corporate Services,Compensation Payments,2012-06-01,1903169876,4250.00,Redacted Personal Information
Manchester City Council,Corporate Services,Compensation Payments,2012-06-01,1903169857,4000.00,Redacted Personal Information
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2012-06-01,5100556585,22790.00,Mace Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2012-06-01,5100556554,7247.50,Mather & Co Limited
Manchester City Council,Housing General Fund,Building Works,2012-06-01,5100555267,16957.04,Mears Home Improvement Ltd
Manchester City Council,Housing General Fund,Building Works,2012-06-01,5100555270,12717.78,Mears Home Improvement Ltd
