Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Childrens Services,Agency staff provision,2011-07-01,5100460329,555,Randstad Education
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2011-07-01,5100456836,13187.00,Park Leisure Ltd
Manchester City Council,Environment and Operations,Car Parking Permits,2011-07-01,5100460390,1043.33,National Car Parks Ltd Season Ticke
Manchester City Council,Grtr Manchester Urban Traffic,Car Parking Permits,2011-07-01,5100460383,558,Town Centre Car Parks Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Car Parking Permits,2011-07-01,5100460376,812.5,Town Centre Car Parks Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Car Parking Permits,2011-07-01,5100460402,6417.00,Town Centre Car Parks Ltd
Manchester City Council,Childrens Services,Catering,2011-07-01,5100460341,762.35,Pdt Catering
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2011-07-01,1902690940,926.4,Berkeley Care Management Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2011-07-01,1902691565,500,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2011-07-01,1902691568,500,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2011-07-01,1902691594,500,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2011-07-01,1902691595,500,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2011-07-01,1902691258,562.06,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2011-07-01,1902691567,589.49,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2011-07-01,1902691075,607.35,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2011-07-01,1902691517,609.3,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2011-07-01,1902691212,632.85,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2011-07-01,1902691593,716.96,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2011-07-01,1902691589,802.32,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2011-07-01,1902691545,1161.57,Brake Bros Foodservice Ltd
Manchester City Council,Corporate Services,Compensation Payments,2011-07-01,1902680505,16145.10,Department For Work & Pensions
Manchester City Council,Manchester Leisure,Compensation Payments,2011-07-01,5100460385,5160.00,Kings Chambers
Manchester City Council,Housing Revenue Account,Concessionary Decorating,2011-07-01,5100460339,2191.16,W H Morris Ltd
Manchester City Council,Chief Executives,Coroners witness sum,2011-07-01,5100460252,525,Anglo European Private Detectives L
Manchester City Council,Hospitality + Trading Services,Courier Costs,2011-07-01,5100460330,817.1,Scalamander Business Services Ltd
Manchester City Council,Manchester Leisure,Expenditure re Internal Trading Ordered Externally,2011-07-01,5100460395,6800.00,Programme Master Ltd
Manchester City Council,Corporate Services,Fees,2011-07-01,1902690693,3099.11,Equita Ltd
Manchester City Council,Corporate Services,Fees,2011-07-01,1902690698,39431.32,Equita Ltd
