Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,2016-03-01,5100845585,501.15,Manchester Working Ltd
Manchester City Council,Manchester Leisure,Grounds Maintenance Costs,2016-03-01,5100845600,6749.36,Continental Landscapes Limited
Manchester City Council,Manchester Leisure,Payments for services,2016-03-01,5100845608,9750.00,City of Manchester Aquatics Swim Te
Manchester City Council,Manchester Leisure,Payments for services,2016-03-01,5100845622,1500.00,Abraham Moss Community School
Manchester City Council,Manchester Leisure,Payments for services,2016-03-01,5100845649,1500.00,Youth on Solid Ground
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2016-03-01,1905012773,686.80,Ecomix Concrete Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2016-03-01,1905012750,1659.08,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2016-03-01,1905012713,587.12,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Compensation Payments,2016-03-01,1905010276,2750.00,The Rose Partnership Solicitors
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2016-03-01,5100845651,1029.75,Chelsom Limited
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,2016-03-01,5100845640,3500.00,Continental Landscapes Limited
Manchester City Council,Environment and Operations,Grounds Maintenance Costs,2016-03-01,5100845640,2206.30,Continental Landscapes Limited
Manchester City Council,Environment and Operations,Grounds Maintenance Costs,2016-03-01,5100845638,620.81,Continental Landscapes Limited
Manchester City Council,Environment and Operations,Refuse Collection,2016-03-01,5100845569,44882.55,Enterprise Manchester DOMESTIC
Manchester City Council,Environment and Operations,Refuse Collection,2016-03-01,5100845567,44882.51,Enterprise Manchester DOMESTIC
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,2016-03-01,5100845588,11838.52,G & A Taylor Hotels Ltd
Manchester City Council,Adult Social Care,"Clothes, Uniform and Laundry",2016-03-01,5100845657,691.90,Alliance Disposables Ltd
Manchester City Council,Adult Social Care,Payments for services,2016-03-01,5100845596,3780.00,Embrace All Ltd
Manchester City Council,Adult Social Care,Payments for services,2016-03-01,5100845599,1194.42,Adoption Matters Northwest
Manchester City Council,Adult Social Care,Payments for services,2016-03-01,5100845601,750.00,Adoption Matters Northwest
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2016-03-01,5100845619,840.00,Afruca
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2016-03-01,5100845565,7928.32,New Bridge School
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2016-03-01,5100845626,7524.00,Ladywood School
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2016-03-01,5100845631,3721.50,Thomasson Memorial School
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2016-03-01,5100845587,10432.00,Northwards Housing Limited
Manchester City Council,Chief Executives,I T Provision,2016-03-01,5100845584,1509.00,Hesa Services Ltd
Manchester City Council,Chief Executives,Printing,2016-03-01,5100795518,2555.00,Rivermeade Signs Ltd
Manchester City Council,Chief Executives,Compensation Payments,2016-03-01,5100845570,753.00,DWF LLP
Manchester City Council,Regeneration Finance,Goods Received Invoice Received,2016-03-01,5100845715,1222.00,Roger Hannah & Co
Manchester City Council,Regeneration Finance,Subsistence and Conference Expenses,2016-03-01,5100845589,1907.00,BAM Construction Limited
Manchester City Council,Manchester Leisure,I T Provision,2016-03-02,5100845676,7172.00,Axiell ALM Ltd
Manchester City Council,Manchester Leisure,Professional fees,2016-03-02,5100845653,500.00,Bolton Mbc
Manchester City Council,Manchester Leisure,Rents,2016-03-02,5100845694,3014.27,Wythenshawe Forum Trust Ltd
Manchester City Council,Manchester Leisure,Stationery,2016-03-02,5100845862,1461.91,Madeleine Lindley Ltd
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2016-03-02,5100845895,1113.99,Hays Personnel
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2016-03-02,5100845898,9398.25,Marshalls Mono Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2016-03-02,5100845681,2196.00,Kloeckner Metals UK
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2016-03-02,1905017015,975.50,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2016-03-02,1905017037,831.19,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2016-03-02,1905017033,614.38,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2016-03-02,1905016985,548.67,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2016-03-02,1905017031,517.46,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2016-03-02,1905016961,512.28,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2016-03-02,5100845857,819.40,F.R.Sharrock Ltd
