Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Chief Executives,Postage,2014-02-03,5100697634,1095.42,Royal Mail Group Plc
Manchester City Council,Childrens Services,Payments for services,2014-02-03,5100697580,6175.00,Benchill Community Centre
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2014-02-03,5100697555,72038.00,Willmott Dixon Construction
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2014-02-03,5100697512,2925.00,Kenny Bros (Civil Eng) Ltd
Manchester City Council,Childrens Services,Personal needs of client,2014-02-03,1903990151,2780.00,Devon County Council
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-02-03,1904002003,1779.87,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-02-03,1904002036,851.83,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-02-03,1904002010,839.49,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-02-03,1904002006,816.41,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-02-03,1904002066,671.52,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-02-03,1904002084,670.42,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-02-03,1904001961,643.16,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-02-03,1904002127,550.27,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-02-03,1904001993,536.43,Brake Bros Foodservice Ltd
Manchester City Council,Manchester Leisure,Proffesional fees,2014-02-03,5100697517,2500.00,Physio Sport
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,2014-02-03,5100697638,711.61,Electoral Reform Services Ltd
Manchester City Council,Childrens Services,Payments for services,2014-02-03,5100697578,6966.50,Saheli
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2014-02-03,5100697576,5900.00,The Pankhurst Centre
