Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Professional fees,2016-07-01,1905175845,2000.00,Alliance Medical Limited
Manchester City Council,Manchester Leisure,Tree work,2016-07-01,5100866906,877.50,Brentwood Moss Nurseries
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2016-07-01,5100866957,500.00,Oldham Borough Council
Manchester City Council,Hospitality + Trading Services,Contract Cleaning External,2016-07-01,5100866923,6533.54,Mitie Cleaning & Environmental
Manchester City Council,Hospitality + Trading Services,Equipment,2016-07-01,5100866916,1043.90,Grantfen Fire & Security Ltd
Manchester City Council,Hospitality + Trading Services,Equipment,2016-07-01,5100866918,1043.90,Grantfen Fire & Security Ltd
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,2016-07-01,5100866963,7910.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Transport Coach Hire,2016-07-01,5100866912,6580.00,Royton Minibuses Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2016-07-01,5100860536,2010.00,Chapter 1
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2016-07-01,5100866952,1392.05,Wythenshawe Community Housing Group
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2016-07-01,5100866919,1383.37,Manchester Deaf Centre Ltd
Manchester City Council,Adult Social Care,Professional fees,2016-07-01,5100866917,1383.33,Manchester Deaf Centre Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2016-07-01,5100866914,1383.33,Manchester Deaf Centre Ltd
Manchester City Council,Adult Social Care,Payments for services,2016-07-01,5100866909,1356.04,Safehands Network Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2016-07-01,5100866943,791.09,Wythenshawe Community Housing Group
Manchester City Council,Adult Social Care,Personal needs of client,2016-07-01,5100866955,657.00,NRS Healthcare
Manchester City Council,Adult Social Care,Rents,2016-07-01,1905176144,520.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,2016-07-01,1905175551,500.00,HRH Properties
Manchester City Council,Corporate Services,Fees,2016-07-01,1905114470,22778.95,Equita Ltd
Manchester City Council,Corporate Services,Grant Payments,2016-07-01,5100866962,1420.00,Compliance365
Manchester City Council,Corporate Services,Hire of Premises,2016-07-01,5100859547,810.00,Manchester Central
Manchester City Council,Corporate Services,Fees,2016-07-01,1905114470,22778.95,Equita Ltd
Manchester City Council,Housing General Fund,Building Works,2016-07-01,1905176294,33165.65,Kier Services Ltd - Maint West
