Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Grant Payments,2015-11-02,5100823242,5835.50,Manchester Craft and Design Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2015-11-02,5100823316,3280.00,Marshalls Mono Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2015-11-02,5100823323,822.72,Marshalls Mono Ltd
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,2015-11-02,5100823323,1782.48,Marshalls Mono Ltd
Manchester City Council,Environment and Operations,Travel,2015-11-02,1904844408,866.55,Redacted Personal Information
Manchester City Council,Adult Social Care,Home Care,2015-11-02,5100823330,570.00,Building Blocks Nursery
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823274,23854.88,David Lewis Organisation
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823280,22483.57,David Lewis Organisation
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823249,20366.03,The Together Trust
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823256,18502.40,David Lewis Organisation
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823259,18222.90,David Lewis Organisation
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823284,18093.43,David Lewis Organisation
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823262,17756.39,David Lewis Organisation
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823251,17637.98,David Lewis Organisation
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823252,17003.18,David Lewis Organisation
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823264,16892.38,David Lewis Organisation
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823270,16773.76,David Lewis Organisation
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823268,13716.19,David Lewis Organisation
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823246,4631.76,The Together Trust
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823248,4117.12,The Together Trust
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823245,1286.60,The Together Trust
Manchester City Council,Adult Social Care,Payments for services,2015-11-02,5100823247,1157.94,The Together Trust
Manchester City Council,Chief Executives,Mobilephone Charges,2015-11-02,1904852002,11843.73,EE/T-Mobile
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2015-11-03,5100816586,357500.00,Greenwich Leisure Limited
Manchester City Council,Manchester Leisure,Grant Payments,2015-11-03,5100823469,2500.00,Castlefield Gallery Limited
Manchester City Council,Manchester Leisure,Hire of Equipment,2015-11-03,5100823518,5650.00,Star Events Group Ltd
Manchester City Council,Manchester Leisure,Hire of Equipment,2015-11-03,5100823519,5650.00,Star Events Group Ltd
Manchester City Council,Manchester Leisure,Variation Orders,2015-11-03,5100823489,795.00,Willfab Ltd
Manchester City Council,Manchester Leisure,Variation Orders,2015-11-03,5100823499,580.00,Willfab Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2015-11-03,5100823599,890.70,Wolseley Util Ltd T/A Burdens
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2015-11-03,1904856531,745.00,Ecomix Concrete Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2015-11-03,1904856533,646.40,Ecomix Concrete Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2015-11-03,1904856525,596.00,Ecomix Concrete Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2015-11-03,1904856527,521.50,Ecomix Concrete Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-11-03,1904856472,840.43,BRAKES (ASHFORD)
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-11-03,1904856473,577.23,BRAKES (ASHFORD)
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-11-03,1904856474,527.61,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Electricity,2015-11-03,5100823502,15390.00,FTS Event Power Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2015-11-03,5100823705,768.60,Mastacab LLP
Manchester City Council,Hospitality + Trading Services,Preventative Maintenance Work,2015-11-03,5100823358,10441.17,Manchester Working Ltd
Manchester City Council,Hospitality + Trading Services,Preventative Maintenance Work,2015-11-03,5100823352,8607.79,Manchester Working Ltd
Manchester City Council,Hospitality + Trading Services,Preventative Maintenance Work,2015-11-03,5100823355,5499.98,Manchester Working Ltd
Manchester City Council,Environment and Operations,Compensation Payments,2015-11-03,1904842524,5500.00,Scott Rees & Co
Manchester City Council,Environment and Operations,Compensation Payments,2015-11-03,1904845977,3250.00,Redacted Personal Information
Manchester City Council,Environment and Operations,Compensation Payments,2015-11-03,1904845971,2000.00,Redacted Personal Information
Manchester City Council,Environment and Operations,Subsistence and Conference Expenses,2015-11-03,5100823505,520.00,Chartered Institute of Housing
Manchester City Council,Environment and Operations,Subsistence and Conference Expenses,2015-11-03,5100823506,520.00,Chartered Institute of Housing
Manchester City Council,Environment and Operations,Surplus property Fees,2015-11-03,1904836057,1100.00,Bentley Higgs LLP
Manchester City Council,Environment and Operations,Compensation Payments,2015-11-03,1904845829,627.00,Department For Work & Pensions
Manchester City Council,Adult Social Care,Agency staff provision,2015-11-03,5100823514,1263.38,LAW Absolute
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,2015-11-03,5100823405,2087.82,Initial Medical Services
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,2015-11-03,5100823407,1207.07,Initial Medical Services
Manchester City Council,Adult Social Care,Home Care,2015-11-03,5100823503,1093.91,Anson Cabin Project
Manchester City Council,Adult Social Care,Intermediate Care,2015-11-03,5100823452,14132.00,University Hospital of South Mcr
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,2015-11-03,1904852841,500.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Payments for services,2015-11-03,5100823467,105450.25,Central Manchester University Hosp
Manchester City Council,Adult Social Care,Payments for services,2015-11-03,5100823465,105314.25,Central Manchester University Hosp
Manchester City Council,Adult Social Care,Payments for services,2015-11-03,5100823397,26665.43,Care Concepts Ltd
Manchester City Council,Adult Social Care,Payments for services,2015-11-03,5100823419,24564.00,Greater Manchester West
Manchester City Council,Adult Social Care,Payments for services,2015-11-03,5100823379,4631.76,The Together Trust
Manchester City Council,Adult Social Care,Payments for services,2015-11-03,5100823380,4631.76,The Together Trust
Manchester City Council,Adult Social Care,Payments for services,2015-11-03,5100823517,26665.43,Care Concepts Ltd
Manchester City Council,Adult Social Care,Rates,2015-11-03,5100823529,514.31,Superkids Levenshulme Ltd
Manchester City Council,Adult Social Care,Storage Costs,2015-11-03,5100823494,2948.57,PHS Records Management
Manchester City Council,Adult Social Care,Supporting People Payments,2015-11-03,5100823416,851.13,The Edward Mayes Trust
Manchester City Council,Adult Social Care,Supporting People Payments,2015-11-03,5100823337,791.09,Parkway Green Housing Trust
Manchester City Council,Adult Social Care,Supporting People Payments,2015-11-03,5100823437,758.33,Albert Kennedy Trust
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-11-03,5100823463,15875.00,George House Trust
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-11-03,5100823277,6091.50,Saheli
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-11-03,5100823338,1898.25,Willow Park Housing Trust
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-11-03,5100823474,1234.14,The Stroke Association
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-11-03,5100823472,1079.87,The Stroke Association
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-11-03,5100823450,61106.00,Manchester Mental Health & Social C
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2015-11-03,5100823421,73650.00,Refugee Action
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2015-11-03,5100823413,11736.00,Refugee Action
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2015-11-03,5100823410,2105.00,Wellington School
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-11-03,5100823369,2578.00,Nelson Transport
Manchester City Council,Adult Social Care,Legal Fees,2015-11-03,1904855672,500.00,Redacted Personal Information
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,2015-11-03,1904856463,88740.00,WTB Solicitors
Manchester City Council,Chief Executives,Advertising,2015-11-03,5100823411,1000.00,GAYDIO Community Interest Company
Manchester City Council,Chief Executives,Agency staff provision,2015-11-03,5100823417,988.26,Bennett Staff Bureau
Manchester City Council,Regeneration Finance,Grant Payments,2015-11-03,5100823508,5275.00,Higher Blackley Comm.Assoc.
Manchester City Council,Regeneration Finance,Grant Payments,2015-11-03,1904853632,3241.00,Community Minded Ltd
Manchester City Council,Regeneration Finance,Grant Payments,2015-11-03,1904853633,2280.00,Gorton Horticultural Society
Manchester City Council,Regeneration Finance,Grant Payments,2015-11-03,1904853625,2113.00,The Factory Youth Zone
Manchester City Council,Regeneration Finance,Grant Payments,2015-11-03,1904853633,2080.00,Gorton Horticultural Society
Manchester City Council,Regeneration Finance,Grant Payments,2015-11-03,1904855694,1900.00,Healthy Me Healthy Communities
Manchester City Council,Regeneration Finance,Grant Payments,2015-11-03,1904852006,600.00,Clayton Luncheon Club
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,2015-11-03,5100823350,7500.00,Manchester Working Ltd
Manchester City Council,Regeneration Finance,Professional fees,2015-11-03,5100823481,11680.00,Amion Consulting Ltd
