Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2014-12-01,5100759593,54435.00,Manchester Working Ltd
Manchester City Council,Manchester Leisure,Agency staff provision,2014-12-01,5100759634,20000.00,Access Sport CIO
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2014-12-01,5100759544,17687.07,Peter Ashley Limited
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2014-12-01,5100759588,11748.35,Manchester Working Ltd
Manchester City Council,Chief Executives,Agency staff provision,2014-12-01,5100759502,6915.05,Sanctuary Social Care
Manchester City Council,Chief Executives,Grant and subscriptions awarded,2014-12-01,1904411131,5500.00,IRISH DIASPORA FOUNDATION
Manchester City Council,Childrens Services,Agency staff provision,2014-12-01,5100759502,5182.76,Sanctuary Social Care
Manchester City Council,Adult Social Care,Agency staff provision,2014-12-01,5100759502,4539.12,Sanctuary Social Care
Manchester City Council,Hospitality + Trading Services,Professional fees,2014-12-01,5100759597,4265.00,URS Infrastructure & Environment
Manchester City Council,Adult Social Care,Agency staff provision,2014-12-01,5100759502,3927.00,Sanctuary Social Care
Manchester City Council,Adult Social Care,Agency staff provision,2014-12-01,5100759502,3558.80,Sanctuary Social Care
Manchester City Council,Childrens Services,Agency staff provision,2014-12-01,5100759502,3020.85,Sanctuary Social Care
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2014-12-01,5100759539,2029.00,Peter Ashley Limited
Manchester City Council,Childrens Services,Compensation Payments,2014-12-01,1904411478,2000.00,Abney Garsden Mcdonald
Manchester City Council,Manchester Leisure,Equipment,2014-12-01,5100759513,1724.00,Egan Reid Stationery Co Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2014-12-01,5100759498,1203.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2014-12-01,5100759499,1203.50,R & M Developments Ltd
Manchester City Council,Adult Social Care,Furniture,2014-12-01,5100759799,1022.34,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2014-12-01,5100759502,898.10,Sanctuary Social Care
Manchester City Council,Adult Social Care,Furniture,2014-12-01,5100759816,827.07,The Furnishing Service Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2014-12-01,1904412860,767.03,Brake Bros Foodservice Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2014-12-01,1904385417,738.00,HLF Berry Solicitors
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2014-12-01,5100759501,722.10,R & M Developments Ltd
Manchester City Council,Adult Social Care,Furniture,2014-12-01,5100759809,693.04,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,2014-12-01,5100759802,651.93,The Furnishing Service Ltd
