Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Agency staff provision,2016-10-03,5100881498,18546.16,University Of Manchester
Manchester City Council,Manchester Leisure,Agency staff provision,2016-10-03,1905300158,4095.00,Hays Personnel
Manchester City Council,Manchester Leisure,Agency staff provision,2016-10-03,1905300159,4095.00,Hays Personnel
Manchester City Council,Manchester Leisure,Agency staff provision,2016-10-03,1905300160,4095.00,Hays Personnel
Manchester City Council,Manchester Leisure,Agency staff provision,2016-10-03,1905300157,3685.50,Hays Personnel
Manchester City Council,Manchester Leisure,Levies,2016-10-03,1905300120,1074149.75,GMWDA (LEVY)
Manchester City Council,Hospitality + Trading Services,Agency staff provision,2016-10-03,5100881430,772.08,Search Consultancy Ltd
Manchester City Council,Hospitality + Trading Services,Stationery,2016-10-03,5100881620,835.89,Banner Group Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2016-10-03,5100881420,8100.00,HCL Social Care
Manchester City Council,Adult Social Care,Agency staff provision,2016-10-03,5100881420,2012.50,HCL Social Care
Manchester City Council,Adult Social Care,Agency staff provision,2016-10-03,5100881428,600.09,Network Ventures Ltd T/A Topcare
Manchester City Council,Adult Social Care,Agency staff provision,2016-10-03,5100881444,967.75,Randstad Care
Manchester City Council,Adult Social Care,Agency staff provision,2016-10-03,1905300148,737.80,Hays Personnel
Manchester City Council,Adult Social Care,Agency staff provision,2016-10-03,1905300149,737.80,Hays Personnel
Manchester City Council,Adult Social Care,Agency staff provision,2016-10-03,1905300146,659.16,Hays Personnel
Manchester City Council,Adult Social Care,Agency staff provision,2016-10-03,1905300144,596.77,Hays Personnel
Manchester City Council,Adult Social Care,Agency staff provision,2016-10-03,5100881419,725.81,PULSE
Manchester City Council,Adult Social Care,Agency staff provision,2016-10-03,5100881464,967.75,Liquid Personnel Ltd
Manchester City Council,Adult Social Care,Agency staff provision,2016-10-03,5100881464,967.75,Liquid Personnel Ltd
Manchester City Council,Adult Social Care,Foster Payments,2016-10-03,1905300119,4436.50,Kids in bloom Children Nursery
Manchester City Council,Adult Social Care,Home Care,2016-10-03,5100881495,594.00,Longsight (Aisha) Nursery
Manchester City Council,Adult Social Care,Payments for services,2016-10-03,5100881478,30135.75,Creative Support Ltd
Manchester City Council,Adult Social Care,Payments for services,2016-10-03,5100881519,23847.21,David Lewis Organisation
Manchester City Council,Adult Social Care,Payments for services,2016-10-03,5100881520,20028.28,David Lewis Organisation
Manchester City Council,Adult Social Care,Payments for services,2016-10-03,5100881521,16770.16,David Lewis Organisation
Manchester City Council,Adult Social Care,Payments for services,2016-10-03,5100881492,600.00,The Factory Youth Zone
Manchester City Council,Adult Social Care,Payments for services,2016-10-03,5100881489,6919.00,Hulme Hall Grammar School
Manchester City Council,Adult Social Care,Personal needs of client,2016-10-03,5100881494,940.00,Sidhil Ltd
Manchester City Council,Adult Social Care,Professional fees,2016-10-03,5100881490,3494.00,AECOM Limited
Manchester City Council,Adult Social Care,Professional fees,2016-10-03,5100881487,2261.00,AECOM Limited
Manchester City Council,Adult Social Care,Professional fees,2016-10-03,5100881430,1055.39,Search Consultancy Ltd
Manchester City Council,Adult Social Care,Professional fees,2016-10-03,5100881528,3500.00,Liquid Personnel Ltd
Manchester City Council,Adult Social Care,Professional fees,2016-10-03,5100881529,1400.00,Liquid Personnel Ltd
Manchester City Council,Adult Social Care,Professional fees,2016-10-03,1905300121,12395.50,EC Safeguarding Consultancy Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2016-10-03,5100881459,38062.50,Manchester Action On Street Health
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2016-10-03,5100881459,1250.01,Manchester Action On Street Health
Manchester City Council,Adult Social Care,Legal Fees,2016-10-03,5100881491,2000.00,Kings Chambers
Manchester City Council,Childrens Services,Building Works,2016-10-03,1905300126,647521.20,The Dean Trust
Manchester City Council,Corporate Services,Agency staff provision,2016-10-03,1905300161,3131.60,Hays Personnel
Manchester City Council,Corporate Services,Agency staff provision,2016-10-03,1905300162,3131.60,Hays Personnel
Manchester City Council,Corporate Services,Agency staff provision,2016-10-03,1905300163,3131.60,Hays Personnel
Manchester City Council,Corporate Services,Long Term Debtors,2016-10-03,5100881622,1013757.00,THT Development Ltd
Manchester City Council,Housing Revenue Account,I T Provision,2016-10-03,5100881469,885.00,Aareon UK Ltd
Manchester City Council,Housing Revenue Account,I T Provision,2016-10-03,5100881470,885.00,Aareon UK Ltd
Manchester City Council,Housing Revenue Account,I T Provision,2016-10-03,5100881472,885.00,Aareon UK Ltd
Manchester City Council,Housing Revenue Account,I T Provision,2016-10-03,5100881474,885.00,Aareon UK Ltd
