,,Directotate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
INSERTED DETAIL,,Balance Sheet,Balance Sheet,ALPHATEC HOLDINGS LTD,55508156,2022-06-01,3618.53,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,AVC WISE LTD,55507541,2022-06-26,670.06,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,DAC BEACHCROFT LLP,55508132,2021-12-16,7821.30,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,HM REVENUE & CUSTOMS,11151600,2022-06-22,1636.95,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,KIDDIVOUCHERS LTD,55506879,2022-06-15,2566.00,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,MARSH LTD,55507389,2022-05-27,1120.00,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NORTHUMBRIAN HEALTHCARE NHS FOUNDATION TRUST,55507387,2022-05-04,20650.98,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NORTHUMBRIAN HEALTHCARE NHS FOUNDATION TRUST,55507387,2022-05-04,3194.00,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,RIDER INDUSTRIAL & SPECIALIST CLEANING,11151498,2022-06-13,533.35,Cis Deductions,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,ROSEHILL POLYMERS LIMITED,11151499,2022-06-13,501.89,Cis Deductions,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,SALARY FINANCE,11151605,2022-06-23,3928.11,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,TRADITION UK LTD,55508083,2022-05-31,4712.33,Brokerage - Long Term Loans,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,UFTON ASSOCIATES LTD,55506557,2020-09-24,1900.50,General Debits,NON-BUDGETED,NON BUDGETED
