Date,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
2011-10,Corporate Services,Accountancy & Local Taxation,DICKINSON DEES LAW FIRM,12271,PROFESSIONAL FEES & CONSULTANCY
2011-10,Corporate Services,Accountancy & Local Taxation,LLOYDS REGISTER QUALITY ASSURANCE LTD,1440,PROFESSIONAL FEES & CONSULTANCY
2011-10,Corporate Services,Accountancy & Local Taxation,PRICE WATERHOUSE COOPERS,8910,PROFESSIONAL FEES & CONSULTANCY
2011-10,Corporate Services,Accountancy & Local Taxation,TWOFOLD LTD,1166.5,STATIONERY
2011-10,Corporate Services,Corporate Services,CHG MERIDAN COMPUTER LEASING UK LTD,1316.21,LEASING CHARGES
2011-10,Corporate Services,Corporate Services,DELOITTE LLP,18493.03,CONSULTANCY FEES
2011-10,Corporate Services,Corporate Services,DTZ CONSULTING & RESEARCH,2260,CONSULTANCY FEES
2011-10,Corporate Services,Corporate Services,IDOX SOFTWARE LTD,950,CONSULTANCY FEES
2011-10,Corporate Services,Corporate Services,NORTHUMBRIAN WATER,7876.83,WATER CHARGES
2011-10,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,1850.11,ELECTRICITY
2011-10,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,3056.88,ELECTRICITY
2011-10,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,695.75,ELECTRICITY
2011-10,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,56216.02,ELECTRICITY
2011-10,Corporate Services,Corporate Services,SCHOTT REMOVALS TRANSPORT LTD,1423.1,REMOVAL COSTS - STAFF MOVES
2011-10,Corporate Services,Corporate Services,TEAM (EAA LTD),1497,ICT SOFTWARE PURCHASE
2011-10,Corporate Services,Director,INSTITUTE OF PUBLIC FINANCE LTD,4500,SUBSCRIPTIONS
2011-10,Corporate Services,Human Resources,ALLIANCE PSYCHOLOGICAL SERVICES,1800,COUNSELLING RECHARGE
2011-10,Corporate Services,Human Resources,BODY 2 FIT LTD,1980,PHYSIOTHERAPY RECHARGE
2011-10,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,711.88,AGENCY STAFF COSTS - NON TEACHING
2011-10,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,711.88,AGENCY STAFF COSTS - NON TEACHING
2011-10,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,707.07,AGENCY STAFF COSTS - NON TEACHING
2011-10,Corporate Services,ICT & Printing,BT TELEPHONE PAYMENT CENTRE,7898.82,TELEPHONE COSTS
2011-10,Corporate Services,ICT & Printing,CORPORATE COMPUTER SUPPLIES LTD,30681,ICT HARDWARE PURCHASE
2011-10,Corporate Services,ICT & Printing,CORPORATE COMPUTER SUPPLIES LTD,14400,ICT HARDWARE SUPPORT & MAINTENANCE
2011-10,Corporate Services,ICT & Printing,DAISY COMMUNICATIONS LTD,9967.22,TELEPHONE COSTS
2011-10,Corporate Services,ICT & Printing,VIRGIN MEDIA BUSINESS LIMITED,924.21,TELEPHONE COSTS
2011-10,Corporate Services,Legal & Democratic,AMTEC CONSULTING PLC,59169.33,PROFESSIONAL FEES & CONSULTANCY
2011-10,Corporate Services,Legal & Democratic,ELECTORAL REFORM SERVICES,1483.05,OTHER INCOME(OUTSIDE SCOPE VAT)
2011-10,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1748.25,AGENCY STAFF COSTS - NON TEACHING
2011-10,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1406,AGENCY STAFF COSTS - NON TEACHING
2011-10,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1535.5,AGENCY STAFF COSTS - NON TEACHING
2011-10,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1609.5,AGENCY STAFF COSTS - NON TEACHING
2011-10,Corporate Services,Legal & Democratic,MULTICORD,528,FIXTURES AND FITTINGS
2011-10,Corporate Services,Legal & Democratic,NEIL COOKSON,1330.75,CONSULTANCY FEES
2011-10,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,1399.38,POSTAGES
