,,Directotate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
INSERTED DETAIL,,Balance Sheet,Balance Sheet,ALPHATEC HOLDINGS LTD,55477334,2021-06-01,3486.06,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,DARLINGTON CREDIT UNION LIMITED,11142937,2021-06-01,19193.55,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,KIDDIVOUCHERS LTD,55477197,2021-06-15,3860.00,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,MACS AUTOMATED BOLLARD SYSTEMS LTD,55475910,2021-05-19,4584.80,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,MIDDLESBROUGH BOROUGH COUNCIL,55477024,2021-05-28,1063.83,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,MIDDLESBROUGH BOROUGH COUNCIL,55477026,2021-05-28,1246.13,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NHS FLEET SOLUTIONS,55477603,2021-06-02,6221.78,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NHS FLEET SOLUTIONS,55477603,2021-06-02,1873.02,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NHS FLEET SOLUTIONS,55477383,2021-06-02,2018.34,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NHS PENSIONS,11142927,2021-06-01,3689.61,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NHS TEES VALLEY CCG,55477284,2020-12-23,711.2,General Credits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NHS TEES VALLEY CCG,55477285,2021-02-11,2163.60,General Credits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NHS TEES VALLEY CCG,55477286,2021-03-11,2300.00,General Credits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NHS TEES VALLEY CCG,55477287,2021-05-26,6050.00,General Credits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,PRUDENTIAL LOCAL GOVERNMENT,11142923,2021-06-01,18164.98,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,STANDARD LIFE,11142926,2021-06-01,910.86,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,UNISON L04007,11142940,2021-06-01,5500.19,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,DARLINGTON TIMBER SHEDS,1102004,2021-05-23,555.75,"Dfc - New Const, Conver & Renovation",Capital Expenditure,Capital Construction
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,IT SYSTEMS & SUPPORT LIMITED,55475917,2021-05-21,26912.64,It Hardware,Capital Expenditure,Capital Equipment
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,CUMMINGS ARCHITECTS LTD,11143125,2021-06-15,600,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,CUMMINGS ARCHITECTS LTD,11143126,2021-06-15,744,Capital Grants,Capital Expenditure,Capital Other
