Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2017-02,Economic Growth,Economic Initiative,ARCHAEO-ENVIRONMENT LTD,3092538,1500,Professional Fees & Consultancy
2017-02,Economic Growth,Economic Initiative,BUREAU VAN DIJK ELECTRONIC PUBLISHING LTD,3091515,4000,Subscriptions
2017-02,Economic Growth,Economic Initiative,DISTINCT DARLINGTON LIMITED,3092431,25111.52,Other Establishments
2017-02,Economic Growth,Economic Initiative,ROYAL TOWN PLANNING INST NORTHERN BRANCH,3091893,1310,Events & Awards
2017-02,Economic Growth,Economic Initiative,TEES VALLEY RURAL COMMUNITY COUNCIL,3091955,13506.23,Professional Fees & Consultancy
2017-02,Economic Growth,Economic Initiative,THOMSON REUTERS,3092563,779,Newspapers And Periodicals
2017-02,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3081349,509.16,Cyclical - Intruder Alarms
2017-02,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3090661,1396.45,Repairs - Intruder Alarms
2017-02,Economic Growth,Regulatory Services,AEL ELECTRICAL,3092104,3108,Agency Staff Costs - Non Teaching
2017-02,Economic Growth,Regulatory Services,ARNET LTD,3091254,1875,Repairs - Building Fabric
2017-02,Economic Growth,Regulatory Services,ARROW INDUSTRIAL GROUP LTD,3090889,715,Cyclical - Maint Gates & Doors
2017-02,Economic Growth,Regulatory Services,BLUESKY INTERNATIONAL LIMITED,3087256,2952,Ict Consumables
2017-02,Economic Growth,Regulatory Services,BUNZL CLEANING & HYGIENE SUPPLIES,3091409,520.6,Cleaning Materials & Consumables
2017-02,Economic Growth,Regulatory Services,COMBINED POWER (SOUTH) LTD,0,2691.76,Electricity
2017-02,Economic Growth,Regulatory Services,COMBINED POWER (SOUTH) LTD,0,2547,Electricity
2017-02,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,1616.24,Gas
2017-02,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,3731.47,Gas
2017-02,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,916.56,Gas
2017-02,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,14244.06,Gas
2017-02,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,4680.92,Gas
2017-02,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,1505.14,Gas
2017-02,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,1377.5,Gas
2017-02,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,1338.33,Gas
2017-02,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,1085.54,Gas
2017-02,Economic Growth,Regulatory Services,DAMP SHIELD,3092053,3383,Repairs - Building Fabric
2017-02,Economic Growth,Regulatory Services,DISCLOSURE & BARRING SERVICE,3092451,1012,DBS Checks
2017-02,Economic Growth,Regulatory Services,DURHAM COUNTY COUNCIL,3088754,2908.77,Repairs - Lifts
2017-02,Economic Growth,Regulatory Services,DURHAM COUNTY COUNCIL,3084452,31603.63,Repairs - Lifts
2017-02,Economic Growth,Regulatory Services,DURHAM COUNTY COUNCIL,3089069,930.9,Repairs - Lifts
2017-02,Economic Growth,Regulatory Services,DURHAM COUNTY COUNCIL,3089061,930.9,Repairs - Lifts
2017-02,Economic Growth,Regulatory Services,EATON ELECTRICAL SYSTEMS LTD,3090453,662,Repairs - Emergency Lighting
2017-02,Economic Growth,Regulatory Services,ELECTRONIC SECURITY SOLUTIONS LTD,3091741,700,Equipment
2017-02,Economic Growth,Regulatory Services,ELECTRONIC SECURITY SOLUTIONS LTD,3091741,8492,Equipment
2017-02,Economic Growth,Regulatory Services,FLEURETS (LEISURE PROPERTY SPECIALISTS),3090543,2131.25,Professional Fees & Consultancy
2017-02,Economic Growth,Regulatory Services,HADRIAN AIR CONDITIONING & REFRIGE,3091265,2395,Cyclical - Air Conditioning
2017-02,Economic Growth,Regulatory Services,HMCTS,3093032,2000,Other Supplies & Services
2017-02,Economic Growth,Regulatory Services,LEYBOURNE URWIN LTD,3090243,1200,Repairs - Mechanical
2017-02,Economic Growth,Regulatory Services,LEYBOURNE URWIN LTD,3091465,8893,Alterations & Improvements - Mechanical
2017-02,Economic Growth,Regulatory Services,MILLS GLASS LTD,3091429,1568,Repairs - Building Fabric
2017-02,Economic Growth,Regulatory Services,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3091061,10092,Repairs - Building Fabric
2017-02,Economic Growth,Regulatory Services,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3090410,3172,Repairs - Building Fabric
2017-02,Economic Growth,Regulatory Services,MOGO UK,3092245,1200,Equipment
2017-02,Economic Growth,Regulatory Services,NALEO,3091900,598,Employee Training Course Costs
2017-02,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,3497.9,Water Charges
2017-02,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,1412.95,Water Charges
2017-02,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,1363.6,Water Charges
2017-02,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,641.27,Water Charges
2017-02,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,1204.99,Water Charges
2017-02,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,2159.43,Water Charges
2017-02,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,3819.64,Water Charges
2017-02,Economic Growth,Regulatory Services,NPOWER,0,700,Electricity
2017-02,Economic Growth,Regulatory Services,NSL LIMITED,3083412,3241.89,Security Services
2017-02,Economic Growth,Regulatory Services,PATROL,3091653,1355.6,Other Supplies & Services
2017-02,Economic Growth,Regulatory Services,PAY BY PHONE,3079576,942.72,Ict Software Support & Maintenance
2017-02,Economic Growth,Regulatory Services,PROMINENT FLUID CONTROLS (UK) LTD,3091180,749.76,Repairs - Mechanical
2017-02,Economic Growth,Regulatory Services,ROVIN ENVIRONMENTAL (NORTH EAST) LTD,3091546,1169,Repairs - Mechanical
2017-02,Economic Growth,Regulatory Services,ROYAL INST OF CHARTERED SURVEYORS BOOKS,3092565,512,Memberships
2017-02,Economic Growth,Regulatory Services,SCHOTT REMOVALS TRANSPORT LTD,3092686,1170.4,Storage Costs
2017-02,Economic Growth,Regulatory Services,T P S BOILER SPARES,3092094,974.22,Repairs - Mechanical
