Date,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
2012-02,Resources Group,Resources,ADT FIRE & SECURITY PLC,1247.67,SECURITY SERVICES
2012-02,Resources Group,Resources,DX NETWORK SERVICES LTD,4461.62,POSTAGES
2012-02,Resources Group,Resources,JOHN GOOD LTD,683,MATERIALS
2012-02,Resources Group,Resources,MAXSI LTD,980.4,INTERNET COSTS
2012-02,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1378.25,PROFESSIONAL FEES & CONSULTANCY
2012-02,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1080,AGENCY STAFF COSTS - NON TEACHING
2012-02,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1208,AGENCY STAFF COSTS - NON TEACHING
2012-02,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,925,PROFESSIONAL FEES & CONSULTANCY
2012-02,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1168,AGENCY STAFF COSTS - NON TEACHING
2012-02,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1224,AGENCY STAFF COSTS - NON TEACHING
2012-02,Resources Group,Resources,MULTICORD,528,FIXTURES AND FITTINGS
2012-02,Resources Group,Resources,NEIL COOKSON,1426.5,CONSULTANCY FEES
2012-02,Resources Group,Resources,ROYAL MAIL NORTH EAST,2027.57,POSTAGES
2012-02,Resources Group,Resources,ROYAL MAIL NORTH EAST,1064.97,POSTAGES
2012-02,Resources Group,Resources,ROYAL MAIL NORTH EAST,1323.31,POSTAGES
2012-02,Resources Group,Resources,TNT POST LTD,568.54,POSTAGES
2012-02,Resources Group,Resources,TNT POST LTD,2413.2,POSTAGES
2012-02,Resources Group,Resources,TNT POST LTD,1184.2,POSTAGES
2012-02,Resources Group,Resources,TNT POST LTD,1675.6,POSTAGES
2012-02,Resources Group,Resources,TNT POST LTD,1609.15,POSTAGES
2012-02,Resources Group,Resources,TNT POST LTD,911.1,POSTAGES
2012-02,Resources Group,Resources,TNT POST LTD,1446.2,POSTAGES
2012-02,Resources Group,Resources,TNT POST LTD,943.49,POSTAGES
2012-02,Resources Group,Resources,TNT POST LTD,1298.51,POSTAGES
2012-02,Resources Group,Resources,WATERSTONS,2380,INTERNET COSTS
2012-02,Resources Group,Resources,WATERSTONS,2975,INTERNET COSTS
2012-02,Resources Group,Finance,CIPFA,1498.58,ICT SOFTWARE PURCHASE
2012-02,Resources Group,Finance,PRICE WATERHOUSE COOPERS,20547,PROFESSIONAL FEES & CONSULTANCY
2012-02,Resources Group,Finance,PRICE WATERHOUSE COOPERS,20547,PROFESSIONAL FEES & CONSULTANCY
2012-02,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1327.45,SECURITY SERVICES
2012-02,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,2924.87,TELEPHONE COSTS
2012-02,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,1430.99,TELEPHONE COSTS
2012-02,Resources Group,ICT,DAISY COMMUNICATIONS LTD,9607.61,TELEPHONE COSTS
2012-02,Resources Group,ICT,DAISY COMMUNICATIONS LTD,9717.12,TELEPHONE COSTS
2012-02,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,890.37,TELEPHONE COSTS
2012-02,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,1550,COUNSELLING RECHARGE
2012-02,Resources Group,Human resources management,CRIMINAL RECORDS BUREAU,3370,CRB CHECKS
2012-02,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,14070,PROFESSIONAL FEES & CONSULTANCY
2012-02,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,4500,PROFESSIONAL FEES & CONSULTANCY
2012-02,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,9875,PROFESSIONAL FEES & CONSULTANCY
2012-02,Resources Group,Human resources management,HARTLEPOOL BOROUGH COUNCIL,21517,OTHER LOCAL AUTHORITIES
2012-02,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8497.41,PROFESSIONAL FEES & CONSULTANCY
2012-02,Resources Group,Transformation,ADT FIRE & SECURITY PLC,689.29,Cyclical - Fire Alarms
2012-02,Resources Group,Transformation,ADT FIRE & SECURITY PLC,647.85,Cyclical - Emergency Lighting
2012-02,Resources Group,Transformation,ADT FIRE & SECURITY PLC,912.46,Cyclical - Intruder Alarms
2012-02,Resources Group,Transformation,ADT FIRE & SECURITY PLC,539.4,Cyclical - Maint Gates & Doors
2012-02,Resources Group,Transformation,CORONA ENERGY LTD,1507.55,GAS
2012-02,Resources Group,Transformation,CORONA ENERGY LTD,105875.1,GAS
2012-02,Resources Group,Transformation,CORONA ENERGY LTD,6051.9,GAS
2012-02,Resources Group,Transformation,CORONA ENERGY LTD,6035.48,GAS
2012-02,Resources Group,Transformation,CORONA ENERGY LTD,4969.68,GAS
2012-02,Resources Group,Transformation,DICKINSON DEES LAW FIRM,1176,PROFESSIONAL FEES & CONSULTANCY
2012-02,Resources Group,Transformation,NEIL WHELPTON ASSOCIATES LTD,4250,RENT OF FACILITIES
2012-02,Resources Group,Transformation,NPOWER NORTHERN FINANCE,732.21,ELECTRICITY
2012-02,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3257.37,ELECTRICITY
2012-02,Resources Group,Transformation,NPOWER NORTHERN FINANCE,47541.87,ELECTRICITY
2012-02,Resources Group,Transformation,NPOWER NORTHERN FINANCE,660.65,ELECTRICITY
2012-02,Resources Group,Transformation,NPOWER NORTHERN FINANCE,852.4,ELECTRICITY
2012-02,Resources Group,Transformation,NPOWER NORTHERN FINANCE,11033.21,ELECTRICITY
2012-02,Resources Group,Transformation,NPOWER NORTHERN FINANCE,7689.91,ELECTRICITY
2012-02,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1064.23,ELECTRICITY
2012-02,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1585.75,ELECTRICITY
2012-02,Resources Group,Transformation,NPOWER NORTHERN FINANCE,5134.97,ELECTRICITY
2012-02,Resources Group,Transformation,NPOWER NORTHERN FINANCE,9013.82,ELECTRICITY
2012-02,Resources Group,Transformation,NPOWER NORTHERN FINANCE,629.4,ELECTRICITY
2012-02,Resources Group,Transformation,NPOWER NORTHERN FINANCE,660.65,ELECTRICITY
2012-02,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,1250.2,REMOVAL COSTS - STAFF MOVES
2012-02,Resources Group,Transformation,SOUTHDALE LIMITED,1249.5,SECURITY SERVICES
2012-02,Resources Group,Transformation,V4 SERVICES LIMITED,2200,CONSULTANCY FEES
2012-02,Place,Building Design Services,RIBA ENTERPRISES,1240,SUBSCRIPTIONS
2012-02,Place,Building Design Services,RIBA ENTERPRISES,600,SUBSCRIPTIONS
2012-02,Place,Economic Regeneration,ASSOCIATION OF TOWN CENTRE MANAGEMENT,625,SUBSCRIPTIONS
2012-02,Place,Economic Regeneration,DARLINGTON TOWN CENTRE TRADERS ASSOCIATION,5000,EVENTS & AWARDS
2012-02,Place,Economic Regeneration,RINEY PUBLISHING LIMITED,1640,ADVERTISING
2012-02,Place,Economic Regeneration,RINEY PUBLISHING LIMITED,900,ADVERTISING
2012-02,Place,Economic Regeneration,THE MOSAIC PARTNERSHIP,6196.67,CONSULTANCY FEES
2012-02,Place,Commercial Services,ADRIAN PHILLIPS T/A HIGH WIDE & HANDSOME,900,MARKETING & ADVERTISING
2012-02,Place,Commercial Services,BAUER RADIO LTD,1801.92,MARKETING & ADVERTISING
2012-02,Place,Commercial Services,BAUER RADIO LTD,1178.1,MARKETING & ADVERTISING
2012-02,Place,Commercial Services,BLACK & WHITE ADVERTISING (URWIN GARTON),840,MARKETING & ADVERTISING
2012-02,Place,Commercial Services,BLACK & WHITE ADVERTISING (URWIN GARTON),2250,MARKETING & ADVERTISING
2012-02,Place,Commercial Services,BLACK & WHITE ADVERTISING (URWIN GARTON),2648.65,MARKETING & ADVERTISING
2012-02,Place,Commercial Services,BLACK & WHITE ADVERTISING (URWIN GARTON),822.2,MARKETING & ADVERTISING
2012-02,Place,Commercial Services,BLACK & WHITE ADVERTISING (URWIN GARTON),800,MARKETING & ADVERTISING
2012-02,Place,Commercial Services,CSL DUALCOM LIMITED,540,TELEPHONE COSTS
2012-02,Place,Commercial Services,EDEN FARM LTD,748.95,CATERING PROVISIONS
2012-02,Place,Commercial Services,HEINEKEN UK,1291.87,BAR PROVISIONS FOR RESALE
2012-02,Place,Commercial Services,HEINEKEN UK,730.44,BAR PROVISIONS FOR RESALE
2012-02,Place,Commercial Services,INDOOR OUTDOOR,2756,Other Supplies & Services
2012-02,Place,Commercial Services,INDOOR OUTDOOR,4258,Other Supplies & Services
2012-02,Place,Commercial Services,JULIE HUNT ADVERTISING,5000,MARKETING & ADVERTISING
2012-02,Place,Commercial Services,JULIE HUNT ADVERTISING,5650,MARKETING & ADVERTISING
2012-02,Place,Commercial Services,LADHAR LEISURE,645,Ticket Sales Paid to Others
2012-02,Place,Commercial Services,OTIS PLC,9566.12,EQUIPMENT
2012-02,Place,Commercial Services,SAPPHIRE GB LTD,560.4,MARKETING & ADVERTISING
2012-02,Place,Commercial Services,WAVERLEY VINTERS LTD (scottish courage),880.65,BAR PROVISIONS FOR RESALE
2012-02,Place,Culture,ALAN DARLOW PRODUCTIONS LTD,45000,Artist payments
2012-02,Place,Culture,ALREADY SORTED LTD,635,Production Costs
2012-02,Place,Culture,ARENA,10205.08,Artist payments
2012-02,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,4500,Artist payments
2012-02,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,4148.19,Artist payments
2012-02,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,6306.78,Artist payments
2012-02,Place,Culture,AUDIOGO LTD,967.09,BOOKS
2012-02,Place,Culture,AUDIOGO LTD,501.6,BOOKS
2012-02,Place,Culture,AUDIOGO LTD,5208.3,BOOKS
2012-02,Place,Culture,AUDIOGO LTD,2159.1,BOOKS
2012-02,Place,Culture,AUDIOGO LTD,2077.4,BOOKS
2012-02,Place,Culture,BIG WOODEN HORSE (UK) LTD,750,Artist payments
2012-02,Place,Culture,BILL KENWRIGHT LTD,18000,Artist payments
2012-02,Place,Culture,BONNIE DAVIES,540,Artist payments
2012-02,Place,Culture,BONNIE DAVIES,833.98,Artist payments
2012-02,Place,Culture,BRENNTAG UK & IRELAND,2072.75,CHEMICALS
2012-02,Place,Culture,BRENNTAG UK & IRELAND,640,CHEMICALS
2012-02,Place,Culture,BRIGHT BOOK SUPPLIES LTD,700.06,BOOKS
2012-02,Place,Culture,CHARTER FUELS LTD,930.22,FUEL OIL FOR HEATING
2012-02,Place,Culture,CHARTER FUELS LTD,1439.9,FUEL OIL FOR HEATING
2012-02,Place,Culture,CHARTER FUELS LTD,1023.86,FUEL OIL FOR HEATING
2012-02,Place,Culture,CHG MERIDAN COMPUTER LEASING UK LTD,5960.05,LEASING CHARGES
2012-02,Place,Culture,CHIMES INTERNATIONAL ENTERTAINMENTS LTD,2757.19,Artist payments
2012-02,Place,Culture,CITY OF NEWCASTLE UPON TYNE,1351.11,BOOKS
2012-02,Place,Culture,CLUB SYSTEMS INTERNATIONAL,2448,EQUIPMENT
2012-02,Place,Culture,COLE MUSIC PRODUCTIONS (UK) LTD,9260.86,Artist payments
2012-02,Place,Culture,COMBINED POWER (SOUTH) LTD,2256.84,ELECTRICITY
2012-02,Place,Culture,ELECTRIC CENTRE,629.45,Repairs - Electrical
2012-02,Place,Culture,GLOBAL MARKETING GROUP LIMITED,18616.7,Merchandise Sales Paid to Others
2012-02,Place,Culture,HICCUP THEATRE,800,Artist payments
2012-02,Place,Culture,HULL TRUCK THEATRE CO,15208.31,Artist payments
2012-02,Place,Culture,HUMBLES COACHES,1012.28,STATIONERY
2012-02,Place,Culture,J P LENNARD LTD,509.26,EQUIPMENT
2012-02,Place,Culture,JOHN LAYBOURN,1150,BOOKS
2012-02,Place,Culture,LANGTON (MEDICAL TRAINING) LTD,650,EMPLOYEE TRAINING COURSE COSTS
2012-02,Place,Culture,MIDDLE GROUND THEATRE COMPANY,22000,Artist payments
2012-02,Place,Culture,NES SERVICES LTD,578.88,SECURITY SERVICES
2012-02,Place,Culture,NLS SECURITY LIMITED,704,EQUIPMENT
2012-02,Place,Culture,NORTHUMBRIAN WATER,1497.43,WATER CHARGES
2012-02,Place,Culture,NORTHUMBRIAN WATER,2131.16,WATER CHARGES
2012-02,Place,Culture,NORTHUMBRIAN WATER,2932.5,WATER CHARGES
