Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2015-08,Resources Group,Resources,ADARE LIMITED,3071288,4044.83,Stationery
2015-08,Resources Group,Resources,ADARE LIMITED,3071288,3132.08,Stationery
2015-08,Resources Group,Resources,DE-POEL,0,708.28,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Resources,DE-POEL,0,597.75,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Resources,DE-POEL,0,641.1,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Resources,DE-POEL,0,600.51,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Resources,DE-POEL,0,604.57,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Resources,DE-POEL,0,608.63,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Resources,DE-POEL,0,559.94,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Resources,DE-POEL,0,589.5,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Resources,DE-POEL,0,585.57,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Resources,DR STEPHANIE HILL,3072108,699.45,Professional Fees & Consultancy
2015-08,Resources Group,Resources,DR SUSAN COOPER,3070996,1983.05,Professional Fees & Consultancy
2015-08,Resources Group,Resources,ISAPPHIRE LTD,3070156,1047.96,Marketing & Advertising
2015-08,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3069451,1522.5,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3069451,1391.25,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3069451,700,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3069451,1522.5,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3069451,1478.75,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3069451,1505,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Resources,MISS ELIZABETH MENDOZA,3071006,1350,Professional Fees & Consultancy
2015-08,Resources Group,Resources,MISS ELIZABETH MENDOZA,3071005,500,Professional Fees & Consultancy
2015-08,Resources Group,Resources,MISS NAFEESA CHOUDHURY,3072096,2850,Professional Fees & Consultancy
2015-08,Resources Group,Resources,NEIL COOKSON,3035690,1309.75,Consultancy Fees
2015-08,Resources Group,Resources,NEWSQUEST MEDIA GROUP,3066389,524,Marketing & Advertising
2015-08,Resources Group,Resources,NEWSQUEST MEDIA GROUP,3066389,524,Marketing & Advertising
2015-08,Resources Group,Resources,NORTHERN ROUND DELIVERY SERVICES,3070394,1160,Marketing & Advertising
2015-08,Resources Group,Resources,PAUL EDWARDS,3072106,720,Professional Fees & Consultancy
2015-08,Resources Group,Resources,PRIMARY PUBLISHING TEESSIDE LTD,3070242,1540,Marketing & Advertising
2015-08,Resources Group,Resources,ROYAL MAIL NORTH EAST,0,1211.17,Postages
2015-08,Resources Group,Resources,TCS MEDIA,0,700,Marketing & Advertising
2015-08,Resources Group,Resources,WHISTL UK LIMITED,0,3291.88,Postages
2015-08,Resources Group,Resources,WHISTL UK LIMITED,0,1641.48,Postages
2015-08,Resources Group,Resources,WHISTL UK LIMITED,0,1699.58,Postages
2015-08,Resources Group,Resources,WHISTL UK LIMITED,0,2139.13,Postages
2015-08,Resources Group,Finance,SECURICOR CASH SERVICES LTD,0,985.44,Security Services
2015-08,Resources Group,Finance,TEACHERS PENSIONS,0,1074.51,Other Supplies & Services
2015-08,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,0,8758.15,Telephone Costs
2015-08,Resources Group,ICT,DAISY COMMUNICATIONS LTD,0,6942.8,Telephone Costs
2015-08,Resources Group,ICT,MACFARLANE TELESYSTEMS LIMITED (MTS),3069735,82502,Ict Hardware Support & Maintenance
2015-08,Resources Group,ICT,VIRGIN MEDIA BUSINESS,0,9375.96,Ict Hardware Support & Maintenance
2015-08,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,0,4993.29,Telephone Costs
2015-08,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,3067048,1519,Counselling Recharge
2015-08,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,3067048,1960,Counselling Recharge
2015-08,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,0,5022,DBS Checks
2015-08,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,3067011,8012.48,Professional Fees & Consultancy
2015-08,Resources Group,Transformation,ADT FIRE & SECURITY PLC,3070844,8001.31,Cyclical - Fire Alarms
2015-08,Resources Group,Transformation,AQUAJET DRAIN CLEANING,3068815,2500,Repairs - Building Fabric
2015-08,Resources Group,Transformation,BISHOP AUCKLAND GLAZING CO LTD,3068860,4400,Repairs - Building Fabric
2015-08,Resources Group,Transformation,CIPFA BUSINESS LIMITED,3071529,925,Memberships
2015-08,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,0,2443.59,Electricity
2015-08,Resources Group,Transformation,DARLINGTON SCAFFOLDING LTD,3071327,768,Repairs - Building Fabric
2015-08,Resources Group,Transformation,EASBY FLOORING LTD,3070037,2521.41,Repairs - Building Fabric
2015-08,Resources Group,Transformation,EDEN SPRINGS UK  LTD,3068937,592.2,Water Coolers
2015-08,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,3071030,800,Repairs - Fire Alarms
2015-08,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,3069204,1140.23,Alterations & Improvements - Mechanical
2015-08,Resources Group,Transformation,EVAC & CHAIR INTERNATIONAL LTD,0,960,Course & Training Fees(Exempt Vat)
2015-08,Resources Group,Transformation,EXTERIOR LIGHTING SOLUTIONS LTD,3067792,1900,Materials
2015-08,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3069602,546.86,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3069602,600.26,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3069602,680.36,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3069602,546.86,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3069602,546.86,Agency Staff Costs - Non Teaching
2015-08,Resources Group,Transformation,IAN ROSS VIDEO & AUDIO VISUAL,3068347,8879,Ict Hardware Purchase
2015-08,Resources Group,Transformation,MOUCHEL LIMITED,3068138,2275,Professional Fees & Consultancy
2015-08,Resources Group,Transformation,NORTHUMBRIAN WATER,0,2122.4,Water Charges
2015-08,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1455.82,Water Charges
2015-08,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1327.51,Water Charges
2015-08,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1246.97,Water Charges
2015-08,Resources Group,Transformation,NORTHUMBRIAN WATER,0,2301.42,Water Charges
2015-08,Resources Group,Transformation,NORTHUMBRIAN WATER,0,2488.13,Water Charges
2015-08,Resources Group,Transformation,NORTHUMBRIAN WATER,0,626.18,Water Charges
2015-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,646.43,Electricity
2015-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,929.57,Electricity
2015-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,3005.24,Electricity
2015-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1111.49,Electricity
2015-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,859.97,Electricity
2015-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,20796.26,Electricity
2015-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1031.49,Electricity
2015-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,747.63,Electricity
2015-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1180.32,Electricity
2015-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,2887.45,Electricity
2015-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,541.51,Electricity
2015-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,15582.93,Electricity
2015-08,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1117.85,Electricity
2015-08,Resources Group,Transformation,PORTABLE APPLIANCE SAFETY SERVICES,3071545,1491,Equipment
2015-08,Resources Group,Transformation,PREMIER TRAFFIC MANAGEMENT,3070161,600,Repairs - Building Fabric
2015-08,Resources Group,Transformation,RENNYCO LTD,3067040,2940,Professional Fees & Consultancy
2015-08,Resources Group,Transformation,STONE TECHNICAL SERVICES,3070456,2900,Repairs - Building Fabric
2015-08,Resources Group,Transformation,SUPPLIES TEAM,3069739,541.8,Stationery
2015-08,Resources Group,Transformation,THE WOOD FLOOR COMPANY UK LTD,3070483,10389.2,Repairs - Building Fabric
2015-08,Resources Group,Transformation,YESSS ELECTRICAL,3070054,5169.4,Alterations & Improvements - Electrical
2015-08,Resources Group,Transformation,YESSS ELECTRICAL,3070289,533.88,Alterations & Improvements - Electrical
2015-08,Resources Group,Transformation,YESSS ELECTRICAL,3069762,849.6,Alterations & Improvements - Electrical
2015-08,Resources Group,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,3071226,852.61,Other Consumables
2015-08,Place,Building Design Services,BAKER MALLETT LLP,3070149,3053,Agency Staff Costs - Non Teaching
2015-08,Place,Building Design Services,DE-POEL,0,895.05,Agency Staff Costs - Non Teaching
2015-08,Place,Building Design Services,DE-POEL,0,757.35,Agency Staff Costs - Non Teaching
2015-08,Place,Building Design Services,DE-POEL,0,608.18,Agency Staff Costs - Non Teaching
2015-08,Place,Building Design Services,DE-POEL,0,826.2,Agency Staff Costs - Non Teaching
2015-08,Place,Building Design Services,DE-POEL,0,820.46,Agency Staff Costs - Non Teaching
2015-08,Place,Building Design Services,DE-POEL,0,877.84,Agency Staff Costs - Non Teaching
2015-08,Place,Building Design Services,DE-POEL,0,895.05,Agency Staff Costs - Non Teaching
2015-08,Place,Building Design Services,DE-POEL,0,705.71,Agency Staff Costs - Non Teaching
2015-08,Place,Building Design Services,DE-POEL,0,573.75,Agency Staff Costs - Non Teaching
2015-08,Place,Building Design Services,HAYS SPECIALIST SERVICES,3070006,1088.78,Agency Staff Costs - Non Teaching
2015-08,Place,Building Design Services,HAYS SPECIALIST SERVICES,3070006,1072.38,Agency Staff Costs - Non Teaching
2015-08,Place,Building Design Services,HAYS SPECIALIST SERVICES,3070006,1088.78,Agency Staff Costs - Non Teaching
2015-08,Place,Building Design Services,HAYS SPECIALIST SERVICES,3070006,1100.66,Agency Staff Costs - Non Teaching
2015-08,Place,Building Design Services,HAYS SPECIALIST SERVICES,3070006,1102.92,Agency Staff Costs - Non Teaching
2015-08,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3071241,3847.2,Consultancy Fees
2015-08,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3071664,1000,Consultancy Fees
2015-08,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3071662,1863.49,Consultancy Fees
2015-08,Place,Economic Regeneration,J R BRADLEY,3070219,1000,Professional Fees & Consultancy
2015-08,Place,Economic Regeneration,NOOVO CREATIVE,3065554,1061,Marketing & Advertising
2015-08,Place,Commercial Services,ANNA RANDALL,3069643,800,Other Supplies & Services
2015-08,Place,Commercial Services,ARC ENTERTAINMENTS,0,1255,Other Supplies & Services
2015-08,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,0,856.86,Bar Provisions For Resale
2015-08,Place,Commercial Services,MOULIN MUSIC MANAGEMENT,0,3150,Other Supplies & Services
2015-08,Place,Commercial Services,MOULIN MUSIC MANAGEMENT,0,3150,Other Supplies & Services
2015-08,Place,Commercial Services,TECTONICS UK,3067292,8678.08,Equipment
2015-08,Place,Culture,ACORN DAIRY,0,637.33,Catering Provisions
2015-08,Place,Culture,ALL EVENTS SECURITY,3071645,528,Security Services
2015-08,Place,Culture,ALL EVENTS SECURITY,3067508,661.5,Other Supplies & Services
2015-08,Place,Culture,ALL EVENTS SECURITY,0,697.5,Other Supplies & Services
2015-08,Place,Culture,ALL EVENTS SECURITY,3071645,528,Security Services
2015-08,Place,Culture,AVAPRINT,3070308,2460,Materials
2015-08,Place,Culture,BERENDSEN UK LTD,0,606.91,Production Costs
2015-08,Place,Culture,BEST UNION UK LTD,0,3147.87,Ict Software Support & Maintenance
2015-08,Place,Culture,BONNIE DAVIES,3065832,2160,Artist Payments
2015-08,Place,Culture,BUNZL CLEANING & HYGIENE SUPPLIES,0,692.83,Cleaning Materials & Consumables
2015-08,Place,Culture,CLOVER,3066382,650,Other Supplies & Services
2015-08,Place,Culture,DARLINGTON MOWDEN PARK RUGBY CLUB,3071517,820,Equipment
