Date,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
2012-09,Resources Group,Resources,ACCESS POINT LTD,1191,MARKETING & ADVERTISING
2012-09,Resources Group,Resources,CACI LIMITED,1700,ICT SOFTWARE PURCHASE
2012-09,Resources Group,Resources,CHRISTOPHER FERGUSON,1134.4,PROFESSIONAL FEES & CONSULTANCY
2012-09,Resources Group,Resources,ELECTORAL REFORM SERVICES,1613.7,POSTAGES
2012-09,Resources Group,Resources,IDOX SOFTWARE LTD,1900,ICT SOFTWARE SUPPORT & MAINTENANCE
2012-09,Resources Group,Resources,IDOX SOFTWARE LTD,1200,EMPLOYEE TRAINING COURSE COSTS
2012-09,Resources Group,Resources,ISAPPHIRE LTD,1238.14,MARKETING & ADVERTISING
2012-09,Resources Group,Resources,LINDSAY WEBSTER,950,PROFESSIONAL FEES & CONSULTANCY
2012-09,Resources Group,Resources,LINDSAY WEBSTER,3200,PROFESSIONAL FEES & CONSULTANCY
2012-09,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,584,PROFESSIONAL FEES & CONSULTANCY
2012-09,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1248,AGENCY STAFF COSTS - NON TEACHING
2012-09,Resources Group,Resources,MRS KOSSAR KITCHING,500,PROFESSIONAL FEES & CONSULTANCY
2012-09,Resources Group,Resources,MS RACHEL SMITH,650,PROFESSIONAL FEES & CONSULTANCY
2012-09,Resources Group,Resources,NEIL COOKSON,1317.25,CONSULTANCY FEES
2012-09,Resources Group,Resources,PRIMARY PUBLISHING TEESSIDE LTD,850,MARKETING & ADVERTISING
2012-09,Resources Group,Resources,ROYAL MAIL NORTH EAST,1024.11,POSTAGES
2012-09,Resources Group,Resources,ROYAL MAIL NORTH EAST,1788.71,POSTAGES
2012-09,Resources Group,Resources,SITEIMPROVE LTD,2657.4,INTERNET COSTS
2012-09,Resources Group,Resources,TNT POST LTD,520.64,POSTAGES
2012-09,Resources Group,Resources,TNT POST LTD,815.08,POSTAGES
2012-09,Resources Group,Resources,TNT POST LTD,663.51,POSTAGES
2012-09,Resources Group,Resources,TNT POST LTD,591.4,POSTAGES
2012-09,Resources Group,Resources,TNT POST LTD,712.67,POSTAGES
2012-09,Resources Group,Resources,TNT POST LTD,1373.4,POSTAGES
2012-09,Resources Group,Resources,TNT POST LTD,617.76,POSTAGES
2012-09,Resources Group,Resources,TNT POST LTD,561.33,POSTAGES
2012-09,Resources Group,Resources,TNT POST LTD,794.36,POSTAGES
2012-09,Resources Group,Resources,TNT POST LTD,677.88,POSTAGES
2012-09,Resources Group,Resources,TNT POST LTD,522.76,POSTAGES
2012-09,Resources Group,Resources,TNT POST LTD,1026.1,POSTAGES
2012-09,Resources Group,Resources,WATERSTONS,1785,INTERNET COSTS
2012-09,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637,ICT HARDWARE SUPPORT & MAINTENANCE
2012-09,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1179.71,SECURITY SERVICES
2012-09,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10975.07,TELEPHONE COSTS
2012-09,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,2099.87,TELEPHONE COSTS
2012-09,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,841.43,TELEPHONE COSTS
2012-09,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,2490,CRB CHECKS
2012-09,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8139.89,PROFESSIONAL FEES & CONSULTANCY
2012-09,Resources Group,Transformation,ALBANY OFFICE FURNITURE SOLUTIONS,724,FURNITURE
2012-09,Resources Group,Transformation,CIPFA,850,MEMBERSHIPS
2012-09,Resources Group,Transformation,CORONA ENERGY LTD,4410.96,GAS
2012-09,Resources Group,Transformation,CORONA ENERGY LTD,37477.49,GAS
2012-09,Resources Group,Transformation,ESS,14899,EQUIPMENT
2012-09,Resources Group,Transformation,JAMES BURRELL BUILDERS MERCHANTS LTD,1020,BUILDING REPAIRS AND MAINTENANCE
2012-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,48866.16,ELECTRICITY
2012-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,4935.61,ELECTRICITY
2012-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,13389.13,ELECTRICITY
2012-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,8934.47,ELECTRICITY
2012-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3221.2,ELECTRICITY
2012-09,Resources Group,Transformation,NPOWER NORTHERN FINANCE,690,ELECTRICITY
2012-09,Resources Group,Transformation,OTIS PLC,5762.2,Repairs - Lifts
2012-09,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,1250.2,REMOVAL COSTS - STAFF MOVES
2012-09,Resources Group,Transformation,SIEMENS FINANCIAL SERVICES LTD,703.92,LEASING CHARGES
2012-09,Resources Group,Transformation,STOREYS:SSP,938.63,ELECTRICITY
2012-09,Resources Group,Transformation,STOREYS:SSP,44227.15,PREMISES INSURANCE
2012-09,Resources Group,Transformation,STOREYS:SSP,620.65,ELECTRICITY
2012-09,Resources Group,Transformation,STOREYS:SSP,42268.34,RENT OF FACILITIES
2012-09,Resources Group,Transformation,URS SCOTT WILSON LTD,1680,CONSULTANCY FEES
2012-09,Resources Group,Transformation,VIGLEN LTD,1056,ICT HARDWARE PURCHASE
2012-09,Place,Building Design Services,BARRETT ENVIRONMENTAL,1450,CONSULTANCY FEES
2012-09,Place,Building Design Services,SPACEWORKS,574.5,CONSULTANCY FEES
2012-09,Place,Building Design Services,URS SCOTT WILSON LTD,2062.2,CONSULTANCY FEES
2012-09,Place,Building Design Services,URS SCOTT WILSON LTD,2249.23,CONSULTANCY FEES
2012-09,Place,Economic Regeneration,CLEVELAND STUDIOS LIMITED,750,GRANTS
2012-09,Place,Economic Regeneration,NOOVO CREATIVE,650,MARKETING & ADVERTISING
2012-09,Place,Commercial Services,ALL EVENTS SECURITY,4635,Other Supplies & Services
2012-09,Place,Commercial Services,EDEN FARM LTD,515.64,CATERING PROVISIONS
2012-09,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,895,EQUIPMENT
2012-09,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,8492,EQUIPMENT
2012-09,Place,Commercial Services,FOOLS PARADISE LTD,670,Other Supplies & Services
2012-09,Place,Commercial Services,HEINEKEN UK,1028.09,BAR PROVISIONS FOR RESALE
2012-09,Place,Commercial Services,HEINEKEN UK,611.73,BAR PROVISIONS FOR RESALE
2012-09,Place,Commercial Services,INDOOR OUTDOOR,3379,Other Supplies & Services
2012-09,Place,Commercial Services,INDOOR OUTDOOR,3525,Other Supplies & Services
2012-09,Place,Commercial Services,INDOOR OUTDOOR,985,Other Supplies & Services
2012-09,Place,Commercial Services,MARKMARK PRODUCTIONS,640,Other Supplies & Services
2012-09,Place,Commercial Services,THE FAIRLY FAMOUS FAMILY,924,Other Supplies & Services
2012-09,Place,Commercial Services,WAVERLEY VINTERS LTD (scottish courage),613.64,BAR PROVISIONS FOR RESALE
2012-09,Place,Commercial Services,WAVERLEY VINTERS LTD (scottish courage),511.1,BAR PROVISIONS FOR RESALE
2012-09,Place,Culture,ADT FIRE & SECURITY PLC,664.91,BUILDING REPAIRS AND MAINTENANCE
2012-09,Place,Culture,ADT FIRE & SECURITY PLC,757.02,Other Supplies & Services
2012-09,Place,Culture,ADT FIRE & SECURITY PLC,1094.75,Other Supplies & Services
2012-09,Place,Culture,ADT FIRE & SECURITY PLC,2040.5,EQUIPMENT
2012-09,Place,Culture,ALL EVENTS SECURITY,510,SECURITY SERVICES
2012-09,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,4000,Artist payments
2012-09,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,4000,Artist payments
2012-09,Place,Culture,ARTISTIC SOLUTIONS LIMITED,4915,PROFESSIONAL FEES & CONSULTANCY
2012-09,Place,Culture,ASG STAGE PRODUCTS LIMITED,800,BUILDING REPAIRS AND MAINTENANCE
2012-09,Place,Culture,AXIELL LIMITED,5409.11,ICT HARDWARE SUPPORT & MAINTENANCE
2012-09,Place,Culture,BILL KENWRIGHT LTD,35000,Artist payments
2012-09,Place,Culture,BONNIE DAVIES,3600,Artist payments
2012-09,Place,Culture,BPH DATA LTD,762.5,EQUIPMENT
2012-09,Place,Culture,BRENNTAG UK & IRELAND,1927.12,EQUIPMENT
2012-09,Place,Culture,CARLTON SERVICES UK,835,EQUIPMENT
2012-09,Place,Culture,CHARTER FUELS LTD,1420.2,FUEL OIL FOR HEATING
2012-09,Place,Culture,CHIMES INTERNATIONAL ENTERTAINMENTS LTD,12000,Artist payments
2012-09,Place,Culture,DANCEWRIGHT STUDIO,1000,Other Supplies & Services
2012-09,Place,Culture,DARLINGTON FOOTBALL CLUB 1883 LTD,13131.81,Artist payments
2012-09,Place,Culture,DEBBIE WAISTELL,1000,Other Supplies & Services
2012-09,Place,Culture,DEBBIE WAISTELL,1495,Artist payments
2012-09,Place,Culture,DIRECTA (UK) LIMITED,1051.2,EQUIPMENT
2012-09,Place,Culture,DURHAM MEDICAL,565.8,EQUIPMENT
2012-09,Place,Culture,FATPIPE SATCOM LTD,3420,EQUIPMENT
2012-09,Place,Culture,FATPIPE SATCOM LTD,3420,EQUIPMENT
2012-09,Place,Culture,GEOFF GRANGE,600,Other Supplies & Services
2012-09,Place,Culture,GURKHA WELFARE TRUST NORTH EAST BRN,1117.5,Ticket Sales Paid to Others
2012-09,Place,Culture,INITIAL WASHROOM SOLUTIONS,2025.95,HYGIENE SERVICES
2012-09,Place,Culture,INITIAL WASHROOM SOLUTIONS,2033.52,HYGIENE SERVICES
2012-09,Place,Culture,INITIAL WASHROOM SOLUTIONS,2025.95,HYGIENE SERVICES
2012-09,Place,Culture,JOHN TAYLOR MANAGEMENT,3000,Other Supplies & Services
2012-09,Place,Culture,LEADER ONLINE,589.93,EQUIPMENT
2012-09,Place,Culture,LMC ASSOCIATES LTD NORTH EAST,550,EMPLOYEE TRAINING COURSE COSTS
2012-09,Place,Culture,NES SERVICES LTD,4490.06,BUILDING REPAIRS AND MAINTENANCE
2012-09,Place,Culture,NORTHUMBRIAN WATER,2553.56,WATER CHARGES
2012-09,Place,Culture,NORTHUMBRIAN WATER,3111.6,WATER CHARGES
2012-09,Place,Culture,NORTHUMBRIAN WATER,1758.83,WATER CHARGES
2012-09,Place,Culture,NORTHUMBRIAN WATER,1698.62,WATER CHARGES
2012-09,Place,Culture,OPERA DELLA LUNA,1075.73,Artist payments
2012-09,Place,Culture,PERFORMING RIGHT SOCIETY LIMITED,3955.77,ICT SOFTWARE SUPPORT & MAINTENANCE
2012-09,Place,Culture,PETRA LLOYD,908.38,Artist payments
2012-09,Place,Culture,POOL COVER SYSTEMS UK,540,EQUIPMENT
2012-09,Place,Culture,PREMIER TRAFFIC MANAGEMENT,1400,Other Supplies & Services
2012-09,Place,Culture,PROMOACTIVE,1618.56,EQUIPMENT
2012-09,Place,Culture,RALPH GIVENS,3438.94,GOLF PROFESSIONALS RETAINER
2012-09,Place,Culture,SPEEDY HIRE,610,Other Supplies & Services
2012-09,Place,Culture,STORAGE ASPECTS LIMITED,11835,Production Costs
2012-09,Place,Culture,THE BREAD & BUTTER THEATRE COMPANY,650,Other Supplies & Services
2012-09,Place,Culture,THE ORIGINAL THEATRE COMPANY,3500,Artist payments
2012-09,Place,Culture,THEATRESEARCH LTD,2750,CONSULTANCY FEES
2012-09,Place,Culture,UPNORTH FOODSERVICE EQUIPMENT LIMITED,1562.75,BUILDING REPAIRS AND MAINTENANCE
2012-09,Place,Culture,UPNORTH FOODSERVICE EQUIPMENT LIMITED,937.25,BUILDING REPAIRS AND MAINTENANCE
2012-09,Place,Culture,UPNORTH FOODSERVICE EQUIPMENT LIMITED,945,BUILDING REPAIRS AND MAINTENANCE
2012-09,Place,Culture,VIRGIN MEDIA BUSINESS LIMITED,7079.75,ICT HARDWARE SUPPORT & MAINTENANCE
2012-09,Place,Culture,WEST END THEATRE MANAGERS LTD,1554,TMA Theatre Tokens
2012-09,Place,Culture,WM MORRISON SUPERMARKETS PLC,4049.84,RENT OF FACILITIES
2012-09,Place,DLO Services,ACORN DAIRY,538.62,CATERING PROVISIONS
2012-09,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,612.09,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,ALAN WADKINS LTD,1475,EQUIPMENT
2012-09,Place,DLO Services,ATLAS WASHROOM SYSTEMS,2800,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,AUTOBAR UK  LTD,543.03,CATERING PROVISIONS
2012-09,Place,DLO Services,AUTOBAR UK  LTD,508.13,CATERING PROVISIONS
2012-09,Place,DLO Services,BLACKPATH CONSTRUCTION LIMITED,13581.63,DIRECT CHARGES - CONTRACTORS
2012-09,Place,DLO Services,BLACKPATH CONSTRUCTION LIMITED,1731.28,DIRECT CHARGES - CONTRACTORS
2012-09,Place,DLO Services,BRAKES BROS LTD,530.25,CATERING PROVISIONS
2012-09,Place,DLO Services,BRIAN NOBLE FENCING CONTRACTORS LTD,1365,DIRECT CHARGES - CONTRACTORS
2012-09,Place,DLO Services,BROXAP  LTD,548.95,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CLEVELAND ROOFING CENTRE (ASPHALTIC),642,STORES PURCHASES (DLO)
2012-09,Place,DLO Services,COCA COLA ENTERPRISES LTD,523.39,BAR PROVISIONS FOR RESALE
2012-09,Place,DLO Services,COLGRAVE SEEDS LTD,2906.63,Bedding Plug Plants
2012-09,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,521.43,AGENCY STAFF COSTS - NON TEACHING
2012-09,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,556.13,AGENCY STAFF COSTS - NON TEACHING
2012-09,Place,DLO Services,COREPEOPLE RECRUITMENT LTD,521.43,AGENCY STAFF COSTS - NON TEACHING
2012-09,Place,DLO Services,CROSSLING LTD,802.15,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,883.86,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,883.86,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1504.61,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1538.28,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1192.87,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,999.5,EQUIPMENT
2012-09,Place,DLO Services,CROSSLING LTD,857.85,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,717.15,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,502.5,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1707.74,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,565.09,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1615.86,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1586.91,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,793.28,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,883.48,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1122,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,882.67,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,967.71,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1591.13,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,763.62,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,883.48,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1096.02,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1120.19,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1097.64,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1182.55,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,882.67,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,882.67,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,938.62,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,883.48,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1037.91,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,948.75,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1501.96,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1035.72,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,882.67,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,883.86,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1054.4,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,576,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,883.86,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,948.33,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,659,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1691.08,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1635,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1192.87,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,710.45,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,580.72,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1603.02,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1037.64,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,883.13,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1477.9,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1479.56,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1461.41,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,1674.8,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,CROSSLING LTD,888.14,DIRECT CHARGES - MATERIALS (DLO)
2012-09,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,675,DIRECT CHARGES - CONTRACTORS
2012-09,Place,DLO Services,DARLINGTON SCAFFOLDING LTD,860,DIRECT CHARGES - CONTRACTORS
2012-09,Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,1183.2,DIRECT CHARGES - CONTRACTORS
2012-09,Place,DLO Services,DELTA ELECTRICAL & MECHANICAL SERVICES LTD,1843.66,DIRECT CHARGES - CONTRACTORS
