Date,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
2012-01,Resources Group,Resources,ADT FIRE & SECURITY PLC,7209.91,Cyclical - Fire Alarms
2012-01,Resources Group,Resources,FLOWERS BY NATTRASS,540,DIRECT CHARGES - MATERIALS ONCOST (DLO)
2012-01,Resources Group,Resources,JOHN GOOD LTD,3955,PRINTING
2012-01,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1859.25,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,504,AGENCY STAFF COSTS - NON TEACHING
2012-01,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,720,AGENCY STAFF COSTS - NON TEACHING
2012-01,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1554,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,971.25,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1720.5,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Resources,MULTICORD,528,FIXTURES AND FITTINGS
2012-01,Resources Group,Resources,NEIL COOKSON,1340.5,CONSULTANCY FEES
2012-01,Resources Group,Resources,NORTHUMBRIAN WATER,2595.56,WATER CHARGES
2012-01,Resources Group,Resources,PREMIER TRAFFIC MANAGEMENT,860,HOSPITALITY & ROOM HIRE
2012-01,Resources Group,Resources,ROYAL MAIL NORTH EAST,1954.89,POSTAGES
2012-01,Resources Group,Resources,ROYAL MAIL NORTH EAST,1919.97,POSTAGES
2012-01,Resources Group,Resources,SELLICK PARTNERSHIP GROUP LIMITED,950.46,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Resources,SELLICK PARTNERSHIP GROUP LIMITED,1018.35,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Resources,SELLICK PARTNERSHIP GROUP LIMITED,1030.75,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Resources,SELLICK PARTNERSHIP GROUP LIMITED,1097.4,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Resources,SOCITM LTD,1110,ICT SOFTWARE SUPPORT & MAINTENANCE
2012-01,Resources Group,Resources,TNT POST LTD,1672.62,POSTAGES
2012-01,Resources Group,Resources,TNT POST LTD,2173.79,POSTAGES
2012-01,Resources Group,Resources,TNT POST LTD,816.44,POSTAGES
2012-01,Resources Group,Resources,TNT POST LTD,580.65,POSTAGES
2012-01,Resources Group,Resources,TNT POST LTD,813.31,POSTAGES
2012-01,Resources Group,Resources,TNT POST LTD,1547.26,POSTAGES
2012-01,Resources Group,Resources,VIGLEN LTD,700,ICT HARDWARE PURCHASE
2012-01,Resources Group,Resources,WATERSTONS,1785,ICT HARDWARE PURCHASE
2012-01,Resources Group,Finance,CHG MERIDAN COMPUTER LEASING UK LTD,1316.21,LEASING CHARGES
2012-01,Resources Group,Finance,CHRYSTAL CONSULTING,579.05,LEASING CHARGES
2012-01,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1290,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Finance,PRICE WATERHOUSE COOPERS,8382,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Finance,PRICE WATERHOUSE COOPERS,20547,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Finance,RSM TENON LIMITED,2000,ICT SOFTWARE SUPPORT & MAINTENANCE
2012-01,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1327.45,SECURITY SERVICES
2012-01,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1327.45,SECURITY SERVICES
2012-01,Resources Group,Finance,STOREYS:SSP,800,HOSPITALITY & ROOM HIRE
2012-01,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,2749.97,TELEPHONE COSTS
2012-01,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,1553.94,TELEPHONE COSTS
2012-01,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,800,TELEPHONE COSTS
2012-01,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,937.31,TELEPHONE COSTS
2012-01,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,819.94,TELEPHONE COSTS
2012-01,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,600,COUNSELLING RECHARGE
2012-01,Resources Group,Human resources management,BODY 2 FIT LTD,1620,PHYSIOTHERAPY RECHARGE
2012-01,Resources Group,Human resources management,CRIMINAL RECORDS BUREAU,4548,CRB CHECKS
2012-01,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,7650.42,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8371.84,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8326.72,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8414.78,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8326.72,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,504.23,PROFESSIONAL FEES & CONSULTANCY
2012-01,Resources Group,Transformation,ADT FIRE & SECURITY PLC,553.13,Cyclical - Intruder Alarms
2012-01,Resources Group,Transformation,AIRCON REFRIGERATION LTD,641,Repairs - Mechanical
2012-01,Resources Group,Transformation,CORONA ENERGY LTD,1320.45,GAS
2012-01,Resources Group,Transformation,CORONA ENERGY LTD,95254.56,GAS
2012-01,Resources Group,Transformation,CORONA ENERGY LTD,3402.46,GAS
2012-01,Resources Group,Transformation,CORONA ENERGY LTD,73686.68,GAS
2012-01,Resources Group,Transformation,NORTHUMBRIAN WATER,1520.43,WATER CHARGES
2012-01,Resources Group,Transformation,NPOWER,940,ELECTRICITY
2012-01,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1039.04,ELECTRICITY
2012-01,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3898.58,ELECTRICITY
2012-01,Resources Group,Transformation,NPOWER NORTHERN FINANCE,977.9,ELECTRICITY
2012-01,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3288.15,ELECTRICITY
2012-01,Resources Group,Transformation,NPOWER NORTHERN FINANCE,949.33,ELECTRICITY
2012-01,Resources Group,Transformation,NPOWER NORTHERN FINANCE,4275.06,ELECTRICITY
