Date,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
2011-04,Corporate Services,Accountancy & Local Taxation,DICKINSON DEES LAW FIRM,19663.87,PROFESSIONAL FEES & CONSULTANCY
2011-04,Corporate Services,Accountancy & Local Taxation,DIRECT SOLUTIONS INTERNATIONAL LTD,11080,STATIONERY
2011-04,Corporate Services,Corporate Assurance,CIPFA,3530,Other Supplies & Services
2011-04,Corporate Services,Corporate Services,ADT FIRE & SECURITY PLC,829.13,BURGLAR ALARMS REPAIRS & MAINTENANCE
2011-04,Corporate Services,Corporate Services,ADT FIRE & SECURITY PLC,761.01,Cyclical - Emerg Light & Fire
2011-04,Corporate Services,Corporate Services,CHG MERIDAN COMPUTER LEASING UK LTD,1316.21,LEASING CHARGES
2011-04,Corporate Services,Corporate Services,COMBINED POWER (SOUTH) LTD,2824.42,EQUIPMENT
2011-04,Corporate Services,Corporate Services,GATESHEAD MBC,30043,MEMBERSHIPS
2011-04,Corporate Services,Corporate Services,GATESHEAD MBC,7800,SUBSCRIPTIONS
2011-04,Corporate Services,Corporate Services,NORTHUMBRIAN WATER,6439.79,WATER CHARGES
2011-04,Corporate Services,Corporate Services,NORTHUMBRIAN WATER,2064.23,WATER CHARGES
2011-04,Corporate Services,Corporate Services,NORTHUMBRIAN WATER,2910.41,WATER CHARGES
2011-04,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,2217.18,ELECTRICITY
2011-04,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,65930.33,ELECTRICITY
2011-04,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,1622.23,ELECTRICITY
2011-04,Corporate Services,Corporate Services,SAFE ESTATES SERVICES LTD,1173.8,"RENTS, WAYLEAVES (NON VAT)"
2011-04,Corporate Services,Corporate Services,WESTERN POWER DISTRIBUTION,1291.5,ELECTRICITY
2011-04,Corporate Services,Human Resources,BODY 2 FIT LTD,1760,PHYSIOTHERAPY RECHARGE
2011-04,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,711.88,AGENCY STAFF COSTS - NON TEACHING
2011-04,Corporate Services,Human Resources,MEDACS HEALTHCARE PLC,8502.84,MATERIALS
2011-04,Corporate Services,Human Resources,PILAT EUROPE LTD,1100,ICT SOFTWARE PURCHASE
2011-04,Corporate Services,ICT & Printing,TALKTALK BUSINESS,977.69,TELEPHONE COSTS
2011-04,Corporate Services,Legal & Democratic,ASSOCIATION OF NORTH EAST COUNCILS LTD,33992,SUBSCRIPTIONS
2011-04,Corporate Services,Legal & Democratic,JB LEITCH SOLICITORS,3330.37,EQUIPMENT
2011-04,Corporate Services,Legal & Democratic,LAGAN TECHNOLOGIES LTD,31911.67,ICT SOFTWARE SUPPORT & MAINTENANCE
2011-04,Corporate Services,Legal & Democratic,LOCAL GOVERNMENT ASSOCIATION,25184.25,SUBSCRIPTIONS
2011-04,Corporate Services,Legal & Democratic,NEIL COOKSON,1846,PROFESSIONAL FEES & CONSULTANCY
2011-04,Corporate Services,Legal & Democratic,OTIS PLC,2092.16,BUILDING REPAIRS AND MAINTENANCE
2011-04,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,1299.63,POSTAGES
2011-04,Corporate Services,Legal & Democratic,SHAW AND SONS LTD,2057.6,EQUIPMENT
2011-04,Corporate Services,Legal & Democratic,THE MERIT BADGE & REGALLIA COMPANY LTD,888.8,EQUIPMENT
2011-04,Corporate Services,Legal & Democratic,TNT POST LTD,2435.44,POSTAGES
2011-04,Corporate Services,Legal & Democratic,TNT POST LTD,1721.31,POSTAGES
2011-04,Corporate Services,Legal & Democratic,XPRESS SOFTWARE SOLUTIONS LTD,11000,ICT HARDWARE PURCHASE
2011-04,Corporate Services,Public Protection,DURHAM CONSTABULARY,15000,EQUIPMENT
2011-04,Corporate Services,Public Protection,IDOX INFORMATION SOLUTIONS LIMITED,34769.1,ICT SOFTWARE SUPPORT & MAINTENANCE
2011-04,Corporate Services,Public Protection,LABC,1908.86,SUBSCRIPTIONS
2011-04,Corporate Services,Public Protection,METRIC GROUP LIMITED,2376.36,EQUIPMENT
2011-04,Corporate Services,Public Protection,NSL LIMITED,4184.74,SECURITY SERVICES
2011-04,Corporate Services,Public Protection,PARKEON,3891,EQUIPMENT
2011-04,Community Services,Adult Social Care and Health,AGE CONCERN DARLINGTON,821.21,PRIVATE CONTRACTORS
2011-04,Community Services,Adult Social Care and Health,ALBANY OFFICE FURNITURE SOLUTIONS,1702,EQUIPMENT
2011-04,Community Services,Adult Social Care and Health,BLUECARE,837,AGENCY STAFF COSTS - NON TEACHING
2011-04,Community Services,Adult Social Care and Health,BLUECARE,810,AGENCY STAFF COSTS - NON TEACHING
2011-04,Community Services,Adult Social Care and Health,BLUECARE,810,AGENCY STAFF COSTS - NON TEACHING
2011-04,Community Services,Adult Social Care and Health,BLUECARE,810,AGENCY STAFF COSTS - NON TEACHING
2011-04,Community Services,Adult Social Care and Health,BLUECARE,810,AGENCY STAFF COSTS - NON TEACHING
2011-04,Community Services,Adult Social Care and Health,BLUECARE,783,AGENCY STAFF COSTS - NON TEACHING
2011-04,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),830,SERVICES FOR CARERS
2011-04,Community Services,Adult Social Care and Health,CHUBB ELECTRONIC SECURITY LTD,812.11,SECURITY SERVICES
2011-04,Community Services,Adult Social Care and Health,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,2419.81,EQUIPMENT
2011-04,Community Services,Adult Social Care and Health,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,3830,EQUIPMENT
2011-04,Community Services,Adult Social Care and Health,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,7670.85,PRIVATE CONTRACTORS
2011-04,Community Services,Adult Social Care and Health,DARLINGTON PRIMARY CARE TRUST,4112,Nursing - Private Contractor
2011-04,Community Services,Adult Social Care and Health,DARLINGTON PROPERTIES LTD,3087.5,RENT OF FACILITIES
2011-04,Community Services,Adult Social Care and Health,GOLDSHIELD ELECTRONIC SECURITY LTD,22902.72,EQUIPMENT
2011-04,Community Services,Adult Social Care and Health,GREEN LINK (NORTH EAST),823.36,ENVIRONMENTAL
2011-04,Community Services,Adult Social Care and Health,INITIAL MEDICAL SERVICES,1003.33,SANITARY BINS
2011-04,Community Services,Adult Social Care and Health,INNOVATIONS,7253.85,Day Care - Private Contractors
2011-04,Community Services,Adult Social Care and Health,INNOVATIONS,7312.72,Day Care - Private Contractors
2011-04,Community Services,Adult Social Care and Health,JONTEK LTD,4550,EQUIPMENT
2011-04,Community Services,Adult Social Care and Health,LIFT ABLE LTD,502.57,PRIVATE CONTRACTORS
2011-04,Community Services,Adult Social Care and Health,LYNCH HEALTHCARE LIMITED,853,EQUIPMENT
2011-04,Community Services,Adult Social Care and Health,MORGAN HUNT UK LIMITED,1110,AGENCY STAFF COSTS - NON TEACHING
2011-04,Community Services,Adult Social Care and Health,MORGAN HUNT UK LIMITED,1117.5,AGENCY STAFF COSTS - NON TEACHING
2011-04,Community Services,Adult Social Care and Health,NORTHUMBRIAN WATER,641.89,WATER CHARGES
2011-04,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1024.65,AGENCY STAFF COSTS - NON TEACHING
2011-04,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1074.85,AGENCY STAFF COSTS - NON TEACHING
2011-04,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1179.9,AGENCY STAFF COSTS - NON TEACHING
2011-04,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,1392,AGENCY STAFF COSTS - NON TEACHING
2011-04,Community Services,Adult Social Care and Health,RIG SOCIAL CARE RECRUIT LTD,1206.56,AGENCY STAFF COSTS - NON TEACHING
2011-04,Community Services,Adult Social Care and Health,RNIB,2457,BOOKS
2011-04,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,1116.8,AGENCY STAFF COSTS - NON TEACHING
2011-04,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,2105,Home Care - Private Contractor
2011-04,Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,612.96,Day Care - Private Contractors
2011-04,Community Services,Adult Social Care and Health,"TEES,ESK & WEAR VALLEYS NHS TRUST",2144.29,AGENCY STAFF COSTS - NON TEACHING
2011-04,Community Services,Adult Social Care and Health,VISUALEYES,1795,MATERIALS
2011-04,Community Services,Adult Social Care and Health,WALWORTH CASTLE HOTEL,760,HOSPITALITY & ROOM HIRE
2011-04,Community Services,Cultural Services,ADT FIRE & SECURITY PLC,915.71,BURGLAR ALARMS REPAIRS & MAINTENANCE
2011-04,Community Services,Cultural Services,ADT FIRE & SECURITY PLC,1092.66,BURGLAR ALARMS REPAIRS & MAINTENANCE
2011-04,Community Services,Cultural Services,ADT FIRE & SECURITY PLC,1696.21,Other Supplies & Services
2011-04,Community Services,Cultural Services,ADT FIRE & SECURITY PLC,875.22,BURGLAR ALARMS REPAIRS & MAINTENANCE
2011-04,Community Services,Cultural Services,ADT FIRE & SECURITY PLC,1270.63,BURGLAR ALARMS REPAIRS & MAINTENANCE
2011-04,Community Services,Cultural Services,ALBANY OFFICE FURNITURE SOLUTIONS,4150,EQUIPMENT
2011-04,Community Services,Cultural Services,BARCLAYS MERCANTILE BUSINESS FINANCE,14306.88,LEASING CHARGES
2011-04,Community Services,Cultural Services,BLACK & WHITE ADVERTISING (URWIN GARTON),1569.45,MARKETING & ADVERTISING
2011-04,Community Services,Cultural Services,BONNIE DAVIES,630,Artist payments
2011-04,Community Services,Cultural Services,BURTS CONTRACT SERVICES,1775,DLO RECHARGES
2011-04,Community Services,Cultural Services,DE LAGE LANDEN LEASING LTD,1900,LEASING CHARGES
2011-04,Community Services,Cultural Services,DEREK BLOCK CONCERT PROMOTIONS,3000,Artist payments
2011-04,Community Services,Cultural Services,DEREK BLOCK CONCERT PROMOTIONS,2294.31,Artist payments
2011-04,Community Services,Cultural Services,DEREK BLOCK CONCERT PROMOTIONS,10000,Artist payments
2011-04,Community Services,Cultural Services,DEREK FRANKS ORGANISATION,3948.42,Artist payments
2011-04,Community Services,Cultural Services,DURHAM CRICKET BOARD,3360,EQUIPMENT
2011-04,Community Services,Cultural Services,EDEN FARM LTD,779.8,CATERING PROVISIONS
2011-04,Community Services,Cultural Services,ENTERPRISE TRAVEL,1002,Ticket Sales Paid to Others
2011-04,Community Services,Cultural Services,HEINEKEN UK,686.03,BAR PROVISIONS FOR RESALE
2011-04,Community Services,Cultural Services,HEINEKEN UK,508.22,BAR PROVISIONS FOR RESALE
2011-04,Community Services,Cultural Services,HILLPRINT LTD T/A HPM,1798,TELEPHONE COSTS
2011-04,Community Services,Cultural Services,HM REVENUE & CUSTOMS,1302.75,OTHER INCOME(OUTSIDE SCOPE VAT)
2011-04,Community Services,Cultural Services,LADHAR LEISURE,1500,Ticket Sales Paid to Others
2011-04,Community Services,Cultural Services,LEADERS PAPER MERCHANTS,554.4,EQUIPMENT
2011-04,Community Services,Cultural Services,NORTHUMBRIAN WATER,2456.55,WATER CHARGES
2011-04,Community Services,Cultural Services,PETRA LLOYD,720,Artist payments
2011-04,Community Services,Cultural Services,RED SQUARE DESIGN,880,*DO NOT USE* - use 4036 - was EXTERNAL PRINTING
2011-04,Community Services,Cultural Services,ROBERT FOWLER,800,Artist payments
2011-04,Community Services,Cultural Services,SEVERNSIDE WHOLESALERS LTD,1005.31,ITEMS FOR RESALE
2011-04,Community Services,Cultural Services,STUDIOSPARES,852.65,EQUIPMENT
2011-04,Community Services,Cultural Services,THE BIRMINGHAM STAGE COMPANY,28121.43,Artist payments
2011-04,Community Services,Cultural Services,THE BIRMINGHAM STAGE COMPANY,1260,Programme Sales Paid to Others
2011-04,Community Services,Cultural Services,THE BIRMINGHAM STAGE COMPANY,902.5,Merchandise Sales Paid to Others
2011-04,Community Services,Cultural Services,THE LONDON CLASSIC THEATRE COMPANY,1100,Artist payments
2011-04,Community Services,Cultural Services,THEATRE PRODUCTIONS INTERNATIONAL LTD,4000,Artist payments
2011-04,Community Services,Cultural Services,TRAVELLING LIGHT THEATRE COMPANY,2000,Artist payments
2011-04,Community Services,Cultural Services,VOYAGER AND MAYFAIR,699.96,Ticket Sales Paid to Others
2011-04,Community Services,Cultural Services,WAVERLEY VINTERS LTD (scottish courage),678.7,BAR PROVISIONS FOR RESALE
2011-04,Community Services,Cultural Services,WAVERLEY VINTERS LTD (scottish courage),521.79,BAR PROVISIONS FOR RESALE
2011-04,Community Services,Cultural Services,WM MORRISON SUPERMARKETS PLC,3179.24,RENT OF FACILITIES
2011-04,Community Services,Cultural Services,WORKWEAR EXPRESS LTD,1517.6,EQUIPMENT
2011-04,Community Services,DLO Services,A BUCKLER (HAULAGE) LTD,7581.87,DIRECT CHARGES - CONTRACTORS
2011-04,Community Services,DLO Services,ACCESS 55 LTD,1656.71,DIRECT CHARGES - CONTRACTORS
2011-04,Community Services,DLO Services,ACCESS 55 LTD,1451.78,DIRECT CHARGES - CONTRACTORS
2011-04,Community Services,DLO Services,ACORN DAIRY,517.83,CATERING PROVISIONS
2011-04,Community Services,DLO Services,ADT FIRE & SECURITY PLC,1664.48,DIRECT CHARGES - CONTRACTORS
2011-04,Community Services,DLO Services,ADT FIRE & SECURITY PLC,1642.97,DIRECT CHARGES - CONTRACTORS
2011-04,Community Services,DLO Services,ADT FIRE & SECURITY PLC,776.2,DIRECT CHARGES - CONTRACTORS
2011-04,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,1281.6,DIRECT CHARGES - MATERIALS (DLO)
2011-04,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,640.8,DIRECT CHARGES - MATERIALS (DLO)
2011-04,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,640.8,DIRECT CHARGES - MATERIALS (DLO)
2011-04,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,632.37,DIRECT CHARGES - MATERIALS (DLO)
