Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2015-07,Resources Group,Resources,ASSOCIATION OF NORTH EAST COUNCILS LTD,0,25873,Subscriptions
2015-07,Resources Group,Resources,ASSOCIATION OF NORTH EAST COUNCILS LTD,0,7500,Subscriptions
2015-07,Resources Group,Resources,DE-POEL,0,620.94,Agency Staff Costs - Non Teaching
2015-07,Resources Group,Resources,DE-POEL,0,581.64,Agency Staff Costs - Non Teaching
2015-07,Resources Group,Resources,DE-POEL,0,578.97,Agency Staff Costs - Non Teaching
2015-07,Resources Group,Resources,DE-POEL,0,606.48,Agency Staff Costs - Non Teaching
2015-07,Resources Group,Resources,ICO,3069654,500,Professional Fees & Consultancy
2015-07,Resources Group,Resources,JOHN WORRALL,3070290,500,Professional Fees & Consultancy
2015-07,Resources Group,Resources,KATE DODDS,3070258,2200,Professional Fees & Consultancy
2015-07,Resources Group,Resources,KATE DODDS,3070259,4175,Professional Fees & Consultancy
2015-07,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3069451,1496.25,Agency Staff Costs - Non Teaching
2015-07,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3069451,1487.5,Agency Staff Costs - Non Teaching
2015-07,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3069451,1513.75,Agency Staff Costs - Non Teaching
2015-07,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3069451,1408.75,Agency Staff Costs - Non Teaching
2015-07,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3067564,1136,Agency Staff Costs - Non Teaching
2015-07,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3067564,528,Agency Staff Costs - Non Teaching
2015-07,Resources Group,Resources,MR STEPHEN AINSLEY,3070252,2520,Professional Fees & Consultancy
2015-07,Resources Group,Resources,MRS ELAINE AVERIS,3070254,500,Professional Fees & Consultancy
2015-07,Resources Group,Resources,NEWSQUEST MEDIA GROUP,3068811,579.53,Advertising
2015-07,Resources Group,Resources,NORTHGATE PUBLIC SERVICES (UK) LTD,3064412,924.6,Other Supplies & Services
2015-07,Resources Group,Resources,NORTHGATE PUBLIC SERVICES (UK) LTD,3064412,1044.2,Other Supplies & Services
2015-07,Resources Group,Resources,OSBORNES SOLICITORS LLP,3071012,600,Professional Fees & Consultancy
2015-07,Resources Group,Resources,ROGER KENNINGTON CONSULTING,3069734,1490,Professional Fees & Consultancy
2015-07,Resources Group,Resources,ROYAL MAIL NORTH EAST,0,1178.61,Postages
2015-07,Resources Group,Resources,ROYAL MAIL NORTH EAST,0,1173.1,Postages
2015-07,Resources Group,Resources,ROYAL MAIL NORTH EAST,0,4236.55,Postages
