Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2015-06,Resources Group,Directorate,CIPFA BUSINESS LIMITED,0,4860,Subscriptions
2015-06,Resources Group,Resources,CDC RESPOND,3064508,2492.37,Ict Hardware Support & Maintenance
2015-06,Resources Group,Resources,DADCHECK.COM,3069402,672.22,Professional Fees & Consultancy
2015-06,Resources Group,Resources,DADCHECK.COM,3068660,673,Professional Fees & Consultancy
2015-06,Resources Group,Resources,DE-POEL,0,568.42,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Resources,DE-POEL,0,550.2,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Resources,DE-POEL,0,636.66,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Resources,ISAPPHIRE LTD,3069091,993.45,Marketing & Advertising
2015-06,Resources Group,Resources,LAWYERS IN LOCAL GOVERNMENT,3068262,500,Professional Fees & Consultancy
2015-06,Resources Group,Resources,LOCAL GOVERNMENT ASSOCIATION,3065594,1713.24,Professional Fees & Consultancy
2015-06,Resources Group,Resources,MANNING LIMITED,3069403,1367.64,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3060864,1198.75,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3060864,1452.5,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3067564,528,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3060864,1496.25,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3060864,1505,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3060864,1505,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Resources,MRS ELAINE AVERIS,3068657,1800,Professional Fees & Consultancy
2015-06,Resources Group,Resources,NEWSQUEST MEDIA GROUP,3066389,524,Marketing & Advertising
2015-06,Resources Group,Resources,NEWSQUEST MEDIA GROUP,3067356,607.45,Advertising
2015-06,Resources Group,Resources,NORTHGATE PUBLIC SERVICES (UK) LTD,3064412,687.4,Other Supplies & Services
2015-06,Resources Group,Resources,PHILIP COPPEL,3068825,2089.88,Other Supplies & Services
2015-06,Resources Group,Resources,ROYAL MAIL NORTH EAST,0,1440.12,Postages
2015-06,Resources Group,Resources,ROYAL MAIL NORTH EAST,0,1003.25,Postages
2015-06,Resources Group,Resources,ROYAL MAIL NORTH EAST,0,2420.28,Postages
2015-06,Resources Group,Resources,THE DOCUMENT MANAGEMENT GROUP,3067842,750,Ict Software Support & Maintenance
2015-06,Resources Group,Resources,THOMSON REUTERS,3069076,9646.13,Subscriptions
2015-06,Resources Group,Resources,WHISTL UK LIMITED,0,1180.38,Postages
2015-06,Resources Group,Resources,WHISTL UK LIMITED,0,804.15,Postages
2015-06,Resources Group,Resources,WHISTL UK LIMITED,0,920.32,Postages
2015-06,Resources Group,Resources,WHISTL UK LIMITED,0,1355.93,Postages
2015-06,Resources Group,Resources,WHISTL UK LIMITED,0,677.08,Postages
2015-06,Resources Group,Resources,WHISTL UK LIMITED,0,1851.56,Postages
2015-06,Resources Group,Resources,WHISTL UK LIMITED,0,1948.14,Postages
2015-06,Resources Group,Resources,WHISTL UK LIMITED,0,594.37,Postages
2015-06,Resources Group,Resources,WHISTL UK LIMITED,0,1193.83,Postages
2015-06,Resources Group,Resources,WHISTL UK LIMITED,0,596.26,Postages
2015-06,Resources Group,Resources,WHISTL UK LIMITED,0,1371.25,Postages
2015-06,Resources Group,Resources,WHISTL UK LIMITED,0,2016.55,Postages
2015-06,Resources Group,Finance,LOCAL GOVERNMENT ASSOCIATION,0,20586.5,Subscriptions
2015-06,Resources Group,Finance,PRICE WATERHOUSE COOPERS,3058985,14794,Professional Fees & Consultancy
2015-06,Resources Group,Finance,PRICE WATERHOUSE COOPERS,3058985,13561,Professional Fees & Consultancy
2015-06,Resources Group,Finance,SECURICOR CASH SERVICES LTD,0,985.45,Security Services
2015-06,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,0,8819.91,Telephone Costs
2015-06,Resources Group,ICT,DAISY COMMUNICATIONS LTD,0,6971.75,Telephone Costs
2015-06,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,0,3449.27,Telephone Costs
2015-06,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,0,3893.08,Telephone Costs
2015-06,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,3067048,1372,Counselling Recharge
2015-06,Resources Group,Human resources management,BODY 2 FIT LTD,3067051,1500,Physiotherapy Recharge
2015-06,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,0,3158,DBS Checks
2015-06,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,3051383,9761.78,Professional Fees & Consultancy
2015-06,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,3051383,10008.74,Professional Fees & Consultancy
2015-06,Resources Group,Human resources management,MH SAFETY SOLUTIONS,3067956,1125,Employee Training Course Costs
2015-06,Resources Group,Transformation,AIRCON REFRIGERATION LTD,3066615,845,Repairs - Electrical
2015-06,Resources Group,Transformation,ARC ASBESTOS REMOVAL CONSULTANTS,3066737,7872,Repairs - Asbestos Removal
2015-06,Resources Group,Transformation,BISHOP AUCKLAND GLAZING CO LTD,3065463,1485,Repairs - Mechanical
2015-06,Resources Group,Transformation,CHUBB ELECTRONIC SECURITY LTD,3068248,837.09,Repairs - Intruder Alarms
2015-06,Resources Group,Transformation,CITY CLEAN NORTHERN LTD,3065913,748,Building Cleaning
2015-06,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,0,2458.38,Electricity
2015-06,Resources Group,Transformation,CORONA ENERGY LTD,0,3891.68,Gas
2015-06,Resources Group,Transformation,CORONA ENERGY LTD,0,2283.67,Gas
2015-06,Resources Group,Transformation,CORONA ENERGY LTD,0,779.74,Gas
2015-06,Resources Group,Transformation,CORONA ENERGY LTD,0,1244.51,Gas
2015-06,Resources Group,Transformation,CORONA ENERGY LTD,0,567.98,Gas
2015-06,Resources Group,Transformation,CORONA ENERGY LTD,0,559.63,Gas
2015-06,Resources Group,Transformation,CORONA ENERGY LTD,0,8171.78,Gas
2015-06,Resources Group,Transformation,CORONA ENERGY LTD,0,3156.88,Gas
2015-06,Resources Group,Transformation,CORONA ENERGY LTD,0,749.42,Gas
2015-06,Resources Group,Transformation,CORONA ENERGY LTD,0,1012.16,Gas
2015-06,Resources Group,Transformation,CORONA ENERGY LTD,0,1171.26,Gas
2015-06,Resources Group,Transformation,CORONA ENERGY LTD,0,860.54,Gas
2015-06,Resources Group,Transformation,DAVID FRANCE,3067418,2655,Repairs - Building Fabric
2015-06,Resources Group,Transformation,DURHAM COUNTY COUNCIL,3063298,1486.1,Repairs - Lifts
2015-06,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,3067533,599.63,Repairs - Intruder Alarms
2015-06,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,3068752,983.06,Repairs - Door Entry System
2015-06,Resources Group,Transformation,FAB-TECH ENGINEERING (UK) LTD,3067751,600,Repairs - Building Fabric
2015-06,Resources Group,Transformation,FAB-TECH ENGINEERING (UK) LTD,3065528,2080,Repairs - Building Fabric
2015-06,Resources Group,Transformation,GUARDIAN ELECTRICAL SOLUTIONS,3066833,625,Cyclical - Electrical Installation Test
2015-06,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3067033,546.86,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3067033,546.86,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3067033,546.86,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3063585,645.92,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3063585,612.54,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3063585,796.63,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Transformation,HAYS SPECIALIST SERVICES,3063585,645.92,Agency Staff Costs - Non Teaching
2015-06,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3065964,3572,Repairs - Building Fabric
2015-06,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3065326,2274,Alterations & Improvements - Decoration
2015-06,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3065329,2889,Alterations & Improvements - Decoration
2015-06,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3065328,545,Alterations & Improvements - Decoration
2015-06,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3065327,1153,Alterations & Improvements - Decoration
2015-06,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3065330,1907,Alterations & Improvements - Decoration
2015-06,Resources Group,Transformation,MULTICORD,3067596,528,Building Repairs And Maintenance
2015-06,Resources Group,Transformation,NETWORK RAIL,3067864,2326,Rent Of Facilities
2015-06,Resources Group,Transformation,NORTHUMBRIAN WATER,0,977.84,Water Charges
2015-06,Resources Group,Transformation,NORTHUMBRIAN WATER,0,544.51,Water Charges
2015-06,Resources Group,Transformation,NORTHUMBRIAN WATER,0,7005.66,Water Charges
2015-06,Resources Group,Transformation,NORTHUMBRIAN WATER,0,2627.71,Water Charges
2015-06,Resources Group,Transformation,NORTHUMBRIAN WATER,0,547.2,Water Charges
2015-06,Resources Group,Transformation,NORTHUMBRIAN WATER,0,2259.48,Water Charges
2015-06,Resources Group,Transformation,NORTHUMBRIAN WATER,0,2102.22,Water Charges
2015-06,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1959.82,Water Charges
2015-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,587.85,Electricity
2015-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1137.52,Electricity
2015-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,949.3,Electricity
2015-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,525.86,Electricity
2015-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,559.65,Electricity
2015-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1086.55,Electricity
2015-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,20028.09,Electricity
2015-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1250.37,Electricity
2015-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1303.65,Electricity
2015-06,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,11798.52,Electricity
2015-06,Resources Group,Transformation,PORTABLE APPLIANCE SAFETY SERVICES,3068548,1820,Equipment
2015-06,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3068759,1429.75,Removal Costs - Staff Moves
2015-06,Resources Group,Transformation,STONE TECHNICAL SERVICES,3064971,860,Repairs - Building Fabric
2015-06,Resources Group,Transformation,TEAM (EAA LTD),3068022,1570.45,Ict Software Support & Maintenance
2015-06,Resources Group,Transformation,TEES & DURHAM ENERGY ADVICE (TADEA UK LTD),3067574,595,Professional Fees & Consultancy
2015-06,Resources Group,Transformation,TT ELECMECH LIMITED,3068639,595.25,Alterations & Improvements - Mechanical
2015-06,Resources Group,Transformation,WESTWOOD TIMBER & FENCING,3067999,590,Security Services
2015-06,Resources Group,Transformation,YESSS ELECTRICAL,3067858,2669.4,Repairs - Electrical
2015-06,Resources Group,Transformation,YESSS ELECTRICAL,3068455,4725,Repairs - Electrical
2015-06,Resources Group,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,3067609,965.83,Other Consumables
2015-06,Place,Building Design Services,BGP CONSULTING LIMITED,3069188,506.25,Consultancy Fees
2015-06,Place,Building Design Services,DE-POEL,0,923.74,Agency Staff Costs - Non Teaching
2015-06,Place,Building Design Services,DE-POEL,0,511.31,Agency Staff Costs - Non Teaching
2015-06,Place,Building Design Services,DE-POEL,0,883.58,Agency Staff Costs - Non Teaching
2015-06,Place,Building Design Services,DE-POEL,0,643.44,Agency Staff Costs - Non Teaching
2015-06,Place,Building Design Services,DE-POEL,0,837.68,Agency Staff Costs - Non Teaching
2015-06,Place,Building Design Services,DE-POEL,0,528.54,Agency Staff Costs - Non Teaching
2015-06,Place,Building Design Services,DE-POEL,0,895.05,Agency Staff Costs - Non Teaching
2015-06,Place,Building Design Services,HAYS SPECIALIST SERVICES,3062398,1109.99,Agency Staff Costs - Non Teaching
2015-06,Place,Building Design Services,KYOOB,3067894,500,Consultancy Fees
2015-06,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3068676,1009.89,Consultancy Fees
2015-06,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3068370,2091.92,Consultancy Fees
2015-06,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3068813,865.62,Consultancy Fees
2015-06,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3068369,2644.95,Consultancy Fees
2015-06,Place,Building Design Services,SPACE ARCHITECTURE (EUROPE) LTD,3068675,1110,Agency Staff Costs - Non Teaching
2015-06,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,3063453,845.7,Equipment
2015-06,Place,Commercial Services,ENERGY MAINTENANCE COMPANY LTD,3067277,1043,Equipment
