Date,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
2012-07,Resources Group,Resources,BLACK & WHITE ADVERTISING (URWIN GARTON),764.4,MARKETING & ADVERTISING
2012-07,Resources Group,Resources,BLACK & WHITE ADVERTISING (URWIN GARTON),702.98,MARKETING & ADVERTISING
2012-07,Resources Group,Resources,BLACK & WHITE ADVERTISING (URWIN GARTON),597.2,MARKETING & ADVERTISING
2012-07,Resources Group,Resources,GEOWISE LIMITED,6200,ICT SOFTWARE SUPPORT & MAINTENANCE
2012-07,Resources Group,Resources,IAN ROSS VIDEO & AUDIO VISUAL,798.45,ICT HARDWARE PURCHASE
2012-07,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1416,AGENCY STAFF COSTS - NON TEACHING
2012-07,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1208,AGENCY STAFF COSTS - NON TEACHING
2012-07,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1432,AGENCY STAFF COSTS - NON TEACHING
2012-07,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1184,AGENCY STAFF COSTS - NON TEACHING
2012-07,Resources Group,Resources,MULTICORD,528,EQUIPMENT
2012-07,Resources Group,Resources,MULTICORD,528,FIXTURES AND FITTINGS
2012-07,Resources Group,Resources,NEIL COOKSON,1317.5,CONSULTANCY FEES
2012-07,Resources Group,Resources,Q MATIC UK LTD,4522,ICT SOFTWARE SUPPORT & MAINTENANCE
2012-07,Resources Group,Resources,RICHARD T GRAHAM TA CITYCLEAN,680.58,BUILDING CLEANING
2012-07,Resources Group,Resources,ROYAL MAIL,1909.37,POSTAGES
2012-07,Resources Group,Resources,ROYAL MAIL NORTH EAST,1286.07,POSTAGES
2012-07,Resources Group,Resources,ROYAL MAIL NORTH EAST,1969.02,POSTAGES
2012-07,Resources Group,Resources,ROYAL MAIL NORTH EAST,1752.61,POSTAGES
2012-07,Resources Group,Resources,ROYAL MAIL NORTH EAST,1347.56,POSTAGES
2012-07,Resources Group,Resources,SAPPHIRE GB LTD,720,MARKETING & ADVERTISING
2012-07,Resources Group,Resources,TNT POST LTD,1302.34,POSTAGES
2012-07,Resources Group,Resources,TNT POST LTD,2464.68,POSTAGES
2012-07,Resources Group,Resources,TNT POST LTD,1286.32,POSTAGES
2012-07,Resources Group,Resources,TNT POST LTD,569.75,POSTAGES
2012-07,Resources Group,Resources,TNT POST LTD,948.64,POSTAGES
2012-07,Resources Group,Resources,TNT POST LTD,1147.09,POSTAGES
2012-07,Resources Group,Resources,TNT POST LTD,1168.53,POSTAGES
2012-07,Resources Group,Resources,TNT POST LTD,1283.02,POSTAGES
2012-07,Resources Group,Resources,TNT POST LTD,1086.05,POSTAGES
2012-07,Resources Group,Resources,TNT POST LTD,8992.59,POSTAGES
2012-07,Resources Group,Resources,TNT POST LTD,1238.74,POSTAGES
2012-07,Resources Group,Resources,TNT POST LTD,1645.34,POSTAGES
2012-07,Resources Group,Resources,TNT POST LTD,614.88,POSTAGES
2012-07,Resources Group,Resources,WATERSTONS,1785,INTERNET COSTS
2012-07,Resources Group,Finance,CAPITA CHILDRENS SERVICES LTD,1000,ICT HARDWARE SUPPORT & MAINTENANCE
2012-07,Resources Group,Finance,DURHAM COUNTY COUNCIL,131400,PENSION INCREASE PAY
2012-07,Resources Group,Finance,EDEN BROWN,632.1,AGENCY STAFF COSTS - NON TEACHING
2012-07,Resources Group,Finance,EDEN BROWN,636.4,AGENCY STAFF COSTS - NON TEACHING
2012-07,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637,ICT HARDWARE SUPPORT & MAINTENANCE
2012-07,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637,ICT HARDWARE SUPPORT & MAINTENANCE
