Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2015-04,Resources Group,Resources,COREPEOPLE RECRUITMENT LTD,3062390,569.65,Agency Staff Costs - Non Teaching
2015-04,Resources Group,Resources,COREPEOPLE RECRUITMENT LTD,3062390,553.1,Agency Staff Costs - Non Teaching
2015-04,Resources Group,Resources,COREPEOPLE RECRUITMENT LTD,3062390,610.28,Agency Staff Costs - Non Teaching
2015-04,Resources Group,Resources,COREPEOPLE RECRUITMENT LTD,3062390,590.72,Agency Staff Costs - Non Teaching
2015-04,Resources Group,Resources,DE-POEL,0,641.85,Agency Staff Costs - Non Teaching
2015-04,Resources Group,Resources,DE-POEL,0,613.67,Agency Staff Costs - Non Teaching
2015-04,Resources Group,Resources,DE-POEL,0,607.98,Agency Staff Costs - Non Teaching
2015-04,Resources Group,Resources,DE-POEL,0,509.27,Agency Staff Costs - Non Teaching
2015-04,Resources Group,Resources,EMG MEDIA AND MARKETING LTD,3066531,3808,Marketing & Advertising
2015-04,Resources Group,Resources,EMG MEDIA AND MARKETING LTD,3066530,3107.65,Marketing & Advertising
2015-04,Resources Group,Resources,FORENSIS,3066021,1814.4,Professional Fees & Consultancy
2015-04,Resources Group,Resources,ISAPPHIRE LTD,3065545,1047.66,Marketing & Advertising
2015-04,Resources Group,Resources,J L HARPHAM,3065585,559.55,Professional Fees & Consultancy
2015-04,Resources Group,Resources,KATE DODDS,3065572,900,Professional Fees & Consultancy
2015-04,Resources Group,Resources,KOMODO DESIGN LTD,3066058,609.35,Marketing & Advertising
2015-04,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3060864,1478.75,Agency Staff Costs - Non Teaching
2015-04,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3060864,1338.75,Agency Staff Costs - Non Teaching
2015-04,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3060864,1382.5,Agency Staff Costs - Non Teaching
2015-04,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3063588,1016,Agency Staff Costs - Non Teaching
2015-04,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3060864,1400,Agency Staff Costs - Non Teaching
2015-04,Resources Group,Resources,MISS SARAH GREENAN,3065579,500,Professional Fees & Consultancy
2015-04,Resources Group,Resources,MR RICHARD CLAYTON QC,3066706,875,Professional Fees & Consultancy
2015-04,Resources Group,Resources,MR STEPHEN AINSLEY,3065569,3900,Professional Fees & Consultancy
2015-04,Resources Group,Resources,NEIL COOKSON,3035690,527.5,Consultancy Fees
2015-04,Resources Group,Resources,NORTH EAST REGIONAL EMPLOYERS ORG,3066390,15680,Subscriptions
2015-04,Resources Group,Resources,NORTHGATE INFORMATION SOLUTIONS,3051005,966,Other Supplies & Services
2015-04,Resources Group,Resources,PRIMARY PUBLISHING TEESSIDE LTD,3066065,1190,Marketing & Advertising
2015-04,Resources Group,Resources,PROFESSOR ANN M MORTIMER,3066715,738.1,Professional Fees & Consultancy
2015-04,Resources Group,Resources,ROYAL MAIL NORTH EAST,0,1876.89,Postages
2015-04,Resources Group,Resources,TCS MEDIA,3063276,733,Marketing & Advertising
2015-04,Resources Group,Resources,WHISTL UK LIMITED,0,2485.45,Postages
2015-04,Resources Group,Resources,WHISTL UK LIMITED,0,948.42,Postages
2015-04,Resources Group,Resources,WHISTL UK LIMITED,0,737.13,Postages
