Date,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
2011-08,Corporate Services,Accountancy & Local Taxation,DICKINSON DEES LAW FIRM,2700,PROFESSIONAL FEES & CONSULTANCY
2011-08,Corporate Services,Accountancy & Local Taxation,DICKINSON DEES LAW FIRM,6345,PROFESSIONAL FEES & CONSULTANCY
2011-08,Corporate Services,Accountancy & Local Taxation,DICKINSON DEES LAW FIRM,10600,PROFESSIONAL FEES & CONSULTANCY
2011-08,Corporate Services,Accountancy & Local Taxation,EQUITA LTD,709.32,MATERIALS
2011-08,Corporate Services,Accountancy & Local Taxation,JO HAND RECRUITMENT,666.9,AGENCY STAFF COSTS - NON TEACHING
2011-08,Corporate Services,Accountancy & Local Taxation,PRICE WATERHOUSE COOPERS,32460,PROFESSIONAL FEES & CONSULTANCY
2011-08,Corporate Services,Accountancy & Local Taxation,SECURICOR CASH SERVICES LTD,565.45,SECURITY SERVICES
2011-08,Corporate Services,Accountancy & Local Taxation,SECURICOR CASH SERVICES LTD,1379.59,SECURITY SERVICES
2011-08,Corporate Services,Accountancy & Local Taxation,TWOFOLD LTD,1114.88,STATIONERY
2011-08,Corporate Services,Corporate Services,ADT FIRE & SECURITY PLC,1100.23,BUILDING REPAIRS AND MAINTENANCE
2011-08,Corporate Services,Corporate Services,BRITISH GAS TRADING LIMITED (ELECTRICITY,7408.51,GAS
2011-08,Corporate Services,Corporate Services,CHG MERIDAN COMPUTER LEASING UK LTD,1316.21,LEASING CHARGES
2011-08,Corporate Services,Corporate Services,CIPFA,850,SUBSCRIPTIONS
2011-08,Corporate Services,Corporate Services,CISILION LTD,3313,ICT HARDWARE PURCHASE
2011-08,Corporate Services,Corporate Services,CISILION LTD,1950,ICT HARDWARE PURCHASE
2011-08,Corporate Services,Corporate Services,CISILION LTD,1225,ICT HARDWARE PURCHASE
2011-08,Corporate Services,Corporate Services,DELOITTE LLP,47250,PROFESSIONAL FEES & CONSULTANCY
2011-08,Corporate Services,Corporate Services,GROUNDWORK NORTH EAST,4465,PROFESSIONAL FEES & CONSULTANCY
2011-08,Corporate Services,Corporate Services,IDOX SOFTWARE LTD,950,CONSULTANCY FEES
2011-08,Corporate Services,Corporate Services,IDOX SOFTWARE LTD,600,EMPLOYEE TRAINING COURSE COSTS
2011-08,Corporate Services,Corporate Services,MDNX ENTERPRISE SERVICES LTD,1290,ICT HARDWARE PURCHASE
2011-08,Corporate Services,Corporate Services,MDNX ENTERPRISE SERVICES LTD,1290,ICT HARDWARE PURCHASE
2011-08,Corporate Services,Corporate Services,NEIL WHELPTON ASSOCIATES LTD,4250,RENT OF FACILITIES
2011-08,Corporate Services,Corporate Services,NET-CTRL,4124.35,ICT HARDWARE PURCHASE
2011-08,Corporate Services,Corporate Services,NORTHUMBRIAN WATER,1138.57,WATER CHARGES
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,3779.51,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,1023.52,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,3095.68,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,12523.21,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,3410.99,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,3227.47,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,5231.05,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,10144.53,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,706.46,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,1073.54,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,1287.44,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,58720.88,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,548.47,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,712.31,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,4349.03,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,3877.93,ELECTRICITY
2011-08,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,2048.33,ELECTRICITY
2011-08,Corporate Services,Corporate Services,SCHOTT REMOVALS TRANSPORT LTD,1223.6,REMOVAL COSTS - STAFF MOVES
2011-08,Corporate Services,Corporate Services,STOREYS:SSP,907.93,ELECTRICITY
2011-08,Corporate Services,Corporate Services,STOREYS:SSP,682.48,ELECTRICITY
2011-08,Corporate Services,Corporate Services,STOREYS:SSP,42989.8,PREMISES INSURANCE
2011-08,Corporate Services,Corporate Services,STOREYS:SSP,41558.08,RENT OF FACILITIES
2011-08,Corporate Services,Corporate Services,TABS RECRUITMENT,2994.95,AGENCY STAFF COSTS - NON TEACHING
2011-08,Corporate Services,Corporate Services,TEAM (EAA LTD),9224,ICT SOFTWARE PURCHASE
2011-08,Corporate Services,Corporate Services,WORKERS EDUCATIONAL ASSOCIATION NE,3400,RENT OF FACILITIES
2011-08,Corporate Services,Human Resources,ALLIANCE PSYCHOLOGICAL SERVICES,1500,COUNSELLING RECHARGE
2011-08,Corporate Services,Human Resources,BODY 2 FIT LTD,1920,PHYSIOTHERAPY RECHARGE
2011-08,Corporate Services,Human Resources,CASTLE GROUP LTD,798,EQUIPMENT
2011-08,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,654.16,AGENCY STAFF COSTS - NON TEACHING
2011-08,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,692.64,AGENCY STAFF COSTS - NON TEACHING
2011-08,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,760.06,AGENCY STAFF COSTS - NON TEACHING
2011-08,Corporate Services,Human Resources,COREPEOPLE RECRUITMENT LTD,711.88,AGENCY STAFF COSTS - NON TEACHING
2011-08,Corporate Services,Human Resources,CRIMINAL RECORDS BUREAU,3500,CRB CHECKS
2011-08,Corporate Services,Human Resources,P & A MEDICAL LTD,560,MEDICAL
2011-08,Corporate Services,ICT & Printing,BT TELEPHONE PAYMENT CENTRE,23609.58,TELEPHONE COSTS
2011-08,Corporate Services,ICT & Printing,DAISY COMMUNICATIONS LTD,6361.53,TELEPHONE COSTS
2011-08,Corporate Services,ICT & Printing,DAISY COMMUNICATIONS LTD,6288.88,TELEPHONE COSTS
2011-08,Corporate Services,ICT & Printing,TALKTALK BUSINESS,921.5,TELEPHONE COSTS
2011-08,Corporate Services,ICT & Printing,TALKTALK BUSINESS,920.86,TELEPHONE COSTS
2011-08,Corporate Services,ICT & Printing,VIRGIN MEDIA BUSINESS LIMITED,1827.34,TELEPHONE COSTS
2011-08,Corporate Services,Legal & Democratic,CLOSE THORNTON,975,EXTERNAL LEGAL FEES
2011-08,Corporate Services,Legal & Democratic,EVAC & CHAIR INTERNATIONAL LTD,504,Cyclical-Evac Chairs
2011-08,Corporate Services,Legal & Democratic,EVERYTHING EVERYWHERE LIMITED,990,VOICE TELEPHONE EQUIPMENT
2011-08,Corporate Services,Legal & Democratic,LEXIS NEXIS,2415,BOOKS
2011-08,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1776,PROFESSIONAL FEES & CONSULTANCY
2011-08,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1415.25,PROFESSIONAL FEES & CONSULTANCY
2011-08,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1840.75,PROFESSIONAL FEES & CONSULTANCY
2011-08,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1813,PROFESSIONAL FEES & CONSULTANCY
2011-08,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1100.75,PROFESSIONAL FEES & CONSULTANCY
2011-08,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1720.5,PROFESSIONAL FEES & CONSULTANCY
2011-08,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1850,PROFESSIONAL FEES & CONSULTANCY
2011-08,Corporate Services,Legal & Democratic,NEIL COOKSON,1704.75,CONSULTANCY FEES
2011-08,Corporate Services,Legal & Democratic,NORTHUMBRIAN WATER,4394.4,WATER CHARGES
2011-08,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,1570.69,POSTAGES
2011-08,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,1584.91,POSTAGES
2011-08,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,1259.45,POSTAGES
2011-08,Corporate Services,Legal & Democratic,SITEIMPROVE LTD,2577.5,INTERNET COSTS
2011-08,Corporate Services,Legal & Democratic,TNT POST LTD,1878.86,POSTAGES
2011-08,Corporate Services,Legal & Democratic,TNT POST LTD,1729.16,POSTAGES
2011-08,Corporate Services,Legal & Democratic,TNT POST LTD,1844.4,POSTAGES
2011-08,Corporate Services,Legal & Democratic,TNT POST LTD,1020.64,POSTAGES
