Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2015-11,Resources Group,Resources,ACCESS POINT LTD,3072770,735,Marketing & Advertising
2015-11,Resources Group,Resources,ASSOCIATION OF ELECTORAL ADMINISTRATORS,3074617,665,Employee Training Course Costs
2015-11,Resources Group,Resources,DONOVAN GRAPHICS LTD,3074578,1327,Marketing & Advertising
2015-11,Resources Group,Resources,ELIZABETH CALLAGHAN,3075084,5850,Professional Fees & Consultancy
2015-11,Resources Group,Resources,ISAPPHIRE LTD,3074613,500,Marketing & Advertising
2015-11,Resources Group,Resources,ISAPPHIRE LTD,3074580,500,Marketing & Advertising
2015-11,Resources Group,Resources,KATE DODDS,3074494,1200,Professional Fees & Consultancy
2015-11,Resources Group,Resources,KOMODO DESIGN LTD,3075339,670.5,Marketing & Advertising
2015-11,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3069451,1417.5,Agency Staff Costs - Non Teaching
2015-11,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3069451,1513.75,Agency Staff Costs - Non Teaching
2015-11,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3069451,1452.5,Agency Staff Costs - Non Teaching
2015-11,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3069451,1478.75,Agency Staff Costs - Non Teaching
2015-11,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3069451,1531.25,Agency Staff Costs - Non Teaching
2015-11,Resources Group,Resources,MISS COLLETTE PRICE,3075097,550,Professional Fees & Consultancy
2015-11,Resources Group,Resources,MRS GILLIAN KANE,3075094,4700,Professional Fees & Consultancy
2015-11,Resources Group,Resources,NEWSQUEST MEDIA GROUP,3066389,524,Marketing & Advertising
2015-11,Resources Group,Resources,NORTHGATE PUBLIC SERVICES (UK) LTD,3043554,550,Ict Software Support & Maintenance
2015-11,Resources Group,Resources,NORTHGATE PUBLIC SERVICES (UK) LTD,3043554,550,Ict Software Support & Maintenance
2015-11,Resources Group,Resources,NORTHGATE PUBLIC SERVICES (UK) LTD,3043554,550,Ict Software Support & Maintenance
2015-11,Resources Group,Resources,ROYAL MAIL NORTH EAST,0,1054.57,Postages
2015-11,Resources Group,Resources,ROYAL MAIL NORTH EAST,0,1384.15,Postages
2015-11,Resources Group,Resources,ROYAL MAIL NORTH EAST,0,1236.34,Postages
2015-11,Resources Group,Resources,ROYAL MAIL NORTH EAST,0,1054.36,Postages
2015-11,Resources Group,Resources,TCS MEDIA,3065726,5034,Marketing & Advertising
2015-11,Resources Group,Resources,THE LAW SOCIETY,3075095,3464,Subscriptions
2015-11,Resources Group,Resources,WHISTL UK LIMITED,0,1354.53,Postages
2015-11,Resources Group,Resources,WHISTL UK LIMITED,0,1550.26,Postages
2015-11,Resources Group,Resources,WHISTL UK LIMITED,0,1447.63,Postages
2015-11,Resources Group,Resources,WHISTL UK LIMITED,0,2474.84,Postages
2015-11,Resources Group,Resources,WHISTL UK LIMITED,0,2118.18,Postages
2015-11,Resources Group,Resources,WHISTL UK LIMITED,0,2196.68,Postages
2015-11,Resources Group,Resources,WHISTL UK LIMITED,0,2759.11,Postages
2015-11,Resources Group,Resources,WHISTL UK LIMITED,0,1510.83,Postages
2015-11,Resources Group,Resources,WHISTL UK LIMITED,0,2284.03,Postages
2015-11,Resources Group,Resources,WHISTL UK LIMITED,0,1513.01,Postages
2015-11,Resources Group,Finance,COLLIERS INTERNATIONAL,3074934,12739.78,Other Supplies & Services
2015-11,Resources Group,Finance,ERNST & YOUNG LLP,3075276,25544,Professional Fees & Consultancy
2015-11,Resources Group,Finance,LG FUTURES,0,995,Subscriptions
2015-11,Resources Group,Finance,OXFORD COMPUTER CONSULTANTS,3075051,4884,Ict Software Purchase
2015-11,Resources Group,Finance,SECURICOR CASH SERVICES LTD,0,985.64,Security Services
2015-11,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,0,6760.81,Telephone Costs
2015-11,Resources Group,ICT,DAISY COMMUNICATIONS LTD,0,6978.41,Telephone Costs
2015-11,Resources Group,ICT,MACFARLANE TELESYSTEMS LIMITED (MTS),3069735,66001.6,Ict Hardware Support & Maintenance
2015-11,Resources Group,ICT,MACFARLANE TELESYSTEMS LIMITED (MTS),3072753,1830,Ict Hardware Purchase
2015-11,Resources Group,ICT,UNIFY ENTERPRISE COMMUNICATIONS LTD,0,5548,Equipment
2015-11,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,0,3734.4,Telephone Costs
2015-11,Resources Group,ICT,VODAFONE,0,2664.21,Telephone Costs
2015-11,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,3067048,1421,Counselling Recharge
2015-11,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,3067048,1225,Counselling Recharge
2015-11,Resources Group,Human resources management,BODY 2 FIT LTD,3067051,1900,Physiotherapy Recharge
2015-11,Resources Group,Human resources management,BODY 2 FIT LTD,3067051,2400,Physiotherapy Recharge
2015-11,Resources Group,Human resources management,BOND DICKINSON,3065636,2100,Professional Fees & Consultancy
2015-11,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,0,3326,DBS Checks
2015-11,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,3073918,2235,Employee Related Health Schemes
2015-11,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,3067011,9761.78,Professional Fees & Consultancy
2015-11,Resources Group,Transformation,AIRCON REFRIGERATION LTD,3067590,530,Cyclical - Air Conditioning
2015-11,Resources Group,Transformation,AIRCON REFRIGERATION LTD,3067744,760,Cyclical - Air Conditioning
2015-11,Resources Group,Transformation,ARROW INDUSTRIAL GROUP LTD,3073535,1503,Repairs - Door Entry System
2015-11,Resources Group,Transformation,CANON (UK) LIMITED,3072315,1216.49,Ict Hardware Purchase
2015-11,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,0,2443.59,Electricity
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,574.35,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,899.09,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,795.59,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,946.78,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,7407.43,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,1413.32,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,1099.93,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,1321.1,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,702.46,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,4094.41,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,4034.2,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,575.52,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,1955.47,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,3472.23,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,509.9,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,5425.23,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,751.18,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,577.43,Gas
2015-11,Resources Group,Transformation,CORONA ENERGY LTD,0,773.73,Gas
2015-11,Resources Group,Transformation,CROSSLING LTD,3073419,507,Repairs - Mechanical
2015-11,Resources Group,Transformation,CROSSLING LTD,3073181,2350,Repairs - Mechanical
2015-11,Resources Group,Transformation,DARLINGTON SCAFFOLDING LTD,3074446,1500,Repairs - Building Fabric
2015-11,Resources Group,Transformation,EDEN ASSOCIATES,3073706,595,Professional Fees & Consultancy
2015-11,Resources Group,Transformation,FRANCIS CONSTRUCTION,3069991,1691.67,Repairs - Building Fabric
2015-11,Resources Group,Transformation,GUARDIAN ELECTRICAL SOLUTIONS,3073366,4419,Cyclical - Electrical Installation Test
2015-11,Resources Group,Transformation,HILL BASTIN INTERIORS LTD,3072952,2891,Repairs - Building Fabric
2015-11,Resources Group,Transformation,HYGIENE SUPPLIES DIRECT LTD,3075389,550,Alterations & Improvements - Electrical
2015-11,Resources Group,Transformation,LLOYDS BRITISH TESTING CO LTD,3074190,2232.5,Repairs - Building Fabric
2015-11,Resources Group,Transformation,LLOYDS BRITISH TESTING CO LTD,3074229,680,Cyclical-Lift Maintenance
2015-11,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3074485,1530,Repairs - Building Fabric
2015-11,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3075352,800,Repairs - Building Fabric
2015-11,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3072387,2150,Repairs - Building Fabric
2015-11,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1207.68,Water Charges
2015-11,Resources Group,Transformation,NORTHUMBRIAN WATER,0,801.27,Water Charges
2015-11,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1763.02,Water Charges
2015-11,Resources Group,Transformation,NORTHUMBRIAN WATER,0,2564.49,Water Charges
2015-11,Resources Group,Transformation,NORTHUMBRIAN WATER,0,988.81,Water Charges
2015-11,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1153.76,Water Charges
2015-11,Resources Group,Transformation,NORTHUMBRIAN WATER,0,3823.72,Water Charges
2015-11,Resources Group,Transformation,NORTHUMBRIAN WATER,0,754.88,Water Charges
2015-11,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1036.41,Water Charges
2015-11,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1074.38,Water Charges
2015-11,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1785.1,Water Charges
2015-11,Resources Group,Transformation,NORTHUMBRIAN WATER,0,1624.19,Water Charges
2015-11,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1092.73,Electricity
2015-11,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,611.11,Electricity
2015-11,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,573.99,Electricity
2015-11,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1249.92,Electricity
2015-11,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1261.4,Electricity
2015-11,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,7951.71,Electricity
2015-11,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,22279.73,Electricity
2015-11,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,762.15,Electricity
2015-11,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1493.33,Electricity
2015-11,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1138.68,Electricity
2015-11,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,3382.3,Electricity
2015-11,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1252.8,Electricity
2015-11,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,1339.26,Electricity
2015-11,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,2880.62,Electricity
2015-11,Resources Group,Transformation,NPOWER NORTHERN FINANCE,0,756.58,Electricity
2015-11,Resources Group,Transformation,NPOWER NORTHERN LTD,0,700,Electricity
2015-11,Resources Group,Transformation,OTIS PLC,3074952,1205.2,Cyclical-Lift Maintenance
2015-11,Resources Group,Transformation,OTIS PLC,3074954,2518.88,Cyclical-Lift Maintenance
2015-11,Resources Group,Transformation,OTIS PLC,3074953,2518.88,Cyclical-Lift Maintenance
2015-11,Resources Group,Transformation,OTIS PLC,3053888,2518.88,Cyclical-Lift Maintenance
2015-11,Resources Group,Transformation,RIDER INDUSTRIAL & SPECIALIST CLEANING,3073922,799,Repairs - Mechanical
2015-11,Resources Group,Transformation,RIDER INDUSTRIAL & SPECIALIST CLEANING,3073090,789,Repairs - Building Fabric
2015-11,Resources Group,Transformation,RIDER INDUSTRIAL & SPECIALIST CLEANING,3071201,1288,Repairs - Building Fabric
2015-11,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3074955,1463,Equipment
2015-11,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,3074811,1170.4,Equipment
2015-11,Resources Group,Transformation,SIEMENS FINANCIAL SERVICES LTD,3065743,1695.79,Leasing Charges
2015-11,Resources Group,Transformation,SIGNS EXPRESS (SOUTH DURHAM),3069960,4946,Signage
2015-11,Resources Group,Transformation,T W WARD INDUSTRIAL BOILERS,3072266,6151.64,Repairs - Mechanical
2015-11,Resources Group,Transformation,THE BSS GROUP PLC,3074638,621.92,Repairs - Mechanical
2015-11,Resources Group,Transformation,UPNORTH FOODSERVICE EQUIPMENT LIMITED,3074946,713.28,Equipment
2015-11,Resources Group,Transformation,YESSS ELECTRICAL,3074132,655,Repairs - Mechanical
2015-11,Resources Group,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,3073889,1096.31,Other Consumables
2015-11,Place,Building Design Services,BAKER MALLETT LLP,3075212,2967,Consultancy Fees
2015-11,Place,Building Design Services,BGP CONSULTING LIMITED,3070821,1110,Consultancy Fees
2015-11,Place,Building Design Services,DE-POEL,0,895.05,Agency Staff Costs - Non Teaching
2015-11,Place,Building Design Services,DE-POEL,0,889.31,Agency Staff Costs - Non Teaching
2015-11,Place,Building Design Services,DE-POEL,0,654.08,Agency Staff Costs - Non Teaching
2015-11,Place,Building Design Services,DE-POEL,0,728.66,Agency Staff Costs - Non Teaching
2015-11,Place,Building Design Services,DE-POEL,0,820.46,Agency Staff Costs - Non Teaching
2015-11,Place,Building Design Services,DE-POEL,0,870.2,Agency Staff Costs - Non Teaching
2015-11,Place,Building Design Services,DE-POEL,0,595.4,Agency Staff Costs - Non Teaching
2015-11,Place,Building Design Services,DESCO,3075213,3000,Consultancy Fees
2015-11,Place,Building Design Services,HAYS SPECIALIST SERVICES,3072760,1098.11,Agency Staff Costs - Non Teaching
2015-11,Place,Building Design Services,HAYS SPECIALIST SERVICES,3072760,1114.51,Agency Staff Costs - Non Teaching
2015-11,Place,Building Design Services,HAYS SPECIALIST SERVICES,3072760,1044.1,Agency Staff Costs - Non Teaching
2015-11,Place,Building Design Services,HAYS SPECIALIST SERVICES,3072760,1095.85,Agency Staff Costs - Non Teaching
2015-11,Place,Building Design Services,HAYS SPECIALIST SERVICES,3072760,1109.99,Agency Staff Costs - Non Teaching
