Date,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
2010-12,Corporate Services,Accountancy & Local Taxation,CIPFA,978.53,BOOKS
2010-12,Corporate Services,Accountancy & Local Taxation,DICKINSON DEES LAW FIRM,4202,PROFESSIONAL FEES & CONSULTANCY
2010-12,Corporate Services,Accountancy & Local Taxation,LEXIS NEXIS,819,BOOKS
2010-12,Corporate Services,Accountancy & Local Taxation,PRICE WATERHOUSE COOPERS,21760,PROFESSIONAL FEES & CONSULTANCY
2010-12,Corporate Services,Accountancy & Local Taxation,SECURICOR CASH SERVICES LTD,1379.59,SECURITY SERVICES
2010-12,Corporate Services,Accountancy & Local Taxation,SECURICOR CASH SERVICES LTD,615.86,SECURITY SERVICES
2010-12,Corporate Services,Corporate Assurance,RMS BENTLEY JENNISON,2000,ICT SOFTWARE SUPPORT & MAINTENANCE
2010-12,Corporate Services,Corporate Services,ADT FIRE & SECURITY PLC,634,BURGLAR ALARMS
2010-12,Corporate Services,Corporate Services,BOURTON GROUP,11615,PROFESSIONAL FEES & CONSULTANCY
2010-12,Corporate Services,Corporate Services,BRITISH GAS TRADING LIMITED (ELECTRICITY,3888.72,GAS
2010-12,Corporate Services,Corporate Services,BRITISH GAS TRADING LIMITED (ELECTRICITY,2435.32,GAS
2010-12,Corporate Services,Corporate Services,BRITISH GAS TRADING LIMITED (ELECTRICITY,10179.61,GAS
2010-12,Corporate Services,Corporate Services,CHG MERIDAN COMPUTER LEASING UK LTD,1316.21,EQUIPMENT
2010-12,Corporate Services,Corporate Services,EVOLUTION,1377.4,HOSPITALITY & ROOM HIRE
2010-12,Corporate Services,Corporate Services,LATIMER HINKS,3625,RENT OF FACILITIES
2010-12,Corporate Services,Corporate Services,MOTT MACDONALD,16000,PROFESSIONAL FEES & CONSULTANCY
2010-12,Corporate Services,Corporate Services,NEIL WHELPTON ASSOCIATES LTD,4250,RENT OF FACILITIES
2010-12,Corporate Services,Corporate Services,NORTHUMBRIAN WATER,3407.32,WATER CHARGES
2010-12,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,5196.99,ELECTRICITY
2010-12,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,12047.2,ELECTRICITY
2010-12,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,588.04,ELECTRICITY
2010-12,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,805.62,ELECTRICITY
2010-12,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,3871,ELECTRICITY
2010-12,Corporate Services,Human Resources,BODY 2 FIT LTD,2100,PHYSIOTHERAPY RECHARGE
2010-12,Corporate Services,Human Resources,SYD STRIKE TRAINING SOLUTIONS,670,TRAINING
2010-12,Corporate Services,ICT & Printing,VIRGIN MEDIA BUSINESS LIMITED,13805.44,TELEPHONE COSTS
2010-12,Corporate Services,Legal & Democratic,ADT FIRE & SECURITY PLC,6912.67,FIRE EXTINGUISHERS & EQUIPMENT
2010-12,Corporate Services,Legal & Democratic,IAN ROSS VIDEO & AUDIO VISUAL,2175,FIXTURES AND FITTINGS
2010-12,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1523.29,PROFESSIONAL FEES & CONSULTANCY
2010-12,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1714.21,PROFESSIONAL FEES & CONSULTANCY
2010-12,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,1773.04,PROFESSIONAL FEES & CONSULTANCY
2010-12,Corporate Services,Legal & Democratic,NEIL COOKSON,2284.75,PROFESSIONAL FEES & CONSULTANCY
2010-12,Corporate Services,Legal & Democratic,NEOPOST LTD (FRANKING ONLY),2000,POSTAGES
2010-12,Corporate Services,Legal & Democratic,OTIS PLC,2092.16,REPAIRS AND MAINTENANCE
2010-12,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,1830.03,POSTAGES
2010-12,Corporate Services,Legal & Democratic,TNT POST LTD,1472.34,POSTAGES
2010-12,Corporate Services,Legal & Democratic,TNT POST LTD,558.95,POSTAGES
2010-12,Corporate Services,Legal & Democratic,TNT POST LTD,1385.01,POSTAGES
2010-12,Corporate Services,Legal & Democratic,TNT POST LTD,519.13,POSTAGES
