Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2015-10-01,601149971,4788.9,0,4788.9,Redacted Data,"Community, Health & Social Care",Long Term Carers Respite
Salford City Council,2015-10-01,601149883,3024.56,0,3024.56,Capstone Foster Care (North) Ltd,Capital Expenditure,VAT Adjustment
Salford City Council,2015-10-01,1600547063,558.27,0,558.27,Federation Of Jewish Services,Children's Services,Payments to Agencies
Salford City Council,2015-10-01,601151093,567,0,567,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2015-10-01,601151146,567.45,0,567.45,Saanvi Consultancy Limited,"Community, Health & Social Care",Client Medical fees
Salford City Council,2015-10-01,1600544945,574.56,95.76,478.8,Manbat Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-10-01,601151149,600,0,600,Redacted Data,"Community, Health & Social Care",Client Medical fees
Salford City Council,2015-10-01,6001868988,645.2,0,645.2,Living Ambitions (Moving On Up,Children's Services,SS Income Support to Independent Clients
Salford City Council,2015-10-01,601151098,665.76,110.96,554.8,Cartridge Care Ltd,Children's Services,Computer Consumables
Salford City Council,2015-10-01,601149703,671.86,103.1,568.76,Safestore Ltd,Sustainable Regeneration,Contract Hire
Salford City Council,2015-10-01,1600547057,754.02,0,754.02,Federation Of Jewish Services,Children's Services,Payments to Agencies
Salford City Council,2015-10-01,1600545322,877.78,146.3,731.48,Digital Id,Sustainable Regeneration,Printing & Photocopying
Salford City Council,2015-10-01,1600545029,900,150,750,A&D Transport,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-10-01,1600545460,941.4,156.9,784.5,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Air conditioning and handling
Salford City Council,2015-10-01,1600545108,1000,0,1000,Beehive Manchester Limited,Children's Services,Pupil Assistance
Salford City Council,2015-10-01,601151096,1080,180,900,Hays Recruitment,Children's Services,Agency Fees
Salford City Council,2015-10-01,601150615,1083.45,0,1083.45,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-10-01,1600544946,1128,188,940,Asbestos Clearance And Disposal Ser,Sustainable Regeneration,UV Day to Day Repairs
Salford City Council,2015-10-01,1600545081,1179.6,196.6,983,Consolor Ltd,"Community, Health & Social Care",Equipment-special
Salford City Council,2015-10-01,601150986,1200,0,1200,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-10-01,601150678,1248,208,1040,Eddisons Commercial,Environment and Community Safety,Rents
Salford City Council,2015-10-01,601149506,1332.87,0,1332.87,Bgc Brokers Lp,Capital Expenditure,Debt Management Expenses
Salford City Council,2015-10-01,601151092,1344,0,1344,Redacted Data,"Community, Health & Social Care",Payment to social care clients
Salford City Council,2015-10-01,1600545319,1377,229.5,1147.5,Metric Group Limited,Sustainable Regeneration,General Repairs
Salford City Council,2015-10-01,1600545216,1440,240,1200,Datalogic Solutions Ltd,Corporate Business,IT  Licence Fees
Salford City Council,2015-10-01,1600545079,1470,245,1225,Consolor Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-10-01,601149509,1520.55,0,1520.55,Tullett Prebon (Uk) Ltd,Capital Expenditure,Debt Management Expenses
Salford City Council,2015-10-01,1600545030,1564.87,260.81,1304.06,Phs Compliance,Capital Expenditure,Works & Building
