Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2016-08-01,601172155,757.2,126.2,631,Adt Fire And Security Plc,Children's Services,Security Sys R & Mnt
Salford City Council,2016-08-01,601172156,1910.4,318.4,1592,Adt Fire And Security Plc,Children's Services,Security Sys R & Mnt
Salford City Council,2016-08-01,1600566950,6000,1000,5000,Arch,Capital Expenditure,Trans-service users
Salford City Council,2016-08-01,1600565612,707.57,117.93,589.64,Arjohuntleigh Uk,Sustainable Regeneration,Equipment Repair
Salford City Council,2016-08-01,601171340,806.16,134.36,671.8,Ashtead Plant Hire Co Ltd,Corporate Business,Equipment Hire
Salford City Council,2016-08-01,601171341,806.16,134.36,671.8,Ashtead Plant Hire Co Ltd,Corporate Business,Equipment Hire
Salford City Council,2016-08-01,601171343,806.16,134.36,671.8,Ashtead Plant Hire Co Ltd,Corporate Business,Equipment Hire
Salford City Council,2016-08-01,601171344,806.16,134.36,671.8,Ashtead Plant Hire Co Ltd,Corporate Business,Equipment Hire
Salford City Council,2016-08-01,1600567155,2910,0,2910,Autistic Society Gtr Manchester,Children's Services,Payts to Agencies
Salford City Council,2016-08-01,1600567375,1765.62,0,1765.62,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2016-08-01,601172161,3800,0,3800,C Smithies Builders,Capital Expenditure,Improvement Grants
Salford City Council,2016-08-01,601172165,8000,0,8000,C Smithies Builders,Capital Expenditure,Improvement Grants
Salford City Council,2016-08-01,1600567896,521.63,86.94,434.69,Churches Fire And Security Limited,Sustainable Regeneration,UV Light/Fire
Salford City Council,2016-08-01,1600567924,1800,300,1500,Churches Fire And Security Limited,Children's Services,UV Light/Fire
Salford City Council,2016-08-01,1600567925,1800,300,1500,Churches Fire And Security Limited,Children's Services,UV Light/Fire
Salford City Council,2016-08-01,1600567932,552.96,92.16,460.8,Churches Fire And Security Limited,Sustainable Regeneration,UV Light/Fire
Salford City Council,2016-08-01,1600566974,23588,0,23588,Community Forest Trust Ltd,Capital Expenditure,Other Works
Salford City Council,2016-08-01,601171944,1080,180,900,Comtreat Ltd,Corporate Business,Cleaning Services
Salford City Council,2016-08-01,1600567099,663.12,0,663.12,Cumberland & Westmorland Schools Lt,Children's Services,Taxis for service users
Salford City Council,2016-08-01,601172181,7038.86,0,7038.86,David Marlow Building Contractor Lt,Capital Expenditure,Improvement Grants
Salford City Council,2016-08-01,601172163,5396.68,0,5396.68,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
