Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2015-12-01,601155100,2232,372,1860,Ahmedia Ltd,"Community, Health & Social Care",Training of Staff
Salford City Council,2015-12-01,601155102,2232,372,1860,Ahmedia Ltd,"Community, Health & Social Care",Training of Staff
Salford City Council,2015-12-01,601155105,6500,0,6500,Blessed Thomas Holford College,Children's Services,Training expenses
Salford City Council,2015-12-01,601154587,1088,0,1088,Brookvale Care Home,"Community, Health & Social Care",Day Care
Salford City Council,2015-12-01,601155101,37500,6250,31250,Capital Properties (Uk) Ltd,Office of the Chief Executive,Other Prof Fees
Salford City Council,2015-12-01,601154099,8570.4,1428.4,7142,Ci Electrics,Children's Services,nonuv Build Rp&Maint
Salford City Council,2015-12-01,601155093,2850,475,2375,Complete Background Screening Ltd,Corporate Business,Other Prof Fees
Salford City Council,2015-12-01,601154275,750.95,125.16,625.79,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2015-12-01,601154274,906.42,151.07,755.35,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2015-12-01,1600549498,10080,1680,8400,Futuregov Ltd,"Community, Health & Social Care",Consultants
Salford City Council,2015-12-01,1600550042,504,84,420,G Jones Builders,Sustainable Regeneration,nonuv Build Rp&Maint
Salford City Council,2015-12-01,1600551258,1270.08,211.68,1058.4,Horticon Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-12-01,1600549499,1000,166.67,833.33,Howdens,Capital Expenditure,Ext Fees-Architects
Salford City Council,2015-12-01,601155104,25375.61,4229.27,21146.34,Network Rail,Capital Expenditure,Other Works
Salford City Council,2015-12-01,601154698,2125.47,0,2125.47,Nhs Property Services Ltd,"Community, Health & Social Care",Rents
Salford City Council,2015-12-01,601154700,2553.87,0,2553.87,Nhs Property Services Ltd,"Community, Health & Social Care",Rents
Salford City Council,2015-12-01,1600551036,712.8,118.8,594,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-12-01,1600551131,712.8,118.8,594,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-12-01,1600550342,2500,0,2500,Police And Crime Commissioner For,Environment and Community Safety,Training expenses
Salford City Council,2015-12-01,1600549501,670.27,111.71,558.56,Qbs Software Ltd,Corporate Business,Computer Software
Salford City Council,2015-12-01,6001910986,6477.92,0,6477.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-12-01,6001910750,3036.46,0,3036.46,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-12-01,6001911067,2813.36,0,2813.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-12-01,6001911001,2571.36,0,2571.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-12-01,6001910989,2453.32,0,2453.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-12-01,6001910979,2182.56,0,2182.56,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-12-01,6001910863,2140,0,2140,Redacted Data,"Community, Health & Social Care",Payt to care clients
