Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
10016524,TRANSPORT FOR LONDON,544071,FUNCTIONAL BODY GRANT PAYMENT,CHAPS514,118379401.60,2015-12-15,RESOURCES,Highways and transport services
10016524,TRANSPORT FOR LONDON,544071,FUNCTIONAL BODY GRANT PAYMENT,CHAPS533,71226538.00,2015-12-23,RESOURCES,Highways and transport services
10005804,GREATER LONDON AUTHORITY,542320,SHARED SERVICES FEES,5108635487,3580089.03,2015-12-30,Housing & Land,Housing & Land Services
10016524,TRANSPORT FOR LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108637477,3100000.00,2016-01-06,Development & Environment,Capital
18000016,MOAT HOUSING SOCIETY LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033751,3060000.00,2015-12-16,Housing,Capital
10020937,LONDON & PARTNERS,544075,GRANTS TO EXTERNAL ORGANISATIONS,CHAPS530,2769000.00,2015-12-22,COMMUNITIES & INTELLIGENCE,Cultural & related services
10007096,R B KINGSTON UPON THAMES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108635087,2401971.00,2015-12-16,Housing,Capital
10023412,POCKET LIVING 2013 LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108634555,2094600.80,2015-12-15,Housing,Capital
10016643,AMAS LTD,510400,COMMERCIAL PROPERTY RENT,1900033741,1673907.50,2015-12-21,Resources,Support Costs
10023412,POCKET LIVING 2013 LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108634554,1637000.80,2015-12-15,Housing,Capital
15500097,LONDON BOROUGH OF CAMDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108622181,1400732.00,2015-12-16,Housing,Capital
18000040,CATALYST HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033743,1101250.00,2015-12-15,Housing,Capital
10017866,JACK MORTON WORLDWIDE,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108642577,986108.71,2015-12-23,External Affairs,Cultural & related services
18000063,CIRCLE ANGLIA LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900031237,815940.00,2015-12-23,Housing,Capital
18000063,CIRCLE ANGLIA LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033985,815940.00,2015-12-23,Housing,Capital
10017866,JACK MORTON WORLDWIDE,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108645693,791599.90,2016-01-06,External Affairs,Cultural & related services
18000119,CATALYST COMMUNITIES H.A. LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033736,732384.00,2015-12-14,Housing,Capital
18000027,HOME GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900032511,721450.00,2015-12-17,Housing,Capital
18000027,HOME GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033763,721450.00,2015-12-17,Housing,Capital
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033804,720000.00,2015-12-22,Housing,Capital
10024343,ITM POWER TRADING LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108637475,613350.84,2016-01-05,"Development, Enterprise & Environment",Environmental Initiatives
10025276,THE SILVERTOWN PARTNERSHIP LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108634710,567865.68,2015-12-16,Housing,Capital
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033765,512500.00,2015-12-17,Housing,Capital
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033808,480000.00,2015-12-22,Housing,Capital
10023412,POCKET LIVING 2013 LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108634629,452484.43,2015-12-15,Housing,Capital
18000124,AMICUSHORIZON LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033794,434531.00,2015-12-21,Housing,Capital
18000049,THE GUINNESS TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033811,388500.00,2015-12-22,Housing,Capital
16001167,DHF,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108637746,373100.66,2016-01-06,"Development, Enterprise & Environment",Environmental Initiatives
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033753,369600.00,2015-12-16,Housing,Capital
10020101,DRS DATA SERVICES LIMITED,542355,OTHER PROFESSIONAL FEES,5108623545,367985.00,2015-12-18,Assembly & Secretariat,Central services
CPO,PINSENT MASON LLP,542420,CLAIM SETTLEMENTS,1900033813,355904.02,2015-12-29,Housing,Capital
10017217,MUSEUM OF LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,CHAPS510,316000.00,2015-12-14,COMMUNITIES & INTELLIGENCE,Cultural & related services
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033802,300000.00,2015-12-22,Housing,Capital
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033806,299000.00,2015-12-22,Housing,Capital
18000119,CATALYST COMMUNITIES H.A. LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033735,282150.00,2015-12-14,Housing,Capital
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033801,270000.00,2015-12-22,Housing,Capital
18000013,SANCTUARY HOUSING ASSOCIATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033742,253750.00,2015-12-15,Housing,Capital
10016656,ARTICHOKE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108637465,250000.00,2015-12-23,Communities and Intelligence,Cultural & related services
10006059,LB OF HARINGEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108631296,242460.00,2015-12-14,Housing,Capital
18000063,CIRCLE ANGLIA LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900031236,218273.00,2015-12-23,Housing,Capital
18000063,CIRCLE ANGLIA LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033984,218272.00,2015-12-23,Housing,Capital
18000052,ST MUNGO COMMUNITY HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033792,194442.00,2015-12-21,Housing,Capital
10007104,LONDON BOROUGH OF ENFIELD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108635327,183259.00,2015-12-16,Development & Environment,Economic Development
18000161,LONDON BOROUGH OF ENFIELD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108631333,183004.84,2015-12-18,Development & Environment,Economic Development
18000023,OCTAVIA HOUSING AND CARE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033773,180000.00,2015-12-18,Housing,Capital
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033803,180000.00,2015-12-22,Housing,Capital
13000520,BARHALE CONSTRUCTION PLC,542002,CONSULTANCY-PROJECT MANAGEMENT,5108642331,178851.17,2015-12-29,Housing & Land,Housing & Land Services
18000051,VIRIDIAN HOUSING,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033791,178500.00,2015-12-21,Housing,Capital
18000051,VIRIDIAN HOUSING,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033979,178500.00,2015-12-23,Housing,Capital
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900033744,163339.00,2015-12-16,Housing,Capital
