Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
10022138,HARINGEY COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,5109540970,3140196.83,2019-06-12,HOUSING & REGENERATN,CAPITAL
10018835,RICHMOND UPON THAMES COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109535422,2698281.50,2019-06-05,TRANSPORT & ENVIRONM,CAPITAL
10016643,AMAS LTD,510400,COMMERCIAL PROPERTY RENT,1900044914,1988077.00,2019-06-20,RESOURCES,SUPPORT COSTS
10022138,HARINGEY COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,5109537384,1896735.82,2019-06-11,HOUSING & REGENERATN,CAPITAL
18000050,ONE HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044983,1841562.00,2019-06-10,HOUSING,CAPITAL
18000246,NETWORK HOMES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900045044,1773300.00,2019-06-19,HOUSING & REGENERATN,CAPITAL
18000236,THE GUINNESS PARTNERSHIP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045059,1402500.00,2019-06-21,HOUSING & REGENERATN,CAPITAL
18000326,NOTTING HILL GENESIS,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045064,1183097.00,2019-06-20,HOUSING & REGENERATN,CAPITAL
10006953,LONDON BOROUGH OF REDBRIDGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109538727,768305.12,2019-06-05,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
18000376,ANCHOR HANOVER GROUP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044892,700000.00,2019-05-28,HOUSING & REGENERATN,CAPITAL
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045045,404622.00,2019-06-19,HOUSING & REGENERATN,CAPITAL
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045057,390000.00,2019-06-20,HOUSING & REGENERATN,CAPITAL
18000236,THE GUINNESS PARTNERSHIP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045061,371755.00,2019-06-21,HOUSING & REGENERATN,CAPITAL
18000060,INQUILAB HOUSING ASSOCIATION LIMITE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044915,359650.00,2019-05-30,HOUSING,CAPITAL
18000236,THE GUINNESS PARTNERSHIP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045062,340000.00,2019-06-21,HOUSING & REGENERATN,CAPITAL
10006059,L B OF HARINGEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109537377,332755.42,2019-06-11,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
18000236,THE GUINNESS PARTNERSHIP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045060,330000.00,2019-06-21,HOUSING & REGENERATN,CAPITAL
