Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900042015,66184131.00,2018-04-23,HOUSING,Z_CAPITAL
18000299,CITY AND DOCKLANDS CONSTRUCTION LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041944,27000000.00,2018-04-04,HOUSING,Z_CAPITAL
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041939,14000000.00,2018-04-03,HOUSING,Z_CAPITAL
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041971,8528000.00,2018-04-16,HOUSING,Z_CAPITAL
10006458,LONDON BOROUGH OF BRENT,544077,HSG GRANTS TO LOCAL AUTHORITIES,5109285293,4759500.00,2018-04-13,HOUSING,Z_CAPITAL
15500137,LONDON BOROUGH OF HARROW,544077,HSG GRANTS TO LOCAL AUTHORITIES,5109288535,3750000.00,2018-04-03,HOUSING,Z_CAPITAL
15500077,LONDON BOROUGH OF BARKING,544077,HSG GRANTS TO LOCAL AUTHORITIES,5109304377,3300000.00,2018-04-24,HOUSING,Z_CAPITAL
15500077,LONDON BOROUGH OF BARKING,544094,HZ CONTINGENT GRANT LA,5109304375,2500000.00,2018-04-24,HOUSING,Z_CAPITAL
15500125,CROYDON COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109297028,1443987.67,2018-04-20,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",Z_CAPITAL
15500077,LONDON BOROUGH OF BARKING,544095,HZ LOANS LOCAL AUTHORITIES,5109304379,1000000.00,2018-04-24,HOUSING,Z_CAPITAL
15500125,CROYDON COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109297032,964504.61,2018-04-20,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",Z_CAPITAL
10016524,TRANSPORT FOR LONDON,542300,LEGAL FEES,5109290710,892400.00,2018-04-18,RESOURCES,Z_SUPPORT COSTS
10020632,ST MUNGOS,542800,HSG-ROUGH SLEEPING,5109285275,828000.02,2018-04-20,HOUSING,HOUSING SERVICES
