Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041039,21616000.00,2017-11-23,Housing,Y_CAPITAL
10016524,Transport for London,544071,Functional Bodies Grant Payments,CHAPS 594,19620846.50,2017-12-05,Resources,Z_FUND ACCOUNT
15500148,WESTMINSTER CITY COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109182477,2000000.00,2017-11-16,Housing,Y_CAPITAL
18000091,LB TOWER HAMLETS,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900041082,1700000.00,2017-11-24,Housing,Y_CAPITAL
10017866,JACK MORTON WORLDWIDE,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5109186014,1114421.70,2017-11-21,External Affairs,Cultural & related services
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041011,650000.00,2017-11-13,Housing,Y_CAPITAL
10016524,TRANSPORT FOR LONDON,542300,LEGAL FEES,5109190834,519200.00,2017-12-04,Resources,Z_SUPPORT COSTS
10017217,Museum of London,544075,Grants to External Organisations,CHAPS 541,316000.00,2017-11-20,Communities and Intelligence,Cultural & related services
10017217,Museum of London,544075,Grants to External Organisations,CHAPS 577,316000.00,2017-12-04,Communities and Intelligence,Cultural & related services
10028191,UNITED COLLEGES GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109192699,278931.71,2017-12-06,"Development, Enterprise & Environment",Y_CAPITAL
10009307,FILM LONDON LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109208212,250000.00,2017-12-06,Communities and Intelligence,Cultural & related services
10006393,LB BEXLEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109197369,195909.81,2017-12-06,"Development, Enterprise & Environment",Y_CAPITAL
10028282,UNITED ST SAVIOUR'S CHARITY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109211445,175000.00,2017-12-07,"Development, Enterprise & Environment",Planning services
10016656,ARTICHOKE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109181536,150000.00,2017-11-20,Communities and Intelligence,Cultural & related services
10020714,BRITISH FASHION COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109209880,143202.53,2017-12-06,Communities and Intelligence,Cultural & related services
10024554,MEDCITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109173050,125000.00,2017-11-20,"Development, Enterprise & Environment",Planning services
10018835,RICHMOND UPON THAMES COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109196176,114241.39,2017-12-06,"Development, Enterprise & Environment",Y_CAPITAL
10026057,DRON & WRIGHT PROP CONS,510400,COMMERCIAL PROPERTY RENT,5109192701,111562.50,2017-11-16,Resources,Z_SUPPORT COSTS
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041106,109917.00,2017-12-07,Housing,Y_CAPITAL
10017198,MOPAC,542351,INTERNAL AUDIT FEES,5109191194,89500.00,2017-11-29,Resources,Z_SUPPORT COSTS
10027458,Arthur J Gallagher,542400,General Insurance,CHAPS 580,85782.92,2017-12-04,Resources,Z_SUPPORT COSTS
10027458,Arthur J Gallagher,542400,General Insurance,CHAPS 575,82197.92,2017-11-30,Resources,Z_SUPPORT COSTS
10028191,UNITED COLLEGES GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109192695,81616.29,2017-12-06,"Development, Enterprise & Environment",Y_CAPITAL
10017232,CBRE MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5109201159,76660.53,2017-11-24,Resources,Y_CAPITAL
10027458,AJ Gallagher,542400,General Insurance,CHAPS 543,73284.16,2017-11-20,External Affairs,Cultural & related services
10017638,AHREND LIMITED,530000,FURNITURE & EQUIPMENT,5109190877,71681.80,2017-11-15,Resources,Z_SUPPORT COSTS
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5109196077,69994.56,2017-11-22,"Development, Enterprise & Environment",ENVIRONMENTAL INITIATIVES
10017638,AHREND LIMITED,530000,FURNITURE & EQUIPMENT,5109197526,69247.42,2017-11-23,Resources,Z_SUPPORT COSTS
10017232,CBRE MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5109201164,63522.12,2017-11-24,Resources,Y_CAPITAL
