Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900019946,7485000.00,2014-04-03
10006080,LONDON BOROUGH OF HAVERING,544075,Grants to External Organisations,5108129229,6895150.00,2014-04-17
15500077,LONDON BOROUGH OF BARKING,544075,Grants to External Organisations,5108111464,5828643.00,2014-04-01
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900019945,5392500.00,2014-04-03
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900019947,4590000.00,2014-04-03
10006953,LONDON BOROUGH OF REDBRIDGE,544075,Grants to External Organisations,5108124031,3517644.00,2014-04-10
10007096,R B KINGSTON UPON THAMES,544075,Grants to External Organisations,5108114987,3389000.00,2014-04-02
18000015,WANDLE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900019924,2502000.00,2014-04-02
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900019944,1417500.00,2014-04-03
10020920,SKILLS FUNDING AGENCY,544075,Grants to External Organisations,5108096889,1347000.00,2014-04-07
18000009,PEABODY TRUST,544076,HSG Grants to Registered Providers,1900019919,1200000.00,2014-04-02
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900019939,1176000.00,2014-04-02
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900019948,1125000.00,2014-04-03
18000066,EAST THAMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900019952,1023750.00,2014-04-02
15500097,LONDON BOROUGH OF CAMDEN,544075,Grants to External Organisations,5108123563,852195.00,2014-04-16
10017681,FORESTRY COMMISSION,544075,Grants to External Organisations,5108114388,750000.00,2014-04-23
15500051,LONDON BOROUGH OF HACKNEY - BSP,544075,Grants to External Organisations,5108103459,709800.40,2014-04-09
18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900019933,640307.00,2014-04-02
10014157,LONDON BOROUGH OF BROMLEY,544075,Grants to External Organisations,5108104576,521270.46,2014-04-16
10016524,TRANSPORT FOR LONDON,542320,Shared Services Fees,5108093687,500000.00,2014-04-07
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900019949,427500.00,2014-04-03
10016524,TRANSPORT FOR LONDON,542420,Claim Settlements,5108117464,419900.00,2014-04-16
CPO,SQUIRE SANDERS,542420,Claim Settlements,1900019917,366893.00,2014-04-02
10007096,R B KINGSTON UPON THAMES,544075,Grants to External Organisations,5108129232,366291.10,2014-04-17
18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900019932,359448.00,2014-04-02
