Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
10016524,TRANSPORT FOR LONDON,544071,FUNCTIONAL BODY GRANT PAYMENT,CHAPS545,15815927.00,2017-01-03,Resources,Highways and transport services
10020937,LONDON & PARTNERS,542500,MISCELLANEOUS COSTS,CHAPS592,2815000.00,2016-12-23,Communities and Intelligence,Cultural & related services
10016643,AMAS LTD,510400,COMMERCIAL PROPERTY RENT,1900039149,1737051.10,2016-12-21,Resources,Support Costs
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039300,1530000.00,2016-12-22,Housing,Capital
10017866,JACK MORTON WORLDWIDE,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108955829,973484.00,2016-12-19,External Affairs,Cultural & related services
10020632,ST MUNGOS,542800,HSG-ROUGH SLEEPING,5108964498,920000.00,2016-12-29,Housing,Housing services
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039311,657150.00,2016-12-23,Housing,Capital
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039330,608928.00,2017-01-05,Housing,Capital
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039309,550000.00,2016-12-23,Housing,Capital
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039249,534456.00,2016-12-12,Housing,Capital
10002766,LONDON COUNCILS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108944581,519997.88,2016-12-14,"Development, Enterprise & Environment",Highways and transport services
10016524,TRANSPORT FOR LONDON,544072,FUNCTIONAL BODY GRANT PAYMENT,CHAPS569,385855.00,2016-12-14,Resources,Highways and transport services
10022339,TFL GROUP PROPERTY,510051,LAND/GROUND RENTS,5108943972,344729.00,2016-12-21,Housing & Land,Housing & Land
10017217,MUSEUM OF LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,CHAPS563,316000.00,2016-12-12,Communities and Intelligence,Cultural & related services
10017217,MUSEUM OF LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,CHAPS597,316000.00,2017-01-03,Communities and Intelligence,Cultural & related services
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039286,269748.00,2016-12-20,Housing,Capital
10009307,FILM LONDON LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108945375,250000.00,2016-12-23,Communities and Intelligence,Cultural & related services
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039329,204507.00,2017-01-05,Housing,Capital
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039331,164918.00,2017-01-05,Housing,Capital
18000097,LONDON BOROUGH OF EALING,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900039296,162500.00,2016-12-21,Housing,Capital
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039299,142500.00,2016-12-22,Housing,Capital
18000017,LHA-ASRA GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039244,132532.00,2016-12-12,Housing,Capital
18000124,AMICUSHORIZON LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039251,120000.00,2016-12-12,Housing,Capital
