Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045965,12286742.00,2019-09-24,HOUSING & REGENERATN,CAPITAL
18000103,LB HOUNSLOW,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900046106,7500000.00,2019-10-07,HOUSING & REGENERATN,CAPITAL
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045964,6438480.00,2019-09-24,HOUSING & REGENERATN,CAPITAL
18000161,LONDON BOROUGH OF ENFIELD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045993,5750000.00,2019-09-26,HOUSING & REGENERATN,CAPITAL
18000023,OCTAVIA HOUSING AND CARE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900046129,4000000.00,2019-10-09,HOUSING & REGENERATN,CAPITAL
15500355,LONDON BOROUGH OF LAMBETH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109510361,2839574.99,2019-10-04,HOUSING & REGENERATN,CAPITAL
18000400,CAPITAL CITY COLLEGE GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900045800,2475305.55,2019-09-16,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CHILDRENS AND EDUCATION SERVICES
18000150,LONDON BOROUGH OF LEWISHAM,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900046108,2399994.00,2019-10-10,HOUSING & REGENERATN,CAPITAL
18000150,LONDON BOROUGH OF LEWISHAM,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900046109,2399994.00,2019-10-10,HOUSING & REGENERATN,CAPITAL
18000150,LONDON BOROUGH OF LEWISHAM,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900046110,2399993.00,2019-10-10,HOUSING & REGENERATN,CAPITAL
10016643,AMAS LTD,510400,COMMERCIAL PROPERTY RENT,CHAPS 479,2385692.40,2019-10-03,RESOURCES,SUPPORT COSTS
18000098,L B SOUTHWARK,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900045929,2200000.00,2019-09-20,HOUSING & REGENERATN,CAPITAL
18000027,HOME GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045864,1694000.00,2019-09-17,HOUSING & REGENERATN,CAPITAL
18000093,CROYDON COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900046051,1650000.00,2019-10-01,HOUSING & REGENERATN,CAPITAL
18000506,LEGAL&GENERAL AFFORDABLE HOMES LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900046123,1588000.00,2019-10-08,HOUSING & REGENERATN,CAPITAL
18000442,NEW CITY COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900045841,1366835.78,2019-09-16,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CHILDRENS AND EDUCATION SERVICES
18000097,LONDON BOROUGH OF EALING,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900046052,1200000.00,2019-10-01,HOUSING & REGENERATN,CAPITAL
18000393,BARNET SOUTHGATE COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900045793,1102838.79,2019-09-16,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CHILDRENS AND EDUCATION SERVICES
18000297,NEWHAM COLLEGE OF FURTHER EDUCATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900045782,1030814.24,2019-09-16,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CHILDRENS AND EDUCATION SERVICES
18000256,RICHMOND HOUSING PARTNERSHIP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900046074,963000.00,2019-10-02,HOUSING & REGENERATN,CAPITAL
18000506,LEGAL&GENERAL AFFORDABLE HOMES LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045969,950000.00,2019-09-26,HOUSING & REGENERATN,CAPITAL
18000506,LEGAL&GENERAL AFFORDABLE HOMES LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045970,950000.00,2019-09-26,HOUSING & REGENERATN,CAPITAL
18000414,NCG,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900045814,894576.20,2019-09-16,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CHILDRENS AND EDUCATION SERVICES
18000461,SOUTH THAMES COLLEGES GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900045860,857984.56,2019-09-16,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CHILDRENS AND EDUCATION SERVICES
10020632,ST MUNGOS,542800,HSG-ROUGH SLEEPING,5109617755,828000.02,2019-09-27,HOUSING & REGENERATN,HOUSING SERVICES
10021367,ENGLISH NATIONAL BALLET,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109614251,820000.00,2019-09-23,TRANSPORT & ENVIRONM,CAPITAL
18000452,UNITED COLLEGES GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900045851,805917.77,2019-09-16,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CHILDRENS AND EDUCATION SERVICES
18000294,LAMBETH COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900045780,767998.37,2019-09-16,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CHILDRENS AND EDUCATION SERVICES
10002509,BROMLEY COLLEGE OF FURTHER & HI,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109596521,746632.00,2019-09-26,TRANSPORT & ENVIRONM,CAPITAL
18000098,L B SOUTHWARK,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045966,720000.00,2019-09-24,HOUSING & REGENERATN,CAPITAL
18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900045878,691200.00,2019-09-18,HOUSING & REGENERATN,CAPITAL
