Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
10016524,TRANSPORT FOR LONDON,544093,NLE - GRANT PMT TO TFL,CHAPS 790,10567050.00,2019-02-28,RESOURCES,HIGHWAYS AND TRANSPORT SERVICES
18000092,WANDSWORTH COUNCIL,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044162,7610557.00,2019-02-19,HOUSING,CAPITAL
18000092,WANDSWORTH COUNCIL,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044163,5556092.00,2019-02-19,HOUSING,CAPITAL
10018835,RICHMOND UPON THAMES COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109457802,2481630.41,2019-02-06,TRANSPORT & ENVIRONM,CAPITAL
18000149,LONDON BOROUGH OF LAMBETH,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044126,1967170.00,2019-02-11,HOUSING,CAPITAL
18000094,ISLINGTON COUNCIL,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044200,1265600.00,2019-02-26,HOUSING,CAPITAL
10016904,GREENWICH LEISURE LTD,510010,PROPERTY MANAGEMENT FEES,5109474650,714027.16,2019-02-20,Housing & Land,Housing & Land Services
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044169,576810.00,2019-02-18,HOUSING & REGENERATN,CAPITAL
18000256,RICHMOND HOUSING PARTNERSHIP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044234,575000.00,2019-03-01,HOUSING & REGENERATN,CAPITAL
10016524,TRANSPORT FOR LONDON,542300,LEGAL FEES,5109465161,553850.00,2019-02-19,RESOURCES,SUPPORT COSTS
10025485,RETROFIT WORKS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109484453,500000.00,2019-02-27,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
18000256,RICHMOND HOUSING PARTNERSHIP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044235,500000.00,2019-03-01,HOUSING & REGENERATN,CAPITAL
16001111,BAYERISCHE MOTOREN WERKE AG,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109465681,404289.73,2019-02-21,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
10022975,POPLAR HARCA,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109475951,341271.25,2019-02-27,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10021748,PEABODY TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109469740,331739.15,2019-03-01,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
18000256,RICHMOND HOUSING PARTNERSHIP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044233,325000.00,2019-03-01,HOUSING & REGENERATN,CAPITAL
10019698,BAC ENTERPRISES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109442895,319411.11,2019-02-05,TRANSPORT & ENVIRONM,CAPITAL
10016524,TRANSPORT FOR LONDON,542320,SHARED SERVICES FEES,5109465167,288000.00,2019-02-18,RESOURCES,SUPPORT COSTS
10019301,THAMES REACH,542800,HSG-ROUGH SLEEPING,5109480398,254934.55,2019-02-18,HOUSING & REGENERATN,HOUSING SERVICES
10009307,FILM LONDON LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109472075,225000.00,2019-02-06,COMMUNITIES AND INTELLIGENCE,CULTURAL & RELATED SERVICES
18000256,RICHMOND HOUSING PARTNERSHIP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044239,200000.00,2019-03-01,HOUSING & REGENERATN,CAPITAL
18000029,ESTUARY HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044107,182000.00,2019-02-07,HOUSING & REGENERATN,CAPITAL
18000256,RICHMOND HOUSING PARTNERSHIP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044237,175000.00,2019-03-01,HOUSING & REGENERATN,CAPITAL
10028326,HACKNEY CO-OP. DEVELOPMENTS CIC,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109472042,170399.50,2019-02-22,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10023591,HOUSING JUSTICE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109472055,157800.00,2019-02-05,HOUSING & REGENERATN,HOUSING SERVICES
16001112,THINKSTEP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109445271,148122.58,2019-02-06,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
10019301,THAMES REACH,542800,HSG-ROUGH SLEEPING,5109480394,144799.87,2019-02-18,HOUSING & REGENERATN,HOUSING SERVICES
10028841,LONDON TREASURY LIMITED,542355,OTHER PROFESSIONAL FEES,5109486523,136000.00,2019-03-01,RESOURCES,CORPORATE AND DEMOCRATIC CORE
18000256,RICHMOND HOUSING PARTNERSHIP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044236,130000.00,2019-03-01,HOUSING & REGENERATN,CAPITAL
10026057,DRON & WRIGHT PROP CONS,510400,COMMERCIAL PROPERTY RENT,5109478449,111562.50,2019-02-15,RESOURCES,SUPPORT COSTS
10026057,DRON & WRIGHT PROP CONS,510400,COMMERCIAL PROPERTY RENT,5109479811,111562.50,2019-02-27,RESOURCES,SUPPORT COSTS
13003052,HARROW COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109482485,99000.00,2019-02-20,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
10029318,NATIONAL DAY NURSERIES ASSOCIATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109486531,98000.00,2019-02-27,COMMUNITIES AND INTELLIGENCE,CHILDRENS AND EDUCATION SERVICES
10020467,THE WOODLAND TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109476081,95028.23,2019-02-18,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CULTURAL & RELATED SERVICES
10025921,LONDON SPORT LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109473757,93859.29,2019-02-08,COMMUNITIES AND INTELLIGENCE,COMMUNITY DEVELOPMENT
10024554,MEDCITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109471509,93750.00,2019-02-06,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
10029117,HOLBORN COMMUNITY ASSOCIATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109474420,93642.32,2019-02-08,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10024287,EDUCATION DEVELOPMENT TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109463192,89627.25,2019-02-13,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
10028471,MORLEY COLLEGE LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109481196,76695.35,2019-02-19,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10020169,LONDON BOROUGH OF NEWHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109461966,75000.00,2019-02-12,HOUSING,HOUSING SERVICES
18000095,LONDON BOROUGH OF WALTHAM FOREST,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900044190,72422.00,2019-02-22,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10023680,FREE THE CHILDREN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109476026,72000.00,2019-02-11,COMMUNITIES AND INTELLIGENCE,COMMUNITY DEVELOPMENT
18000256,RICHMOND HOUSING PARTNERSHIP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044238,70000.00,2019-03-01,HOUSING & REGENERATN,CAPITAL
10016904,GREENWICH LEISURE LTD,510010,PROPERTY MANAGEMENT FEES,5109478940,68317.00,2019-02-18,Housing & Land,Housing & Land Services
10018506,SOMERSET HOUSE TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109475353,65000.00,2019-02-22,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044198,60000.00,2019-02-26,HOUSING & REGENERATN,CAPITAL
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044217,60000.00,2019-02-28,HOUSING & REGENERATN,CAPITAL
10016524,TRANSPORT FOR LONDON,542320,SHARED SERVICES FEES,5109473561,59097.00,2019-02-27,RESOURCES,SUPPORT COSTS
10022165,KEYTREE LIMITED,542002,CONSULTANCY-PROJECT MANAGEMENT,5109470673,58889.00,2019-02-06,RESOURCES,CAPITAL
10006799,LONDON BOROUGH OF EALING,544063,INCOME MAXIMISATION EXPENSES,5109478138,58700.00,2019-02-18,RESOURCES,CORPORATE AND DEMOCRATIC CORE
10017232,NORLAND MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5109481227,57969.35,2019-02-26,INFRASTRUCTURE,CAPITAL
10022165,KEYTREE LIMITED,542002,CONSULTANCY-PROJECT MANAGEMENT,5109482456,57209.00,2019-02-19,RESOURCES,CAPITAL
10028413,HIGH TREES COMMUNITY DEV. TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109470086,54610.00,2019-02-04,COMMUNITIES AND INTELLIGENCE,CHILDRENS AND EDUCATION SERVICES
10016524,TRANSPORT FOR LONDON,544071,FUNCTIONAL BODIES GRANT PAYMENTS,CHAPS 832,52322.51,2019-02-28,RESOURCES,HIGHWAYS AND TRANSPORT SERVICES
10016694,BOW TIE,540100,PHOTOGRAPHY & VIDEO,5109487236,51162.50,2019-03-01,RESOURCES,SUPPORT COSTS
10016689,BLISS EVENTS MANAGEMENT LIMITED,542330,EVENT MANAGEMENT FEE,5109473568,50000.00,2019-02-12,EXTERNAL AFFAIRS,CULTURAL & RELATED SERVICES
10018335,UP PROJECTS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109486972,50000.00,2019-02-27,HOUSING & REGENERATN,HOUSING SERVICES
10019301,THAMES REACH,542800,HSG-ROUGH SLEEPING,5109480227,50000.00,2019-02-18,HOUSING & REGENERATN,HOUSING SERVICES
10019301,THAMES REACH,542800,HSG-ROUGH SLEEPING,5109480229,50000.00,2019-02-18,HOUSING & REGENERATN,HOUSING SERVICES
10019301,THAMES REACH,542800,HSG-ROUGH SLEEPING,5109480293,50000.00,2019-02-18,HOUSING & REGENERATN,HOUSING SERVICES
10019698,BAC ENTERPRISES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109467529,50000.00,2019-02-05,COMMUNITIES AND INTELLIGENCE,CULTURAL & RELATED SERVICES
10028642,GROUNDWORK UK,542355,OTHER PROFESSIONAL FEES,5109475500,50000.00,2019-02-13,COMMUNITIES AND INTELLIGENCE,CULTURAL & RELATED SERVICES
10028642,GROUNDWORK UK,542355,OTHER PROFESSIONAL FEES,5109484508,50000.00,2019-02-26,COMMUNITIES AND INTELLIGENCE,CULTURAL & RELATED SERVICES
10029296,LONDON EMERGENCIES TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109462069,50000.00,2019-02-11,EXTERNAL AFFAIRS,CULTURAL & RELATED SERVICES
18000256,RICHMOND HOUSING PARTNERSHIP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900044213,50000.00,2019-02-27,HOUSING & REGENERATN,CAPITAL
10007901,OVE ARUP & PARTNERS LTD,542051,CONSULTANCY-COMMISSIONED REPORT,5109457806,49825.00,2019-02-05,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",ECONOMIC DEVELOPMENT
10009048,OFFICE FOR NATIONAL STATISTICS,533101,DATA PURCHASE,5109471525,47442.50,2019-02-27,COMMUNITIES AND INTELLIGENCE,PLANNING SERVICES
10022416,SAVILLS (L&P) LTD,542051,CONSULTANCY-COMMISSIONED REPORT,5109419902,45621.00,2019-02-05,Housing & Land,Housing & Land Services
10022416,SAVILLS (L&P) LTD,542051,CONSULTANCY-COMMISSIONED REPORT,5109473467,45621.00,2019-02-05,Housing & Land,Housing & Land Services
10010027,LONDON BOROUGH OF LEWISHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109466383,45000.00,2019-02-13,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
10017198,MOPAC,542351,INTERNAL AUDIT FEES,5109474300,44400.00,2019-02-27,RESOURCES,SUPPORT COSTS
10028694,MAE ARCHITECTS LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5109474020,43754.50,2019-02-06,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
10014170,LONDON BOROUGH OF ISLINGTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109461159,43631.16,2019-02-06,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
10029127,S.P.I.D. THEATRE COMPANY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109475844,43000.00,2019-02-27,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10028765,LIFT. & ENGINEERING  SERVICES LTD,510000,BUILDING MAINTENANCE & REPAIRS,5109471446,42954.89,2019-02-27,INFRASTRUCTURE,CAPITAL
