Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
10016524,TRANSPORT FOR LONDON,544071,FUNCTIONAL BODY GRANT PAYMENT,CHAPS582,71226538.00,2016-01-21,RESOURCES,Highways and transport services
10016524,TRANSPORT FOR LONDON,544071,FUNCTIONAL BODY GRANT PAYMENT,CHAPS571,45200000.00,2016-01-18,RESOURCES,Highways and transport services
15500355,LONDON BOROUGH OF LAMBETH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108647738,5045667.00,2016-02-04,Housing,Capital
18000078,BERKELEY PARTNERSHIP HOMES LTD,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900034507,2590000.00,2016-02-01,Housing,Capital
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900034503,1536000.00,2016-02-01,Housing,Capital
15500142,LONDON BOROUGH OF SUTTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108675993,1442015.00,2016-02-04,Housing,Capital
13000155,NETWORK RAIL INFRASTRUCTURE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108625111,1293356.00,2016-01-22,"Development, Enterprise & Environment",Capital
10020632,ST MUNGOS BROADWAY,542800,HSG-ROUGH SLEEPING,5108663857,920000.00,2016-01-25,Housing,Housing services
10016904,GREENWICH LEISURE LTD,510010,PROPERTY MANAGEMENT FEES,5108656440,792594.57,2016-01-15,Housing & Land,Housing & Land Services
18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900034040,691200.00,2016-01-14,Housing,Capital
18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900034042,618852.00,2016-01-14,Housing,Capital
18000104,LB CAMDEN,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900034508,494000.00,2016-02-01,Housing,Capital
18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900034041,440000.00,2016-01-14,Housing,Capital
18000008,NEWLON HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900034500,420000.00,2016-02-01,Housing,Capital
10020628,LOOK AHEAD HOUSING AND CARE,542800,HSG-ROUGH SLEEPING,5108650991,353062.50,2016-01-27,Housing,Housing services
10024304,SOUTH THAMES COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108651678,344459.74,2016-02-02,Development & Environment,Capital
10017217,MUSEUM OF LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,CHAPS586,316000.00,2016-01-25,COMMUNITIES & INTELLIGENCE,Cultural & related services
10023412,POCKET LIVING 2013 LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108658342,275655.31,2016-01-18,Housing,Capital
10022570,STREET IMPACT LIMITED,542800,HSG-ROUGH SLEEPING,5108657300,195920.00,2016-01-18,Housing,Housing services
10025276,THE SILVERTOWN PARTNERSHIP LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108663051,170166.17,2016-01-26,Housing,Capital
10006059,LB OF HARINGEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108668674,154602.56,2016-01-27,Development & Environment,Capital
10019301,THAMES REACH,542800,HSG-ROUGH SLEEPING,5108649648,152293.25,2016-01-26,Housing,Housing services
13000520,BARHALE CONSTRUCTION PLC,542002,CONSULTANCY-PROJECT MANAGEMENT,5108669725,145111.05,2016-01-29,Housing & Land,Housing & Land Services
18000016,MOAT HOUSING SOCIETY LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900034501,129840.00,2016-02-01,Housing,Capital
10004347,HM TREASURY,544093,NLE - GRANT PMT TO TFL,CHAPS570,123287.67,2016-01-15,RESOURCES,Highways and transport services
18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900034043,107109.00,2016-01-14,Housing,Capital
18000016,MOAT HOUSING SOCIETY LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900034502,102965.00,2016-02-01,Housing,Capital
16001112,PE INTERNATIONAL AG,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108649496,101641.36,2016-01-20,"Development, Enterprise & Environment",Environmental Initiatives
10020632,ST MUNGOS BROADWAY,542800,HSG-ROUGH SLEEPING,5108662767,99490.75,2016-01-25,Housing,Housing services
10020632,ST MUNGOS BROADWAY,542800,HSG-ROUGH SLEEPING,5108537674,99423.25,2016-01-25,Housing,Housing services
10019301,THAMES REACH,542800,HSG-ROUGH SLEEPING,5108650142,90586.25,2016-01-26,Housing,Housing services
10004455,BERWIN LEIGHTON PAISNER,542300,LEGAL FEES,5108667971,82098.00,2016-01-27,Housing & Land,Housing & Land Services
10004625,LONDON METROPOLITAN UNIVERSITY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108657822,75000.00,2016-01-22,Communities and Intelligence,Children?s and education services
13003008,BOWDEN MOSS LTD,510000,BUILDING MAINTENANCE & REPAIRS,5108661662,65829.50,2016-01-25,Housing & Land,Housing & Land Services
14000615,CAPITA SYMONDS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108650960,63250.33,2016-01-25,Housing,Capital
10024184,GLADESMORE COMMUNITY SCHOOL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108670598,59400.00,2016-02-01,Housing,Environmental & regulatory services
10003479,CONSTRUCTION IND TRG BRD (CITB),544075,GRANTS TO EXTERNAL ORGANISATIONS,5108563827,58347.00,2016-01-22,Communities and Intelligence,Children?s and education services
10021069,SOCIAL FINANCE LIMITED,542050,RESEARCH & STUDY FEES,5108635436,57518.67,2016-01-20,Communities and Intelligence,Children?s and education services
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108661268,57342.48,2016-01-20,Housing,Capital
13000399,VOLKER FITZPATRICK LTD,550010,CONTRACTED SERVICES BUILDINGS,5108663552,53838.39,2016-01-25,Housing & Land,Housing & Land Services
10004455,BERWIN LEIGHTON PAISNER,542300,LEGAL FEES,5108668374,53513.40,2016-01-27,Housing & Land,Housing & Land Services
10026057,DRON & WRIGHT PROP CONS,510400,COMMERCIAL PROPERTY RENT,5108657819,53125.00,2016-01-18,Development & Environment,Economic Development
15500355,LONDON BOROUGH OF LAMBETH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108650976,51267.97,2016-01-18,Communities and Intelligence,Economic Development
10023841,HARRIS ACADEMY MORDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108662198,50000.00,2016-01-20,Communities and Intelligence,Cultural & related services
10016904,GREENWICH LEISURE LTD,550010,CONTRACTED SERVICES BUILDINGS,5108624303,50000.00,2016-01-15,Housing & Land,Housing & Land Services
10022213,TROWERS & HAMLINS LLP,542300,LEGAL FEES,5108657292,47715.60,2016-01-18,Resources,Support Costs
10024857,CTI DIGITAL,542100,IT CONSULTANCY,5108670859,44550.00,2016-02-01,"Development, Enterprise & Environment",Economic Development
10011455,LONDON TRAVELWATCH,544071,FUNCTIONAL BODY GRANT PAYMENT,CHAPS585,44000.00,2016-01-25,RESOURCES,Highways and transport services
10017232,CBRE MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5108647414,42422.79,2016-01-18,Communities and Intelligence,Children?s and education services
16000667,MACCREANOR LAVINGTON,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108651518,42117.50,2016-01-15,Housing,Capital
13002176,ABM GROUP UK LTD,510010,PROPERTY MANAGEMENT FEES,5108630538,41937.29,2016-01-11,Housing,Housing services
13002176,ABM GROUP UK LTD,510010,PROPERTY MANAGEMENT FEES,5108647079,41937.29,2016-01-27,Resources,Support Costs
10003479,CONSTRUCTION IND TRG BRD (CITB),544075,GRANTS TO EXTERNAL ORGANISATIONS,5108595891,41453.40,2016-01-22,Resources,Cultural & related services
10016904,GREENWICH LEISURE LTD,510010,PROPERTY MANAGEMENT FEES,5108645868,40000.00,2016-01-18,Housing & Land,Housing & Land Services
10021506,EXCEL LONDON,537100,EXTERNAL MEETING ROOM HIRE & EXPENSES,5108651047,39528.00,2016-01-18,Development & Environment,Economic Development
10023940,PICKHURST INFANT ACADEMY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108662472,39370.00,2016-01-21,Resources,Support Costs
10024857,CTI DIGITAL,542100,IT CONSULTANCY,5108663224,38250.00,2016-01-22,Resources,Support Costs
10024857,CTI DIGITAL,542100,IT CONSULTANCY,5108663227,38250.00,2016-01-22,Development & Environment,Economic Development
18000019,ISLINGTON AND SHOREDITCH HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900034495,37500.00,2016-01-29,Assembly & Secretariat,Central services
10001427,BRITISH FILM INSTITUTE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108657869,33620.00,2016-01-18,Communities and Intelligence,Children?s and education services
10023216,PLUNKETT FOUNDATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108645261,33299.00,2016-01-15,Resources,Support Costs
10025238,AOS SECURITY LTD,510025,SECURITY SERVICES (GUARDS),5108676627,33157.47,2016-02-05,Resources,Support Costs
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108651529,32854.20,2016-01-13,Housing,Capital
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108663207,31783.80,2016-01-26,Housing,Capital
13000367,VEOLIA ES (UK) PLC,510010,PROPERTY MANAGEMENT FEES,5108652368,31039.55,2016-01-21,Communities and Intelligence,Children?s and education services
10025255,LONDON WORK BASED LEARNING ALLIANCE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108670172,30000.00,2016-01-29,"Development, Enterprise & Environment",Economic Development
13000063,EDF ENERGY,510100,ELECTRICITY,1900034034,29081.89,2016-01-21,Resources,Cultural & related services
18000019,ISLINGTON AND SHOREDITCH HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900034494,28500.00,2016-01-29,Communities and Intelligence,Cultural & related services
10001899,ERNST & YOUNG LLP,542353,EXTERNAL AUDIT FEES,5108644717,28000.00,2016-01-27,Housing & Land,Housing & Land Services
18000202,HARROW COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900034511,27500.00,2016-02-02,Communities and Intelligence,Cultural & related services
10001899,ERNST & YOUNG LLP,542353,EXTERNAL AUDIT FEES,5108665174,27375.00,2016-02-03,Resources,Support Costs
18000202,HARROW COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900034509,26500.00,2016-02-01,"Development, Enterprise & Environment",Economic Development
10011702,ELEMENT ENERGY,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108650151,26241.00,2016-01-12,Housing,Capital
10016694,BOW TIE,540100,PHOTOGRAPHY & VIDEO,5108650167,25887.25,2016-01-14,Resources,Support Costs
15500080,LONDON BOROUGH OF HOUNSLOW,537100,EXTERNAL MEETING ROOM HIRE & EXPENSES,5108652428,25600.00,2016-02-03,Development & Environment,Economic Development
10007005,LONDON BOROUGH OF SUTTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108650918,25200.00,2016-01-13,Housing,Capital
10013441,LAMBERT SMITH HAMPTON,542001,CONSULTANCY  EVALUATION ASSESSMENT,5108650149,25100.00,2016-01-13,Housing,Capital
10010799,TREES FOR CITIES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108670817,25000.00,2016-02-01,Resources,Support Costs
10025568,NORTH LONDON PARTNERSHIP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108669867,24135.71,2016-01-29,Housing,Capital
10000483,NOVACROFT DIRECT LTD,542355,OTHER PROFESSIONAL FEES,5108553722,23205.00,2016-01-27,"Development, Enterprise & Environment",Environmental Initiatives
10010680,SKILLS FESTIVAL COMPANY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108668664,22500.00,2016-01-27,Resources,Support Costs
10022416,SAVILLS (UK) LTD,502010,SECONDED STAFF,5108644763,21600.00,2016-01-13,Assembly & Secretariat,Central services
18000202,HARROW COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900034298,20000.00,2016-01-22,Development & Environment,Economic Development
10002789,GVA GRIMLEY LTD,510010,PROPERTY MANAGEMENT FEES,5108668714,19186.67,2016-01-27,Housing & Land,Housing & Land Services
10026247,MIME CONSULTING,542050,RESEARCH & STUDY FEES,5108669944,18950.00,2016-01-29,Housing,Housing services
10007129,ESRI (UK) LIMITED,542002,CONSULTANCY-PROJECT MANAGEMENT,5108629311,18690.00,2016-01-22,"Development, Enterprise & Environment",Environmental Initiatives
13002265,ATKINS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108645202,18580.00,2016-01-18,Housing & Land,Housing & Land Services
10023894,FAIRLAWN PRIMARY SCHOOL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108662964,18055.00,2016-01-21,Housing,Capital
10004598,PORT OF LONDON AUTHORITY,510051,LAND/GROUND RENTS,5108655446,17235.96,2016-02-03,Housing & Land,Housing & Land Services
10017322,SERVOCA SECURE SOLUTIONS,510025,SECURITY SERVICES (GUARDS),5108663761,16746.49,2016-01-22,Development & Environment,Economic Development
10015889,REWARD GATEWAY (UK) LTD,504702,CHILDCARE VOUCHERS,5108656799,16373.86,2016-01-15,Development & Environment,Capital
10002527,XEROX (UK) LTD,533000,PRINTING,5108650970,16041.36,2016-01-27,Development & Environment,Economic Development
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900034044,16000.00,2016-01-14,Housing,Housing services
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900034056,16000.00,2016-01-18,Housing,Capital
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900034504,16000.00,2016-02-01,Housing,Capital
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900034505,16000.00,2016-02-01,Communities and Intelligence,Children?s and education services
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900034506,16000.00,2016-02-01,"Development, Enterprise & Environment",Economic Development
10022213,TROWERS & HAMLINS LLP,542300,LEGAL FEES,5108671168,15590.10,2016-02-02,Communities and Intelligence,Children?s and education services
10000772,DENTONS UKMEA LLP,542300,LEGAL FEES,5108668763,15392.00,2016-01-28,Housing & Land,Housing & Land Services
10016797,DBR (LONDON) LIMITED,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108637483,15257.46,2016-01-14,Resources,Support Costs
10025913,GREAT BRITAIN WHEELCHAIR RUGBY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108656309,15165.31,2016-01-14,Resources,Support Costs
10017256,OPEN IQ,542100,IT CONSULTANCY,5108645196,15000.00,2016-01-19,Resources,Support Costs
10018307,LONDON CHINATOWN CHINESE ASSOC,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108669934,15000.00,2016-01-29,Housing,Capital
10024526,STEMNET,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108670152,14905.00,2016-01-29,Housing,Capital
10017322,SERVOCA SECURE SOLUTIONS,510025,SECURITY SERVICES (GUARDS),5108663885,14785.51,2016-01-22,Housing,Capital
10014170,LONDON BOROUGH OF ISLINGTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108663339,14725.00,2016-01-22,Housing,Capital
