Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039555,1388853.00,2017-02-02,Housing,Capital
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039506,1183097.00,2017-01-26,Housing,Capital
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039554,1080000.00,2017-02-02,Housing,Capital
10020632,ST MUNGOS,542800,HSG-ROUGH SLEEPING,5108964497,920000.00,2017-01-10,Housing,Housing services
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039547,643313.00,2017-02-01,Housing,Capital
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039553,630000.00,2017-02-02,Housing,Capital
10016397,WALTHAM FOREST COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108988299,615583.68,2017-01-31,"Development, Enterprise & Environment",Capital
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039509,590994.00,2017-01-26,Housing,Capital
18000256,RICHMOND HOUSING PARTNERSHIP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039238,575000.00,2017-01-09,Housing,Capital
10021748,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,5108984633,562770.00,2017-01-27,Housing,Capital
18000256,RICHMOND HOUSING PARTNERSHIP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039243,500000.00,2017-01-09,Housing,Capital
18000008,NEWLON HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039560,498292.00,2017-02-03,Housing,Capital
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039508,460000.00,2017-01-26,Housing,Capital
18000047,PADDINGTON CHURCHES HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039511,399000.00,2017-01-26,Housing,Capital
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039540,398100.00,2017-02-01,Housing,Capital
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039545,389039.00,2017-02-01,Housing,Capital
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039538,382173.00,2017-02-01,Housing,Capital
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039544,382173.00,2017-02-01,Housing,Capital
18000062,SOUTHERN HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039528,367500.00,2017-01-30,Housing,Capital
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039539,364925.00,2017-02-01,Housing,Capital
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039546,345000.00,2017-02-01,Housing,Capital
18000256,RICHMOND HOUSING PARTNERSHIP,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039240,325000.00,2017-01-09,Housing,Capital
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039512,316796.00,2017-01-26,Housing,Capital
10017217,MUSEUM OF LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,CHAPS618,316000.00,2017-01-16,Communities and Intelligence,Cultural & related services
10017217,MUSEUM OF LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,CHAPS662,316000.00,2017-01-30,Communities and Intelligence,Cultural & related services
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039556,300000.00,2017-02-02,Housing,Capital
18000008,NEWLON HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039561,264000.00,2017-02-03,Housing,Capital
10020632,ST MUNGOS,542800,HSG-ROUGH SLEEPING,5108965143,256472.75,2017-01-19,Housing,Housing services
10019301,THAMES REACH,542800,HSG-ROUGH SLEEPING,5108977526,254934.55,2017-01-18,Housing,Housing services
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039537,229304.00,2017-02-01,Housing,Capital
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039519,220831.00,2017-01-26,Housing,Capital
18000063,CIRCLE ANGLIA LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039557,213796.00,2017-02-02,Housing,Capital
18000051,VIRIDIAN HOUSING,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039518,198000.00,2017-01-26,Housing,Capital
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039541,191087.00,2017-02-01,Housing,Capital
