Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
15500400,LONDON BOROUGH OF SOUTHWARK,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108316522,3548924.00,2014-12-30,Housing,Capital
CPO,EVERSHEDS,542420,CLAIM SETTLEMENTS,1900022279,2937648.52,2014-12-18,Housing,Capital
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900022429,2363206.00,2014-12-29,Housing,Capital
CPO,EVERSHEDS,542420,CLAIM SETTLEMENTS,1900022124,2113850.00,2014-12-08,Housing,Capital
18000078,BERKELEY PARTNERSHIP HOMES LTD,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900022269,1872000.00,2014-12-17,Housing,Capital
10016643,AMAS LTD,510400,COMMERCIAL PROPERTY RENT,1900022353,1673907.50,2014-12-19,Resources,Support Costs
18000015,WANDLE HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900022260,1661550.00,2014-12-17,Housing,Capital
CPO,EVERSHEDS,542420,CLAIM SETTLEMENTS,1900022125,1535000.00,2014-12-08,Housing,Capital
18000050,ONE HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900022397,1500000.00,2014-12-22,Housing,Capital
10023412,POCKET LIVING 2013 LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108327757,1299918.00,2014-12-29,Housing,Capital
10025276,THE SILVERTOWN PARTNERSHIP LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108330868,1262760.94,2015-01-02,Housing,Capital
18000063,CIRCLE ANGLIA LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900022398,1233010.00,2014-12-22,Housing,Capital
10017866,JACK MORTON WORLDWIDE,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108297610,1067708.53,2014-12-09,External Affairs,Cultural & related services
10006522,LONDON BOROUGH OF RICHMOND UPON THA,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108246062,1000000.00,2014-12-30,Development & Environment,Capital
18000119,CATALYST COMMUNITIES HOUSING,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900022365,931766.00,2014-12-19,Housing,Capital
