Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020913,1108800.00,2014-08-27
10016904,GREENWICH LEISURE LTD,510010,PROPERTY MANAGEMENT FEES,5108215043,721169.74,2014-09-03
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020914,682506.00,2014-08-27
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020804,610428.00,2014-08-20
10007096,R B KINGSTON UPON THAMES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108229188,500000.00,2014-08-28
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021135,443246.00,2014-09-12
10023412,POCKET LIVING 2013 LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108234196,432352.31,2014-09-09
10002766,LONDON COUNCILS,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108229019,399935.56,2014-08-28
18000023,OCTAVIA HOUSING AND CARE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020897,367500.00,2014-08-26
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108240665,358240.39,2014-09-11
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021015,326040.00,2014-09-02
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021016,293436.00,2014-09-02
15050001,HMRC VAT,544070,MISCELLANEOUS FINANCE EXPENSES,1900001263,281910.00,2014-08-26
10006571,LONDON BOROUGH OF  WALTHAM FOREST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108217956,258954.59,2014-08-20
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021009,256500.00,2014-09-01
16001095,"MCKINSEY & COMPANY, INC.",542002,CONSULTANCY-PROJECT MANAGEMENT,5108220058,229045.00,2014-08-21
10006799,LONDON BOROUGH OF EALING,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108223380,222021.00,2014-09-03
10022570,STREET IMPACT LIMITED,542800,HSG-ROUGH SLEEPING,5108227613,218765.00,2014-08-27
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021069,217425.00,2014-09-08
18000092,WANDSWORTH COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900020916,195000.00,2014-08-27
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021008,193500.00,2014-09-01
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021007,190802.00,2014-09-01
10017067,PREVISTA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108218767,169391.25,2014-08-27
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020979,164556.00,2014-08-29
15500051,LONDON BOROUGH OF HACKNEY - BSP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108224199,158139.30,2014-09-03
10020714,BRITISH FASHION COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108218850,144014.67,2014-08-19
18000103,LB HOUNSLOW,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900020980,142245.00,2014-08-29
10018806,PADDINGTON DEVELOPMENT TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108219706,135000.00,2014-08-19
10002166,UNIVERSITY OF WESTMINSTER,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108221050,120000.00,2014-08-19
10002166,UNIVERSITY OF WESTMINSTER,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108223906,120000.00,2014-08-20
10022773,ARK UK PROGRAMMES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108234022,119100.00,2014-09-03
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021017,115023.00,2014-09-02
10024347,INSTITUTE OF PHYSICS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108235850,114660.00,2014-09-08
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020915,112500.00,2014-08-27
10006571,LONDON BOROUGH OF  WALTHAM FOREST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108230041,107775.75,2014-09-11
18000094,ISLINGTON COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900020902,104000.00,2014-08-26
10023870,LONDON BOROUGH OF HARROW,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108224897,98060.00,2014-09-03
10021880,RODMA,510010,PROPERTY MANAGEMENT FEES,5108239894,97789.45,2014-09-11
10007104,LONDON BOROUGH OF ENFIELD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108225401,94453.17,2014-09-01
10011165,QUEEN MARY UNIVERSITY OF LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108215174,90000.00,2014-08-26
10022795,3SC,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108239897,89423.45,2014-09-11
10023940,PICKHURST INFANT ACADEMY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108234025,78740.00,2014-09-03
18000050,ONE HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020922,74324.00,2014-08-28
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021010,73359.00,2014-09-01
10024200,TRINITY LABAN CONSERVATOIRE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108202581,72925.00,2014-09-10
10022795,3SC,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108234635,72620.62,2014-09-04
10018793,FOOTBALL FOUNDATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108230047,67593.00,2014-09-01
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020891,66717.00,2014-08-21
10023931,HOLY TRINITY CE SCHOOL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108198423,66150.00,2014-09-04
10024233,KING'S COLLEGE HOSPITAL NHS FT,504020,RECRUITMENT AGENCY FEES,5108221095,64519.48,2014-08-27
18000033,POPLAR HARCA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020898,62747.00,2014-08-26
10023917,ROYAL SOCIETY OF CHEMISTRY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108218928,60000.00,2014-09-03
10024102,ALEXANDRA PARK SCHOOL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108206403,57080.00,2014-08-21
10009499,LONDON COMMUNICATIONS AGENCY,542355,OTHER PROFESSIONAL FEES,5108228007,56175.30,2014-08-26
10003277,NLA MEDIA ACCESS LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108224426,56025.13,2014-08-21
18000047,PADDINGTON CHURCHES HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020900,55181.00,2014-08-26
10008747,BRUNEL UNIVERSITY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108213071,55080.00,2014-08-18
10017232,NORLAND MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5108203676,53214.57,2014-08-20
10002550,CITY OF WESTMINSTER,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108225825,52668.00,2014-09-08
10006571,LONDON BOROUGH OF  WALTHAM FOREST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108230264,51936.69,2014-09-01
10006571,LONDON BOROUGH OF  WALTHAM FOREST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108230236,50245.40,2014-09-01
10023913,CLASSICS FOR ALL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108225101,50020.00,2014-08-27
10017690,MEDIAEDGE:CIA UK LTD,540014,AGENCY FEES PAID TO MARKETING AGENCIES,5108212851,48323.12,2014-08-27
10007901,OVE ARUP & PARTNERS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108239960,48080.52,2014-09-11
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108212015,45815.00,2014-08-27
10009499,LONDON COMMUNICATIONS AGENCY,542355,OTHER PROFESSIONAL FEES,5108240262,45798.95,2014-09-11
10016689,BLISS EVENTS MANAGEMENT LIMITED,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108220523,45000.00,2014-08-18
10022227,LEOPARD FILMS LTD,540100,PHOTOGRAPHY & VIDEO,5108207650,45000.00,2014-09-10
10016694,BOW TIE,540100,PHOTOGRAPHY & VIDEO,5108218222,44134.15,2014-08-19
10017495,GREENWICH & DOCKLANDS FESTIVALS,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108219544,42500.00,2014-08-20
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020892,42175.00,2014-08-22
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020893,42175.00,2014-08-22
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021114,42175.00,2014-09-11
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021115,42175.00,2014-09-11
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021116,42175.00,2014-09-11
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021117,42175.00,2014-09-11
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021118,42175.00,2014-09-11
10016904,GREENWICH LEISURE LTD,510010,PROPERTY MANAGEMENT FEES,5108224739,40791.40,2014-09-10
13002176,GBM SERVICES LTD,510700,OFFICE CLEANING,5108212895,40428.21,2014-08-27
10016907,GROUNDWORK LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108199115,40000.00,2014-08-27
10022773,ARK UK PROGRAMMES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108229224,40000.00,2014-08-28
10019447,GLASGOWS,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108214506,39012.80,2014-09-12
18000094,ISLINGTON COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900020896,39000.00,2014-08-22
10023875,LET'S THINK FORUM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108241285,37498.65,2014-09-12
10016942,IDOX,533100,PUBLICATIONS & PERIODICALS,5108214894,36886.00,2014-09-03
18000047,PADDINGTON CHURCHES HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020921,36738.00,2014-08-28
10024200,TRINITY LABAN CONSERVATOIRE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108221097,36463.00,2014-09-10
10020746,ROCKET SCIENCE UK LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5108240804,35284.60,2014-09-12
10001899,ERNST & YOUNG LLP,542350,NON KPMG AUDIT FEES,5108213982,35000.00,2014-08-27
10024274,BARTS HEALTH  NHS TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108234308,35000.00,2014-09-10
10016904,GREENWICH LEISURE LTD,550010,CONTRACTED SERVICES BUILDINGS,5108219717,35000.00,2014-09-03
10016904,GREENWICH LEISURE LTD,550010,CONTRACTED SERVICES BUILDINGS,5108219718,35000.00,2014-09-03
10016904,GREENWICH LEISURE LTD,550010,CONTRACTED SERVICES BUILDINGS,5108219720,35000.00,2014-09-03
10016904,GREENWICH LEISURE LTD,550010,CONTRACTED SERVICES BUILDINGS,5108219723,35000.00,2014-09-03
10016904,GREENWICH LEISURE LTD,550010,CONTRACTED SERVICES BUILDINGS,5108219725,35000.00,2014-09-03
10009998,INSTITUTE OF EDUCATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108235366,34110.00,2014-09-05
10018737,FIELD STUDIES COUNCIL LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108213368,33243.00,2014-08-18
10006571,LONDON BOROUGH OF  WALTHAM FOREST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108230273,33146.71,2014-09-01
10020863,NATIONAL LITERACY TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108228688,30872.00,2014-08-27
13000367,VEOLIA ES (UK) PLC,510010,PROPERTY MANAGEMENT FEES,5108209228,30671.00,2014-08-20
16000667,MACCREANOR LAVINGTON,542002,CONSULTANCY-PROJECT MANAGEMENT,5108225391,30000.00,2014-08-29
10006419,L B TOWER HAMLETS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108224733,29900.00,2014-08-21
10002966,ARCO,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108234001,29360.74,2014-09-03
10017747,DEHAVILLAND INFORMATION SERVICES LT,540031,MONITORING OF PR AND SOCIAL MEDIA,5108214021,28500.00,2014-08-27
10024857,CTI DIGITAL,542100,IT CONSULTANCY,5108233882,28425.00,2014-09-05
12000113,ANALYSYS MASON,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108191807,28136.71,2014-08-27
10001899,ERNST & YOUNG LLP,542350,NON KPMG AUDIT FEES,5108229094,28000.00,2014-08-28
18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020907,27620.00,2014-08-27
18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020908,27620.00,2014-08-27
18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020909,27620.00,2014-08-27
18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020910,27620.00,2014-08-27
18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020911,27620.00,2014-08-27
18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020912,27620.00,2014-08-27
10024227,NHS ENGLAND,502010,SECONDED STAFF,5108218040,27517.00,2014-08-27
18000094,ISLINGTON COUNCIL,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900020901,26000.00,2014-08-26
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108182471,25405.00,2014-09-01
10016694,BOW TIE,540100,PHOTOGRAPHY & VIDEO,5108209527,25110.67,2014-08-19
10016694,BOW TIE,540100,PHOTOGRAPHY & VIDEO,5108233286,25110.67,2014-09-04
10023938,CDI APPS FOR GOOD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108218659,25000.00,2014-08-27
18000161,LONDON BOROUGH OF ENFIELD,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900020903,25000.00,2014-08-26
10001937,JONES LANG LASALLE,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108220436,25000.00,2014-08-18
10023727,THIRTEEN DESIGN LTD,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5108234058,24000.00,2014-09-04
10008997,LONDON WILDLIFE TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108227507,23446.00,2014-08-26
10017495,GREENWICH & DOCKLANDS FESTIVALS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108218920,22500.00,2014-08-19
10017495,GREENWICH & DOCKLANDS FESTIVALS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108232937,22500.00,2014-09-03
10006419,L B TOWER HAMLETS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108224752,22456.00,2014-08-21
10007901,OVE ARUP & PARTNERS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108219721,21728.00,2014-09-08
10006419,L B TOWER HAMLETS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108224748,21727.00,2014-08-21
10002789,GVA GRIMLEY LTD,510010,PROPERTY MANAGEMENT FEES,5108214819,21333.33,2014-08-27
10016668,ATIYA HASSAN,502020,CONSULTANTS (CONTRACTORS),5108223175,21116.00,2014-08-20
10018405,RED ROOM EVENTS LTD,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108234328,20318.00,2014-09-10
10016907,GROUNDWORK LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108215576,20000.00,2014-09-02
12000113,ANALYSYS MASON,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108213326,19676.68,2014-08-27
10003568,"SQUIRE, SANDERS & DEMPSEY (UK) LLP",542300,LEGAL FEES,5108212549,17654.14,2014-08-27
10024218,NHS NWL CSU,502010,SECONDED STAFF,5108221031,17540.20,2014-09-10
10018022,W A FAIRHURST & PARTNERS,510052,GROUNDS MAINTENANCE,5108208880,17273.51,2014-08-26
12000113,ANALYSYS MASON,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108235812,17145.48,2014-09-09
12001741,2CV RESEARCH,542001,CONSULTANCY  EVALUATION ASSESSMENT,5108235393,17050.00,2014-09-09
10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108180104,16590.00,2014-08-27
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021018,16000.00,2014-09-03
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900020899,16000.00,2014-08-26
18000050,ONE HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021070,16000.00,2014-09-08
10006571,LONDON BOROUGH OF  WALTHAM FOREST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108230276,15958.26,2014-09-01
10006571,LONDON BOROUGH OF  WALTHAM FOREST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108217963,15958.26,2014-08-29
10024329,BANKSIDE OPEN SPACES TRADING,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108227501,15434.05,2014-09-10
10024542,LITTLE RED IDEAS LIMITED,542100,IT CONSULTANCY,5108196643,15354.00,2014-08-22
10024542,LITTLE RED IDEAS LIMITED,542100,IT CONSULTANCY,5108220361,15354.00,2014-08-22
10007004,PRICEWATERHOUSECOOPERS LLP,504200,STAFF TRAINING,5108148061,15000.00,2014-08-20
