Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
10000135,OFFICE DEPOT UK LTD,533010,STATIONERY,5109669464,1786.80,2019-12-24,RESOURCES,SUPPORT COSTS
10000194,CITY SPRINT (UK) LTD,535400,COURIERS,1900046728,329.41,2019-12-11,RESOURCES,SUPPORT COSTS
10000194,CITY SPRINT (UK) LTD,535400,COURIERS,1900046730,295.74,2019-12-11,RESOURCES,SUPPORT COSTS
10000194,CITY SPRINT (UK) LTD,535400,COURIERS,1900046731,257.64,2019-12-11,RESOURCES,SUPPORT COSTS
10000194,CITY SPRINT (UK) LTD,535400,COURIERS,1900046862,291.51,2019-12-24,RESOURCES,SUPPORT COSTS
10000407,BT CONFERENCING,535000,TELEPHONY FIXED,1900046856,383.79,2019-12-20,RESOURCES,SUPPORT COSTS
10000407,BT CONFERENCING,535000,TELEPHONY FIXED,1900046857,3051.91,2019-12-20,RESOURCES,SUPPORT COSTS
10000513,MONO EUROPE LTD,504500,STAFF WELFARE BENEFITS,5109660065,651.81,2019-12-30,RESOURCES,SUPPORT COSTS
10000545,O2 UK LIMITED,536300,COMPUTER HARDWARE,5109660969,782,2020-01-03,CORPORATE MANAGEMENT,CORPORATE AND DEMOCRATIC CORE
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109664983,7020.00,2019-12-31,EXTERNAL AFFAIRS,CORPORATE AND DEMOCRATIC CORE
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109658368,37100.00,2019-12-23,CORPORATE MANAGEMENT,CORPORATE AND DEMOCRATIC CORE
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109659018,7420.00,2019-12-23,CORPORATE MANAGEMENT,CORPORATE AND DEMOCRATIC CORE
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109660960,37100.00,2019-12-23,CORPORATE MANAGEMENT,CORPORATE AND DEMOCRATIC CORE
10000545,O2 UK LIMITED,536300,COMPUTER HARDWARE,5109656660,7820.00,2019-12-18,TECHNOLOGY GROUP,CAPITAL
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109656659,391,2019-12-18,PRIVATE OFFICE,CORPORATE AND DEMOCRATIC CORE
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109663385,468,2019-12-24,CORPORATE MANAGEMENT,CORPORATE AND DEMOCRATIC CORE
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109664037,391,2019-12-31,RESOURCES,SUPPORT COSTS
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,1900046836,8032.92,2019-12-31,RESOURCES,SUPPORT COSTS
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109658271,391,2019-12-19,RESOURCES,SUPPORT COSTS
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109660962,391,2019-12-23,CORPORATE MANAGEMENT,CORPORATE AND DEMOCRATIC CORE
10000545,O2 UK LIMITED,536300,COMPUTER HARDWARE,5109656661,391,2019-12-18,ASSEMBLY & SECRETARIAT,CORPORATE AND DEMOCRATIC CORE
10000545,O2 UK LIMITED,536300,COMPUTER HARDWARE,5109650250,391,2019-12-11,EXTERNAL AFFAIRS,SUPPORT COSTS
10000545,O2 UK LIMITED,536300,COMPUTER HARDWARE,5109654664,391,2019-12-18,HOUSING & REGENERATN,HOUSING SERVICES
10000545,O2 UK LIMITED,536300,COMPUTER HARDWARE,5109669356,391,2019-12-18,HOUSING & REGENERATN,HOUSING SERVICES
10000758,HYDER CONSULTING (UK) LTD,542051,CONSULTANCY-COMMISSIONED REPORT,5109665965,30062.96,2019-12-23,HOUSING & REGENERATN,HOUSING SERVICES
10000785,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5109593638,3006.15,2019-12-09,RESOURCES,SUPPORT COSTS
10000785,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5109605613,1596.92,2019-12-24,RESOURCES,SUPPORT COSTS
10000785,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5109609802,1596.92,2019-12-24,RESOURCES,SUPPORT COSTS
