Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
15500355,LONDON BOROUGH OF LAMBETH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108388540,12033701.00,2015-04-01,Housing,Capital
10006080,LONDON BOROUGH OF HAVERING,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108427321,11419402.00,2015-04-21,Housing,Capital
15500235,LONDON BOROUGH OF TOWER HAMLETS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108413296,11217570.00,2015-04-22,Housing,Capital
15500355,LONDON BOROUGH OF LAMBETH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108388546,10386447.00,2015-04-01,Housing,Capital
15500142,LONDON BOROUGH OF SUTTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108432997,10209610.00,2015-04-28,Housing,Capital
10006059,LB OF HARINGEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108393573,7175830.00,2015-04-01,Housing,Capital
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025189,3260000.00,2015-04-01,Housing,Capital
15500077,LONDON BOROUGH OF BARKING,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108430010,2819375.00,2015-04-27,Housing,Capital
15500097,LONDON BOROUGH OF CAMDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108424544,2252419.00,2015-04-22,Housing,Capital
18000049,THE GUINNESS TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025191,2205000.00,2015-04-01,Housing,Capital
18000191,YMCA LONDON SOUTH WEST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025235,1725000.00,2015-04-01,Housing,Capital
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025188,1642500.00,2015-04-01,Housing,Capital
18000013,SANCTUARY HOUSING ASSOCIATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025171,1454960.00,2015-04-01,Housing,Capital
18000049,THE GUINNESS TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025190,1165500.00,2015-04-01,Housing,Capital
10025276,THE SILVERTOWN PARTNERSHIP LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108422027,1110102.50,2015-04-16,Housing,Capital
18000049,THE GUINNESS TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900023918,1015328.00,2015-04-01,Housing,Capital
10006036,LONDON BOROUGH OF HACKNEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108404110,1002584.19,2015-04-15,Development & Environment,Capital
10016524,TRANSPORT FOR LONDON,542320,SHARED SERVICES FEES,5108389747,1000000.00,2015-04-08,Resources,Support Costs
18000015,WANDLE HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025172,986000.00,2015-04-01,Housing,Capital
18000059,AGUDAS ISRAEL HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025192,982238.00,2015-04-01,Housing,Capital
18000013,SANCTUARY HOUSING ASSOCIATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025170,898017.00,2015-04-01,Housing,Capital
18000013,SANCTUARY HOUSING ASSOCIATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025169,866023.00,2015-04-01,Housing,Capital
10017866,JACK MORTON WORLDWIDE,542330,EVENT MANAGEMENT FEE,5108394117,851662.54,2015-04-08,External Affairs,Cultural & related services
18000013,SANCTUARY HOUSING ASSOCIATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025168,761250.00,2015-04-01,Housing,Capital
15500051,LONDON BOROUGH OF HACKNEY - BSP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108433588,753579.00,2015-04-29,Housing,Capital
10020632,ST MUNGOS BROADWAY,542800,HSG-ROUGH SLEEPING,5108410254,720000.00,2015-04-30,Housing,Housing services
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025195,712500.00,2015-04-01,Housing,Capital
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025194,699169.00,2015-04-01,Housing,Capital
10017681,FORESTRY COMMISSION,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108408952,653299.31,2015-04-28,Development & Environment,Capital
10017681,FORESTRY COMMISSION,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108405346,640914.51,2015-04-22,Development & Environment,Capital
18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025178,631800.00,2015-04-01,Housing,Capital
15500125,LONDON BOROUGH OF CROYDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108402988,589455.78,2015-04-16,Development & Environment,Capital
10006059,LB OF HARINGEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108409064,563076.00,2015-04-01,Development & Environment,Capital
10016524,TRANSPORT FOR LONDON,542320,SHARED SERVICES FEES,5108389083,553570.80,2015-04-01,Resources,Support Costs
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025180,546068.00,2015-04-01,Housing,Capital
15500137,LONDON BOROUGH OF HARROW,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108428891,510089.77,2015-04-23,Development & Environment,Capital
10006581,WANDSWORTH COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108402302,476618.95,2015-04-02,Development & Environment,Capital
18000059,AGUDAS ISRAEL HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025193,445500.00,2015-04-01,Housing,Capital
15500080,LONDON BOROUGH OF HOUNSLOW,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108404397,395490.01,2015-04-21,Development & Environment,Capital
10023412,POCKET LIVING 2013 LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108418532,387774.02,2015-04-13,Housing,Capital
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025196,363568.00,2015-04-01,Housing,Capital
10024087,ACHIEVEMENT FOR ALL 3AS LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108408469,350000.00,2015-04-01,Communities and Intelligence,Childrens and education services
15500125,LONDON BOROUGH OF CROYDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108402973,342113.41,2015-04-16,Development & Environment,Capital
18000034,PARADIGM HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025183,339561.00,2015-04-01,Housing,Capital
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025181,336000.00,2015-04-01,Housing,Capital
10009307,FILM LONDON LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108401967,335000.00,2015-04-01,Communities and Intelligence,Cultural & related services
10020714,BRITISH FASHION COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108404353,290353.62,2015-04-01,Communities and Intelligence,Cultural & related services
10016524,TRANSPORT FOR LONDON,542320,SHARED SERVICES FEES,5108404729,288000.00,2015-04-21,Resources,Support Costs
18000043,PARAGON COMMUNITY HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025187,282000.00,2015-04-01,Housing,Capital
10016524,TRANSPORT FOR LONDON,542320,SHARED SERVICES FEES,5108404853,272840.00,2015-04-22,Assembly & Secretariat,Corporate and democratic core
10010027,LONDON BOROUGH OF LEWISHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108395233,271818.22,2015-04-08,Development & Environment,Capital
15500125,LONDON BOROUGH OF CROYDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108402971,259016.39,2015-04-16,Development & Environment,Capital
18000093,CROYDON COUNCIL,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900025221,253409.00,2015-04-01,Housing,Capital
10014161,LONDON BOROUGH OF EALING,544076,HSG GRANTS TO REGISTERED PROVIDERS,5108395078,250000.00,2015-04-07,Housing,Capital
18000043,PARAGON COMMUNITY HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025186,234000.00,2015-04-01,Housing,Capital
10016907,GROUNDWORK LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108404382,233758.00,2015-04-21,Development & Environment,Capital
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108409229,230205.61,2015-04-07,Communities and Intelligence,Childrens and education services
10007005,LONDON BOROUGH OF SUTTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108408709,215158.00,2015-04-17,Development & Environment,Capital
15500125,LONDON BOROUGH OF CROYDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108402980,213490.95,2015-04-16,Development & Environment,Capital
10020632,ST MUNGOS BROADWAY,542800,HSG-ROUGH SLEEPING,5108255946,200000.00,2015-04-01,Housing,Housing services
18000207,LONDON BOROUGH OF MERTON,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900025237,200000.00,2015-04-01,Housing,Capital
