Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
10000072,STEER,542002,CONSULTANCY-PROJECT MANAGEMENT,5109764051,10160.66,2020-06-15,STRATEGY & COMMUNICATIONS,CULTURAL & RELATED SERVICES
10000194,CITY SPRINT (UK) LTD,535400,COURIERS,1900049058,254.12,2020-06-04,RESOURCES,CORPORATE & DEMOCRATIC CORE
10000194,CITY SPRINT (UK) LTD,535400,COURIERS,1900049252,1812.18,2020-06-11,COMMUNITIES & SKILLS,PUBLIC HEALTH
10000221,AECOM LIMITED,542000,MANAGEMENT & SUPPORT CONSULTANCY,1900049406,7140.00,2020-06-12,GOOD GROWTH,PLANNING SERVICES
10000233,DOTTED EYES,542355,OTHER PROFESSIONAL FEES,5109774287,3210.00,2020-06-17,STRATEGY & COMMUNICATIONS,CULTURAL & RELATED SERVICES
10000407,BT CONFERENCING,535000,TELEPHONY FIXED,1900049407,1891.41,2020-06-23,CHIEF OFFICER,SUPPORT COSTS
10000419,ASHURST LLP,542300,LEGAL FEES,5109768105,6495.00,2020-06-01,HOUSING & LAND,HOUSING SERVICES
10000513,MONO EUROPE LTD,504500,STAFF WELFARE BENEFITS,5109767147,744.32,2020-06-02,CHIEF OFFICER,SUPPORT COSTS
10000513,MONO EUROPE LTD,504500,STAFF WELFARE BENEFITS,5109767155,659.9,2020-06-02,CHIEF OFFICER,SUPPORT COSTS
10000513,MONO EUROPE LTD,504500,STAFF WELFARE BENEFITS,5109767504,619.03,2020-06-08,CHIEF OFFICER,SUPPORT COSTS
10000513,MONO EUROPE LTD,504500,STAFF WELFARE BENEFITS,5109767506,659.9,2020-06-03,CHIEF OFFICER,SUPPORT COSTS
10000804,MR REUBEN TAYLOR QC,542300,LEGAL FEES,5109772018,2000.00,2020-06-10,GOOD GROWTH,PLANNING SERVICES
10001119,INSIGHT DIRECT UK LIMITED,536000,MANAGE IT SERVICES,5109738762,2748.69,2020-06-03,CHIEF OFFICER,SUPPORT COSTS
10001119,INSIGHT DIRECT UK LIMITED,536500,HARDWARE MAINTENANCE,5109763423,15760.00,2020-06-09,CHIEF OFFICER,SUPPORT COSTS
10001456,BURO HAPPOLD LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,1900049469,49000.00,2020-06-24,GOOD GROWTH,PLANNING SERVICES
10001945,ASK EUROPE PLC,542000,MANAGEMENT & SUPPORT CONSULTANCY,5109768256,1380.00,2020-06-02,STRATEGY & COMMUNICATIONS,PLANNING SERVICES
10002789,GVA GRIMLEY LTD T/A AVISON YOUNG,510010,PROPERTY MANAGEMENT FEES,5109778972,500,2020-06-26,HOUSING & LAND,HOUSING SERVICES
10003324,CIRIA,542002,CONSULTANCY-PROJECT MANAGEMENT,5109769728,18835.42,2020-06-03,GOOD GROWTH,PLANNING SERVICES
10003560,EVERSHEDS,542300,LEGAL FEES,5109767360,13877.20,2020-06-15,STRATEGY & COMMUNICATIONS,CULTURAL & RELATED SERVICES
10003560,EVERSHEDS,542300,LEGAL FEES,5109770089,1154.00,2020-06-04,HOUSING & LAND,HOUSING SERVICES
10003560,EVERSHEDS,542300,LEGAL FEES,5109769118,4000.00,2020-06-02,HOUSING & LAND,HOUSING SERVICES
10004044,EPIQ EUROPE LTD,542322,TRANSCRIPTION,5109772602,702,2020-06-10,ASSEMBLY & SECRETARIAT,CORPORATE & DEMOCRATIC CORE
10004619,BT SERVICE AGILITY,535000,TELEPHONY FIXED,1900049223,692.03,2020-06-09,CHIEF OFFICER,SUPPORT COSTS
10005636,PITNEY BOWES LTD,535300,POSTAGE,5109773087,1308.90,2020-06-12,CHIEF OFFICER,SUPPORT COSTS
10005689,ONI PLC,536000,MANAGE IT SERVICES,5109770882,9966.43,2020-06-08,CHIEF OFFICER,SUPPORT COSTS
10005689,ONI PLC,536000,MANAGE IT SERVICES,5109770882,7966.43,2020-06-08,CHIEF OFFICER,SUPPORT COSTS
10006219,SOUTH BANK UNIVERSITY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109766585,19425.00,2020-06-17,COMMUNITIES & SKILLS,PLANNING SERVICES
10006458,LONDON BOROUGH OF BRENT,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109768236,49377.16,2020-06-02,GOOD GROWTH,CULTURAL & RELATED SERVICES
10006458,LONDON BOROUGH OF BRENT,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109768278,1825.70,2020-06-02,GOOD GROWTH,PLANNING SERVICES
10006458,LONDON BOROUGH OF BRENT,544063,INCOME MAXIMISATION EXPENSES,5109768174,27500.00,2020-06-02,RESOURCES,CORPORATE & DEMOCRATIC CORE
10006783,LONDON BOROUGH OF CROYDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109770992,50000.00,2020-06-19,GOOD GROWTH,PLANNING SERVICES
10006799,LONDON BOROUGH OF EALING,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109774062,67500.00,2020-06-22,STRATEGY & COMMUNICATIONS,CULTURAL & RELATED SERVICES
10006799,LONDON BOROUGH OF EALING,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109775557,1352.50,2020-06-22,GOOD GROWTH,PLANNING SERVICES
10006799,LONDON BOROUGH OF EALING,544077,HSG GRANTS TO LOCAL AUTHORITIES,5109775510,1092274.17,2020-06-22,HOUSING & LAND,CAPITAL
10006799,LONDON BOROUGH OF EALING,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109775816,45000.00,2020-06-22,GOOD GROWTH,CAPITAL
10006953,LONDON BOROUGH OF REDBRIDGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109773546,408655.10,2020-06-12,GOOD GROWTH,CAPITAL
10007004,PRICEWATERHOUSECOOPERS LLP,504210,CONFERENCES & SEMINARS,5109774014,250,2020-06-15,RESOURCES,SUPPORT COSTS
10007096,R B KINGSTON UPON THAMES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109769314,23700.78,2020-06-03,GOOD GROWTH,CAPITAL
10007104,LONDON BOROUGH OF ENFIELD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109773881,24500.00,2020-06-15,GOOD GROWTH,CULTURAL & RELATED SERVICES
10007901,OVE ARUP & PARTNERS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,1900049460,25166.11,2020-06-24,GOOD GROWTH,PLANNING SERVICES
10008004,COPYRIGHT LICENSING AGENCY LTD,536510,SOFTWARE MAINTENANCE,5109774038,16318.40,2020-06-18,CHIEF OFFICER,SUPPORT COSTS
10008050,PANLOGIC LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5109772494,6595.23,2020-06-10,STRATEGY & COMMUNICATIONS,CULTURAL & RELATED SERVICES
10009048,OFFICE FOR NATIONAL STATISTICS,533101,DATA PURCHASE,5109766881,48411.75,2020-06-11,STRATEGY & COMMUNICATIONS,PLANNING SERVICES
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5109759222,1255.53,2020-06-02,CHIEF OFFICER,SUPPORT COSTS
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5109760930,1608.39,2020-06-03,CHIEF OFFICER,SUPPORT COSTS
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5109760943,744.38,2020-06-03,CHIEF OFFICER,SUPPORT COSTS
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5109760961,744.38,2020-06-03,CHIEF OFFICER,SUPPORT COSTS
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5109760966,1792.44,2020-06-03,CHIEF OFFICER,SUPPORT COSTS
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5109761396,270.96,2020-06-08,CHIEF OFFICER,SUPPORT COSTS
10009307,FILM LONDON LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109768245,135000.00,2020-06-05,GOOD GROWTH,CULTURAL & RELATED SERVICES
10009696,INFORMA CONNECT LIMITED,504200,STAFF TRAINING,1900049333,1799.00,2020-06-19,RESOURCES,SUPPORT COSTS
10010027,LONDON BOROUGH OF LEWISHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109698437,115465.00,2020-06-05,GOOD GROWTH,CULTURAL & RELATED SERVICES
10010027,LONDON BOROUGH OF LEWISHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109698442,115965.00,2020-06-05,GOOD GROWTH,CULTURAL & RELATED SERVICES
