Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date
15500130,LONDON BOROUGH OF LEWISHAM,544075,Grants to External Organisations,5107789349,12700000.00,2013-04-02
15500097,LONDON BOROUGH OF CAMDEN,544075,Grants to External Organisations,5107841602,12500000.00,2013-04-22
10022138,HARINGEY COUNCIL,544075,Grants to External Organisations,5107841553,9787182.00,2013-04-12
10006080,LONDON BOROUGH OF HAVERING,544075,Grants to External Organisations,5107844319,6895149.00,2013-04-10
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900017728,4825000.00,2013-04-05
15500051,LONDON BOROUGH OF HACKNEY - BSP,544075,Grants to External Organisations,5107849492,4536577.00,2013-04-18
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017672,4523837.00,2013-04-05
18000066,EAST THAMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017812,4053595.00,2013-04-05
18000049,THE GUINNESS TRUST,544076,HSG Grants to Registered Providers,1900017739,3997854.00,2013-04-05
18000009,PEABODY TRUST,544076,HSG Grants to Registered Providers,1900017759,3880412.00,2013-04-05
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017881,3640000.00,2013-04-08
18000066,EAST THAMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017808,3572500.00,2013-04-05
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017871,3260000.00,2013-04-08
18000078,BERKELEY PARTNERSHIP HOMES LIMITED,544078,HSG Grants to Non-Registered Providers,1900017683,3174765.00,2013-04-05
18000016,MOAT HOUSING SOCIETY LIMITED,544076,HSG Grants to Registered Providers,1900017856,3060000.00,2013-04-08
15500142,LONDON BOROUGH OF SUTTON,544075,Grants to External Organisations,5107830259,2941489.00,2013-04-02
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900017664,2825000.00,2013-04-05
18000119,CATALYST COMMUNITIES HOUSING,544076,HSG Grants to Registered Providers,1900017834,2795298.00,2013-04-05
18000008,NEWLON HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017647,2602077.00,2013-04-05
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017722,2441132.00,2013-04-05
10020169,LONDON BOROUGH OF NEWHAM,544075,Grants to External Organisations,5107849079,2221567.00,2013-04-17
18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017697,2184012.00,2013-04-05
18000066,EAST THAMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017813,2089285.00,2013-04-05
18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900017609,2030000.00,2013-04-02
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017617,1920062.00,2013-04-02
18000006,WEST LONDON YMCA,544076,HSG Grants to Registered Providers,1900017757,1912500.00,2013-04-05
18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900017610,1787500.00,2013-04-02
18000066,EAST THAMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017682,1738415.00,2013-04-05
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017796,1635985.00,2013-04-05
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017882,1560000.00,2013-04-08
18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017790,1461752.00,2013-04-05
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900017794,1405480.00,2013-04-05
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017667,1379460.00,2013-04-05
18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900017608,1379114.00,2013-04-02
18000048,HYDE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900017629,1373750.00,2013-04-02
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017798,1362500.00,2013-04-05
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900017723,1337502.00,2013-04-05
18000063,CIRCLE ANGLIA LIMITED,544076,HSG Grants to Registered Providers,1900017890,1332739.00,2013-04-08
18000013,SANCTUARY HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900017851,1311516.00,2013-04-08
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900017878,1302086.00,2013-04-08
