Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date
10006450,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5108071339,14555064.00,2014-02-24
15500051,LONDON BOROUGH OF HACKNEY - BSP,544075,Grants to External Organisations,5108062659,6363939.00,2014-02-03
10007104,LONDON BOROUGH OF ENFIELD,544075,Grants to External Organisations,5108063075,6000000.00,2014-02-03
10006450,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5108071344,4933400.00,2014-02-24
15500142,LONDON BOROUGH OF SUTTON,544075,Grants to External Organisations,5108062912,3600000.00,2014-02-03
15500400,LONDON BOROUGH OF SOUTHWARK,544075,Grants to External Organisations,5108066352,2865169.00,2014-02-26
10006953,LONDON BOROUGH OF REDBRIDGE,544075,Grants to External Organisations,5108056532,2197607.00,2014-02-20
18000049,THE GUINNESS TRUST,544076,HSG Grants to Registered Providers,1900019330,1840311.00,2014-02-27
18000053,A2 DOMINION LONDON LTD,544076,HSG Grants to Registered Providers,1900019226,1350000.00,2014-02-03
18000049,THE GUINNESS TRUST,544076,HSG Grants to Registered Providers,1900019212,1249330.00,2014-02-27
18000006,WEST LONDON YMCA,544076,HSG Grants to Registered Providers,1900019346,1245059.00,2014-02-28
18000049,THE GUINNESS TRUST,544076,HSG Grants to Registered Providers,1900019201,1162500.00,2014-02-27
18000013,SANCTUARY HOUSING ASSOCIATION,544076,HSG Grants to Registered Providers,1900019231,1105000.00,2014-02-05
18000017,LHA-ASRA GROUP LIMITED,544076,HSG Grants to Registered Providers,1900019328,965250.00,2014-02-27
18000050,ONE HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900019317,916225.00,2014-02-25
18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900019350,439710.00,2014-02-28
10022044,KNIGHT DRAGON MERIDIAN LTD,550010,Contracted Services Buildings,5108049934,436088.00,2014-02-27
15050001,HMRC,544070,Miscellaneous Finance Expenses,1900001178,392287.00,2014-02-24
10006216,LONDON BOROUGH OF SOUTHWARK,544075,Grants to External Organisations,5107838762,380911.57,2014-02-19
18000049,THE GUINNESS TRUST,544076,HSG Grants to Registered Providers,1900019351,364889.00,2014-02-28
18000023,OCTAVIA HOUSING AND CARE,544076,HSG Grants to Registered Providers,1900019232,357500.00,2014-02-05
10020628,LOOK AHEAD HOUSING AND CARE,542800,Hsg-Rough Sleeping,5108046701,353061.00,2014-02-05
10022044,KNIGHT DRAGON MERIDIAN LTD,550010,Contracted Services Buildings,5108057961,343380.00,2014-02-11
10022120,ONE HOUSING GROUP LIMITED,542800,Hsg-Rough Sleeping,5108054764,330614.00,2014-02-12
18000053,A2 DOMINION LONDON LTD,544076,HSG Grants to Registered Providers,1900019225,296435.00,2014-02-03
18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900019349,286990.00,2014-02-28
10023412,POCKET LIVING 2013 LLP,544075,Grants to External Organisations,5108068185,282982.07,2014-02-12
18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900019326,281844.00,2014-02-27
10020764,BROADWAY HOMELESSNESS AND SUPPORT,542800,Hsg-Rough Sleeping,5108067199,240000.00,2014-02-11
18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900019348,224900.00,2014-02-28
10022570,STREET IMPACT LIMITED,542800,Hsg-Rough Sleeping,5108074834,212790.00,2014-02-19
18000049,THE GUINNESS TRUST,544076,HSG Grants to Registered Providers,1900019352,206242.00,2014-02-28
10009307,FILM LONDON LTD,544075,Grants to External Organisations,5108077541,205000.00,2014-02-19
10020714,BRITISH FASHION COUNCIL,544075,Grants to External Organisations,5108052379,191222.68,2014-02-13
10009307,FILM LONDON LTD,544075,Grants to External Organisations,5108066915,175000.00,2014-02-06
18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900019323,172172.00,2014-02-27
10016524,TRANSPORT FOR LONDON,542320,Shared Services Fees,5108003929,141776.50,2014-02-06
10016524,TRANSPORT FOR LONDON,542320,Shared Services Fees,5108023105,124426.50,2014-02-06
18000166,FOREST YMCA,544076,HSG Grants to Registered Providers,1900019245,123706.00,2014-02-14
10022324,CLIMATE ENERGY SERVICES LTD,550010,Contracted Services Buildings,5108065887,121128.00,2014-02-07
10019301,THAMES REACH,542800,Hsg-Rough Sleeping,5108065964,113793.00,2014-02-26
10006571,LONDON BOROUGH OF  WALTHAM FOREST,544075,Grants to External Organisations,5107873854,112737.77,2014-02-20
18000166,FOREST YMCA,544076,HSG Grants to Registered Providers,1900019276,106034.00,2014-02-20
10020764,BROADWAY HOMELESSNESS AND SUPPORT,542800,Hsg-Rough Sleeping,5108067203,99490.00,2014-02-11
10013679,SAFER LONDON FOUNDATION,544075,Grants to External Organisations,5108061216,85680.00,2014-02-20
18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900019327,84308.00,2014-02-27
13002753,777 DEMOLITION & HAULAGE CO LTD,510000,Building Maintenance & Repairs,5108061507,80000.00,2014-02-04
15500080,LONDON BOROUGH OF HOUNSLOW,544075,Grants to External Organisations,5108065770,75706.00,2014-02-26
18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900019312,75433.00,2014-02-20
18000132,ALMSHOUSE CONSORTIUM LTD,544078,HSG Grants to Non-Registered Providers,1900019353,73500.00,2014-02-28
15500080,LONDON BOROUGH OF HOUNSLOW,544075,Grants to External Organisations,5108066413,68987.74,2014-02-26
10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5108061188,67046.60,2014-02-24
12000113,ANALYSYS MASON,542000,Management & Support Consultancy,5108023758,61921.64,2014-02-06
18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900019347,61018.00,2014-02-28
10016524,TRANSPORT FOR LONDON,542320,Shared Services Fees,5108003929,58772.10,2014-02-06
10016524,TRANSPORT FOR LONDON,542320,Shared Services Fees,5108023105,58772.10,2014-02-06
10006879,OVE ARUP & PARTNERS LTD,542000,Management & Support Consultancy,5108065627,57395.05,2014-02-05
10019301,THAMES REACH,542800,Hsg-Rough Sleeping,5108065965,50911.00,2014-02-26
10017232,NORLAND MANAGED SERVICES LIMITED,530010,Equipment Repairs & Maintenance,5108060105,50032.83,2014-02-19
15500051,LONDON BOROUGH OF HACKNEY - BSP,544075,Grants to External Organisations,5108080175,48650.25,2014-02-25
