Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date
15500400,LONDON BOROUGH OF SOUTHWARK,544075,Grants to External Organisations,5108149296,17460674.00,2014-06-11,17460674,,,
15500400,LONDON BOROUGH OF SOUTHWARK,544075,Grants to External Organisations,5108149293,8747190.00,2014-06-11,8747190,,,
15500130,LONDON BOROUGH OF LEWISHAM,544075,Grants to External Organisations,5108158384,7400000.00,2014-05-29,7400000,,,
10006450,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5108157233,4463479.00,2014-05-28,4463479,,,
16001105,HYUNDAI,544075,Grants to External Organisations,5108164071,2323703.33,2014-06-18,2323703,,,
18000015,WANDLE HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900020223,1754500.00,2014-06-10,1754500,,,
10016643,AMAS LTD,510400,Commercial Property Rent,1900020220,1673907.50,2014-06-17,1673908,,,
10006953,LONDON BOROUGH OF REDBRIDGE,544075,Grants to External Organisations,5108156553,922550.00,2014-05-27,922550,,,
18000064,AFFINITY HOMES GROUP LIMITED,544076,HSG Grants to Registered Providers,1900020266,588600.00,2014-06-16,588600,,,
18000101,LONDON BOROUGH OF BARKING AND DAGEN,544077,HSG Grants to Local Authorities,1900020201,506100.00,2014-06-02,506100,,,
18000041,NETWORK HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900019934,281946.00,2014-06-06,281946,,,
10023412,POCKET LIVING 2013 LLP,544075,Grants to External Organisations,5108163800,240495.08,2014-06-10,240495,,,
18000034,PARADIGM HOUSING GROUP LIMITED,544076,HSG Grants to Registered Providers,1900020200,236362.00,2014-06-02,236362,,,
10009307,FILM LONDON LTD,544075,Grants to External Organisations,5108165740,230000.00,2014-06-11,230000,,,
10021284,LONDON BOROUGH OF BARNET,544075,Grants to External Organisations,5108146847,196170.11,2014-06-03,196170,,,
10000483,NOVACROFT DIRECT LTD,542355,Other Professional Fees,5108159928,189737.50,2014-06-02,189738,,,
10022570,STREET IMPACT LIMITED,542800,Hsg-Rough Sleeping,5108159829,167450.00,2014-06-04,167450,,,
10019301,THAMES REACH,542800,Hsg-Rough Sleeping,5108149273,152293.25,2014-06-10,152293,,,
10006799,LONDON BOROUGH OF EALING,544075,Grants to External Organisations,5108158839,144274.00,2014-05-30,144274,,,
