Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000050,ONE HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043751,27652000.00,2018-12-27,HOUSING & REGENERATN,CAPITAL
18000032,SWAN HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900043632,27523391.00,2018-12-21,HOUSING & REGENERATN,CAPITAL
10016643,AMAS LTD,510400,COMMERCIAL PROPERTY RENT,1900043457,2385692.40,2018-12-20,RESOURCES,SUPPORT COSTS
10017217,MUSEUM OF LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,CHAPS 675,1900000.00,2019-01-02,COMMUNITIES & INTELLIGENCE,Cultural & related services
10024343,ITM POWER TRADING LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109446177,1023120.71,2018-12-14,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
10029114,MOUNTVIEW,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109437596,843543.00,2018-12-21,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10016524,TRANSPORT FOR LONDON,542300,LEGAL FEES,5109433330,553850.00,2018-12-19,RESOURCES,SUPPORT COSTS
10006811,ENERGY SAVING TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109433151,500000.00,2018-12-18,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10025485,RETROFIT WORKS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109441427,500000.00,2018-12-13,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10025983,LONDON WASTE AND RECYCLING BOARD,544075,GRANTS TO EXTERNAL ORGANISATIONS,CHAPS 641,500000.00,2018-12-14,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",PLANNING SERVICES
