Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000211,PHOENIX COMMUNITY HOUSE ASSOC,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900025255,1951373.00,2015-05-22,Housing,Capital
13000155,NETWORK RAIL INFRASTRUCTURE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108412683,1378487.00,2015-05-21,"Development, Enterprise & Environment",Capital
10025276,THE SILVERTOWN PARTNERSHIP LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108451214,767621.20,2015-05-19,Housing,Capital
10006953,LONDON BOROUGH OF REDBRIDGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108451815,326594.49,2015-05-21,Development & Environment,Capital
10023412,POCKET LIVING 2013 LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108445736,196237.32,2015-05-14,Housing,Capital
10023708,LEATHERMARKET JMB,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108456387,149128.00,2015-05-27,Housing,Housing services
10021972,ROOFF LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108440599,145782.31,2015-05-08,Development & Environment,Capital
10021972,ROOFF LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108446548,137298.61,2015-05-15,Development & Environment,Capital
10024554,MEDCITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108456021,100000.00,2015-05-28,Development & Environment,Economic Development
10014084,GERALD EVE,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108412223,87332.00,2015-05-12,Housing,Capital
10024227,NHS ENGLAND,502010,SECONDED STAFF,5108451343,83617.00,2015-05-21,Communities and Intelligence,Public Health
10024273,LEARNING UNLIMITED LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108448081,82319.50,2015-05-28,Communities and Intelligence,Childrens and education services
10024256,WORKING LINKS (EMPLOYMENT) LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108450738,81216.45,2015-05-19,Communities and Intelligence,Childrens and education services
10021772,SQW CONSULTING,542001,CONSULTANCY  EVALUATION ASSESSMENT,5108447503,66000.00,2015-05-18,Communities and Intelligence,Childrens and education services
10024102,ALEXANDRA PARK SCHOOL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108424502,63270.00,2015-05-07,Communities and Intelligence,Childrens and education services
10024256,WORKING LINKS (EMPLOYMENT) LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108450734,61656.12,2015-05-19,Communities and Intelligence,Childrens and education services
10025761,SJCDP ST JOHNS COMMUNITY DEV. PROJE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108455867,60000.00,2015-05-27,Housing,Housing services
18000025,HEXAGON HOUSING ASSOCIATION LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900026551,59955.00,2015-05-21,Housing,Capital
10003479,CONSTRUCTION IND TRG BRD (CITB),544075,GRANTS TO EXTERNAL ORGANISATIONS,5108411559,58347.00,2015-05-11,Development & Environment,Economic Development
10023870,LB HARROW (HSIP),544075,GRANTS TO EXTERNAL ORGANISATIONS,5108412446,54000.00,2015-05-12,Communities and Intelligence,Childrens and education services
10017232,NORLAND MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5108434968,53916.96,2015-05-20,Resources,Support Costs
15050001,DRON & WRIGHT,510400,COMMERCIAL PROPERTY RENT,1900026460,53125.00,2015-05-18,Resources,Support Costs
15050001,DRON & WRIGHT,510400,COMMERCIAL PROPERTY RENT,1900026461,53125.00,2015-05-18,Resources,Support Costs
15050001,DRON & WRIGHT,510400,COMMERCIAL PROPERTY RENT,1900026462,53125.00,2015-05-18,Resources,Support Costs
10023772,BAKER TILLY BUSINESS SERV LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108446718,52851.00,2015-05-15,Housing,Capital
15500097,LONDON BOROUGH OF CAMDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108433556,51500.00,2015-05-19,Housing,Housing services
10023772,BAKER TILLY BUSINESS SERV LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108446694,47018.05,2015-05-15,Housing,Capital
10016524,TRANSPORT FOR LONDON,542320,SHARED SERVICES FEES,5108423045,46118.73,2015-05-05,Housing,Planning Policy
10007104,LONDON BOROUGH OF ENFIELD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108440381,45000.00,2015-05-08,Development & Environment,Capital
10000043,SPECIALIST COMPUTER CENTRES LTD,536300,COMPUTER HARDWARE,5108417934,44975.00,2015-05-11,Housing,Housing services
10023796,LAMBETH TEACHING SCHOOLS' ALLIANCE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108441025,42400.00,2015-05-11,Communities and Intelligence,Childrens and education services
13000220,DAMOVO UK LTD,535250,MAINTENANCE OF TELECOMMUNICATIONS EQUIPMENT,5108438773,40472.00,2015-05-27,Resources,Support Costs
10025654,CREATIVE PIONEERS LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108428565,40000.00,2015-05-13,"Development, Enterprise & Environment",Economic Development
10003560,EVERSHEDS,542300,LEGAL FEES,5108450598,38892.00,2015-05-20,Housing,Capital
10016689,BLISS EVENTS MANAGEMENT LIMITED,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108455846,38168.50,2015-05-27,External Affairs,Cultural & related services
10024857,CTI DIGITAL,536000,MANAGE IT SERVICES,5108435395,36812.50,2015-05-11,Resources,Support Costs
10016524,TRANSPORT FOR LONDON,502000,AGENCY STAFF,5108429297,35000.00,2015-05-20,Development & Environment,Development Control
