Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
10000044,CITY OF LONDON,533040,DOCUMENT ARCHIVE & STORAGE,5109792625,2325.00,2020-08-19,STRATEGY & COMMUNICATIONS,PLANNING SERVICES
10000221,AECOM LIMITED,502020,CONTRACTORS,5109747870,8755.79,2020-08-07,GOOD GROWTH,HIGHWAYS & TRANSPORT SERVICES
10000407,BT CONFERENCING,535000,TELEPHONY FIXED,1900050276,1097.18,2020-08-21,CHIEF OFFICER,SUPPORT COSTS
10000419,ASHURST LLP,542300,LEGAL FEES,5109797842,18411.00,2020-08-06,HOUSING & LAND,HOUSING SERVICES
10000428,THE PRESS ASSOCIATION LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5109783663,895,2020-07-29,STRATEGY & COMMUNICATIONS,CORPORATE & DEMOCRATIC CORE
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109793031,342,2020-08-20,STRATEGY & COMMUNICATIONS,CORPORATE & DEMOCRATIC CORE
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109794224,342,2020-08-20,STRATEGY & COMMUNICATIONS,CORPORATE & DEMOCRATIC CORE
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109794226,342,2020-08-20,STRATEGY & COMMUNICATIONS,CORPORATE & DEMOCRATIC CORE
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109791105,342,2020-08-14,STRATEGY & COMMUNICATIONS,SUPPORT COSTS
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,1900050415,9420.58,2020-08-17,CHIEF OFFICER,SUPPORT COSTS
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,1900050416,9943.14,2020-08-17,CHIEF OFFICER,SUPPORT COSTS
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,1900050419,9801.50,2020-08-17,CHIEF OFFICER,SUPPORT COSTS
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109792055,342,2020-08-19,CHIEF OFFICER,SUPPORT COSTS
10000545,O2 UK LIMITED,535020,TELEPHONY MOBILE,5109791100,342,2020-08-14,HOUSING & LAND,HOUSING SERVICES
10000547,WRAGGE & CO,542300,LEGAL FEES,5109803997,2912.00,2020-08-20,HOUSING & LAND,HOUSING SERVICES
10000725,MOTT MACDONALD LIMITED,542002,CONSULTANCY-PROJECT MANAGEMENT,5109796361,1800.00,2020-08-11,HOUSING & LAND,CAPITAL
10000725,MOTT MACDONALD LIMITED,542060,PLANNING & DEVELOPMENT CONSULTANCY,5109798996,3150.00,2020-08-10,HOUSING & LAND,CAPITAL
10000725,MOTT MACDONALD LIMITED,542060,PLANNING & DEVELOPMENT CONSULTANCY,5109798999,5697.25,2020-08-10,HOUSING & LAND,CAPITAL
10000725,MOTT MACDONALD LIMITED,542060,PLANNING & DEVELOPMENT CONSULTANCY,5109799127,2715.00,2020-08-10,HOUSING & LAND,CAPITAL
10000725,MOTT MACDONALD LIMITED,542060,PLANNING & DEVELOPMENT CONSULTANCY,5109799128,3600.00,2020-08-10,HOUSING & LAND,CAPITAL
10000725,MOTT MACDONALD LIMITED,542060,PLANNING & DEVELOPMENT CONSULTANCY,5109799130,1915.66,2020-08-10,HOUSING & LAND,CAPITAL
10000725,MOTT MACDONALD LIMITED,542060,PLANNING & DEVELOPMENT CONSULTANCY,5109799137,2700.00,2020-08-10,HOUSING & LAND,CAPITAL
10000725,MOTT MACDONALD LIMITED,542060,PLANNING & DEVELOPMENT CONSULTANCY,5109801945,12970.00,2020-08-17,HOUSING & LAND,CAPITAL
10001119,INSIGHT DIRECT UK LIMITED,502000,AGENCY STAFF,5109788618,29890.00,2020-08-12,CHIEF OFFICER,SUPPORT COSTS
10001119,INSIGHT DIRECT UK LIMITED,536000,MANAGE IT SERVICES,5109788606,29280.00,2020-08-12,CHIEF OFFICER,SUPPORT COSTS
10001119,INSIGHT DIRECT UK LIMITED,536500,HARDWARE MAINTENANCE,5109794197,20488.00,2020-08-21,CHIEF OFFICER,SUPPORT COSTS
10001119,INSIGHT DIRECT UK LIMITED,536510,SOFTWARE MAINTENANCE,5109783511,5275.00,2020-07-29,CHIEF OFFICER,SUPPORT COSTS
10001119,INSIGHT DIRECT UK LIMITED,542100,IT CONSULTANCY,5109788614,23400.00,2020-08-17,CHIEF OFFICER,SUPPORT COSTS
10001544,CISION GROUP LTD,533100,PUBLICATIONS & PERIODICALS,5109779762,811.55,2020-08-04,ASSEMBLY & SECRETARIAT,CORPORATE & DEMOCRATIC CORE
10001544,CISION GROUP LTD,540017,RADIO TV PRESS POSTER CINEMA AIRTIME AND SPACE,5109779770,568.09,2020-08-17,ASSEMBLY & SECRETARIAT,CORPORATE & DEMOCRATIC CORE
10001544,CISION GROUP LTD,540017,RADIO TV PRESS POSTER CINEMA AIRTIME AND SPACE,5109796280,568.09,2020-08-17,ASSEMBLY & SECRETARIAT,CORPORATE & DEMOCRATIC CORE
10002117,YOUGOV LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5109789137,31342.05,2020-08-12,STRATEGY & COMMUNICATIONS,CORPORATE & DEMOCRATIC CORE
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5109792641,2725.00,2020-08-19,CHIEF OFFICER,SUPPORT COSTS
10002527,XEROX (UK) LTD,533000,PRINTING,5109783069,1004.81,2020-07-29,CHIEF OFFICER,SUPPORT COSTS
