Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041508,35815000.00,2018-03-02,HOUSING,CAPITAL
10016524,TRANSPORT FOR LONDON,544071,FUNCTIONAL BODIES GRANT PAYMENTS,CHAPS 719,19620846.50,2018-02-06,RESOURCES,Z_FUND ACCOUNT
10016524,TRANSPORT FOR LONDON,544071,FUNCTIONAL BODIES GRANT PAYMENTS,CHAPS 765,10960966.27,2018-02-19,RESOURCES,Z_CAPITAL
18000033,POPLAR HARCA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041386,697201.00,2018-02-12,HOUSING,CAPITAL
10026494,BARNET AND SOUTHGATE COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109245784,625902.45,2018-02-26,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
10027279,HAMMERSMITH & WEST LONDON COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109246436,448040.97,2018-02-26,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",CAPITAL
18000051,VIRIDIAN HOUSING,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041441,440000.00,2018-02-23,HOUSING,CAPITAL
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041437,412000.00,2018-02-23,HOUSING,CAPITAL
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041438,412000.00,2018-02-23,HOUSING,CAPITAL
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041376,360000.00,2018-02-09,HOUSING,CAPITAL
