Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
10016524,TRANSPORT FOR LONDON,544071,FUNCTIONAL BODIES GRANT PAYMENTS,CHAPS 787,19620846.50,2018-03-06,RESOURCES,Z_FUND ACCOUNT
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041893,14000000.00,2018-03-27,HOUSING,CAPITAL
10016524,TRANSPORT FOR LONDON,544093,NLE - GRANT PMT TO TFL,CHAPS 837,13523533.00,2018-03-29,RESOURCES,Z_CAPITAL
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041435,3360000.00,2018-03-06,HOUSING,CAPITAL
18000050,ONE HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041845,2414000.00,2018-03-27,HOUSING,CAPITAL
18000019,ISLINGTON AND SHOREDITCH HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041562,2294400.00,2018-03-14,HOUSING,CAPITAL
10016643,AMAS LTD,510400,COMMERCIAL PROPERTY RENT,1900041511,1988077.00,2018-03-21,RESOURCES,SUPPORT COSTS
18000119,CATALYST COMMUNITIES H.A. LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041518,1687500.00,2018-03-07,HOUSING,CAPITAL
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041685,1530000.00,2018-03-22,HOUSING,CAPITAL
18000053,A2 DOMINION LONDON LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041686,1530000.00,2018-03-22,HOUSING,CAPITAL
18000119,CATALYST COMMUNITIES H.A. LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041554,1400000.00,2018-03-13,HOUSING,CAPITAL
18000103,LB HOUNSLOW,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041549,1110000.00,2018-03-12,HOUSING,CAPITAL
18000047,PADDINGTON CHURCHES HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041541,1071000.00,2018-03-09,HOUSING,CAPITAL
18000246,NETWORK HOMES LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041910,1025000.00,2018-03-28,HOUSING,CAPITAL
18000246,NETWORK HOMES LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041911,1025000.00,2018-03-28,HOUSING,CAPITAL
18000050,ONE HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041844,931000.00,2018-03-27,HOUSING,CAPITAL
18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041756,892000.00,2018-03-26,HOUSING,CAPITAL
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041544,768000.00,2018-03-16,HOUSING,CAPITAL
18000009,PEABODY TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041545,768000.00,2018-03-16,HOUSING,CAPITAL
18000124,AMICUSHORIZON LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041557,739000.00,2018-03-13,HOUSING,CAPITAL
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041650,697000.00,2018-03-20,HOUSING,CAPITAL
10016904,GREENWICH LEISURE LTD,542355,OTHER PROFESSIONAL FEES,5109255611,694853.92,2018-03-27,HOUSING & LAND,HOUSING & LAND SERVICES
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041436,690000.00,2018-03-06,HOUSING,CAPITAL
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041915,651000.00,2018-03-28,HOUSING,CAPITAL
18000211,PHOENIX COMMUNITY HOUSE ASSOC,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041923,650457.00,2018-03-28,HOUSING,CAPITAL
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041515,627000.00,2018-03-06,HOUSING,CAPITAL
18000043,PARAGON COMMUNITY HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041538,580323.00,2018-03-09,HOUSING,CAPITAL
18000043,PARAGON COMMUNITY HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041539,580323.00,2018-03-09,HOUSING,CAPITAL
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041657,573000.00,2018-03-20,HOUSING,CAPITAL
18000060,INQUILAB HOUSING ASSOCIATION LIMITE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041848,561891.00,2018-03-26,HOUSING,CAPITAL
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041908,540000.00,2018-03-28,HOUSING,CAPITAL
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041909,540000.00,2018-03-28,HOUSING,CAPITAL
18000047,PADDINGTON CHURCHES HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041542,525368.00,2018-03-09,HOUSING,CAPITAL
18000023,OCTAVIA HOUSING AND CARE,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041925,524705.00,2018-03-29,HOUSING,CAPITAL
10016524,TRANSPORT FOR LONDON,542300,LEGAL FEES,5109247097,519200.00,2018-03-07,RESOURCES,SUPPORT COSTS
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041854,500000.00,2018-03-27,HOUSING,CAPITAL
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041642,475000.00,2018-03-16,HOUSING,CAPITAL
18000031,ORBIT HOUSING GROUP LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041740,475000.00,2018-03-22,HOUSING,CAPITAL
18000050,ONE HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040368,420000.00,2018-03-27,HOUSING,CAPITAL
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041643,420000.00,2018-03-16,HOUSING,CAPITAL
10026396,BIG ISSUE INVEST LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109268994,400000.00,2018-03-09,HOUSING,CAPITAL
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900040080,392000.00,2018-03-16,HOUSING,CAPITAL
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041649,390000.00,2018-03-20,HOUSING,CAPITAL
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041906,367367.00,2018-03-28,HOUSING,CAPITAL
18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041907,367367.00,2018-03-28,HOUSING,CAPITAL
10012021,LONDON BOROUGH OF MERTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109263786,356220.00,2018-03-19,"DEVELOPMENT, ENTERPRISE & ENVIRONMENT",ECONOMIC DEVELOPMENT
10022339,TFL GROUP PROPERTY,542355,OTHER PROFESSIONAL FEES,5109279791,343127.80,2018-03-22,HOUSING & LAND,HOUSING & LAND SERVICES
10017217,MUSEUM OF LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,CHAPS 829,332000.00,2018-03-26,COMMUNITIES AND INTELLIGENCE,CULTURAL & RELATED SERVICES
18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900039808,330000.00,2018-03-16,HOUSING,CAPITAL
18000059,AGUDAS ISRAEL HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900041742,327412.00,2018-03-22,HOUSING,CAPITAL
10020714,BRITISH FASHION COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5109282462,322933.01,2018-03-27,COMMUNITIES AND INTELLIGENCE,CULTURAL & RELATED SERVICES
