Body,Organisation Name,Date,Internal Ref Number,Invoice Number,Net Amount,Irrecoverable VAT,Supplier(Beneficiary) Name,Supplier Registered Company Number,Supplier Registered Charity Number,Supplier ID,VAT Registration Number,Expense Area,Procurement Classification: Council's Procurement Category Name,Expense Code,BVACOP,Proclass,Extended Description,Source,Subsource,Definition,Purpose of Spend (Summary),Voluntary Community and Social Enterprise Supplier
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-05-18,30614934,LI-5397,420.00,N/A,Dura-Sport (Leisure Care) Ltd,,,S102654,,Communities & Service Support (obsolete)-Sport & Leisure Management DSO,Equipment Furniture And Materials,92564006,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-05-11,30608621,2021:02D  Demen,3844.24,N/A,2021:02D  Dementia,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884A6501,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-05-11,30608622,2021:02FTIFrail,28478.00,N/A,2021:02FTIFrailty And/Or Temporary Illness,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884A6501,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-05-11,30608623,2021:02HI Heari,1725.28,N/A,2021:02HI Hearing Impairment,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884A6502,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-05-11,30608624,2021:02LD Learn,26497.24,N/A,2021:02LD Learning Disabilities,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884B6503,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-05-11,30608626,2021:02OV Other,16573.96,N/A,2021:02OV Other Vulnerable People,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884A6505,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-05-11,30608627,2021:02PD Physi,17558.81,N/A,2021:02PD Physically Disabled,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884A6502,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-05-11,30608603,2021:03D  Demen,26960.48,N/A,2021:03D  Dementia,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6001,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-05-11,30608607,2021:03FTIFrail,151161.76,N/A,2021:03FTIFrailty And/Or Temporary Illness,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6001,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-05-11,30608609,2021:03HI Heari,9730.64,N/A,2021:03HI Hearing Impairment,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6002,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-05-11,30608611,2021:03LD Learn,306349.57,N/A,2021:03LD Learning Disabilities,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884B6003,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-05-11,30608613,2021:03MH Menta,22417.96,N/A,2021:03MH Mental Health (Except Dementia),,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884C6004,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-05-11,30608615,2021:03OV Other,79354.48,N/A,2021:03OV Other Vulnerable People,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884D6005,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-05-11,30608617,2021:03PD Physi,262531.32,N/A,2021:03PD Physically Disabled,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6002,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
