Body,Organisation Name,Date,Internal Ref Number,Invoice Number,Net Amount,Irrecoverable VAT,Supplier(Beneficiary) Name,Supplier Registered Company Number,Supplier Registered Charity Number,Supplier ID,VAT Registration Number,Expense Area,Procurement Classification: Council's Procurement Category Name,Expense Code,BVACOP,Proclass,Extended Description,Source,Subsource,Definition,Purpose of Spend (Summary),Voluntary Community and Social Enterprise Supplier
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-17,31651682,08AUG-04SEP,-438.80,N/A,Achieve Together Ltd,,,S385887,,Adult Services and Wellbeing-Adult Health & Social Care,Customer And Client Receipts,88769499,,,,CQ,RC,Residential Care,Payments to homes for people assessed as needing residential/nursing care,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-17,31651681,08AUG-04SEP,4101.36,N/A,Achieve Together Ltd,,,S385887,,Adult Services and Wellbeing-Adult Health & Social Care,Private Contractors,88765599,,,,CQ,RC,Residential Care,Payments to homes for people assessed as needing residential/nursing care,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-02,31605824,2022:05D  Demen,2215.28,N/A,2022:05D  Dementia,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884A6501,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-02,31605825,2022:05FTIFrail,12570.42,N/A,2022:05FTIFrailty And/Or Temporary Illness,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884A6501,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-02,31605826,2022:05LD Learn,32884.28,N/A,2022:05LD Learning Disabilities,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884B6503,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-02,31605827,2022:05MH Menta,785.96,N/A,2022:05MH Mental Health (Except Dementia),,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884C6504,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-02,31605828,2022:05OV Other,15389.64,N/A,2022:05OV Other Vulnerable People,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884A6505,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-02,31605829,2022:05PD Physi,9717.84,N/A,2022:05PD Physically Disabled,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884A6502,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-02,31605806,2022:06D  Demen,12255.16,N/A,2022:06D  Dementia,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6001,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-31,31666849,2022:06D  Demen,2215.28,N/A,2022:06D  Dementia,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884A6501,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-02,31605809,2022:06FTIFrail,124829.53,N/A,2022:06FTIFrailty And/Or Temporary Illness,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6001,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-31,31666850,2022:06FTIFrail,12464.60,N/A,2022:06FTIFrailty And/Or Temporary Illness,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884A6501,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-02,31605811,2022:06HI Heari,12477.68,N/A,2022:06HI Hearing Impairment,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6002,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-02,31605813,2022:06LD Learn,399033.70,N/A,2022:06LD Learning Disabilities,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884B6003,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-31,31666851,2022:06LD Learn,28884.28,N/A,2022:06LD Learning Disabilities,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884B6503,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-02,31605815,2022:06MH Menta,25774.78,N/A,2022:06MH Mental Health (Except Dementia),,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884C6004,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-31,31666852,2022:06MH Menta,785.96,N/A,2022:06MH Mental Health (Except Dementia),,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884C6504,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-02,31605817,2022:06OV Other,53849.38,N/A,2022:06OV Other Vulnerable People,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884D6005,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-31,31666853,2022:06OV Other,15389.64,N/A,2022:06OV Other Vulnerable People,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884A6505,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-02,31605819,2022:06PD Physi,282997.49,N/A,2022:06PD Physically Disabled,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6002,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-31,31666854,2022:06PD Physi,9717.84,N/A,2022:06PD Physically Disabled,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments Individual Service Funds,884A6502,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-02,31605822,2022:06VI Visua,13142.16,N/A,2022:06VI Visual Impairment,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6002,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-31,31666832,2022:07D  Demen,15806.14,N/A,2022:07D  Dementia,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6001,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-31,31666835,2022:07FTIFrail,133257.02,N/A,2022:07FTIFrailty And/Or Temporary Illness,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6001,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-31,31666837,2022:07HI Heari,9189.44,N/A,2022:07HI Hearing Impairment,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884A6002,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-31,31666839,2022:07LD Learn,391587.81,N/A,2022:07LD Learning Disabilities,,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884B6003,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-08-31,31666841,2022:07MH Menta,25708.85,N/A,2022:07MH Mental Health (Except Dementia),,,Personal Budgets,,Adult Services and Wellbeing-Adult Health & Social Care,Transfer Payments - School Children And Students,884C6004,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision,
