,,Directotate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
INSERTED DETAIL,,Balance Sheet,Balance Sheet,BEACHCROFT LLP,55450492,2020-07-10,1736.00,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,DAC BEACHCROFT LLP,55450142,2020-05-29,575,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,DARLINGTON CREDIT UNION LIMITED,11130030,2020-07-02,17751.42,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,KIDDIVOUCHERS LTD,55450109,2020-07-16,3578.00,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NHS PENSIONS,11130016,2020-07-02,3772.46,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,PRUDENTIAL LOCAL GOVERNMENT,11130012,2020-07-02,16505.96,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,STANDARD LIFE,11130015,2020-07-02,1680.86,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,UNISON L04007,11130033,2020-07-02,5697.44,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,UNITE,11130031,2020-07-02,520.55,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,ZURICH MUNICPAL,55451292,2020-07-30,31377.13,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,DTA CONSULTING ENGINEERS LLP,55450651,2020-07-20,601.96,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,THOMPSON TIMBERWORKS LTD,1098261,2020-07-16,3500.00,"Dfc - New Const, Conver & Renovation",Capital Expenditure,Capital Construction
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,THOMPSON TIMBERWORKS LTD,1098144,2020-06-10,1100.00,"Dfc - New Const, Conver & Renovation",Capital Expenditure,Capital Construction
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,DURHAM COUNTY COUNCIL,11130257,2020-07-10,1570.95,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,DURHAM COUNTY COUNCIL,11130232,2020-07-07,2226.58,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,EASIBATHE LTD,11130256,2020-07-10,2204.87,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,HES GROUP UK LTD,11130291,2020-07-14,4640.00,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,JUST CHECKING,55450472,2020-07-14,6024.04,Furniture Equipment,Capital Expenditure,Capital Equipment
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,LOCKWISE LTD,11130231,2020-07-07,2427.68,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,ECONOMIC GROWTH,Balance Sheet,GASTRONORTH,55449307,2020-06-30,10780.51,Furniture Equipment,Capital Expenditure,Capital Equipment
INSERTED DETAIL,,ECONOMIC GROWTH,Balance Sheet,HEIL FARID EUROPEAN COMPANY LTD,55450605,2020-07-14,670,Vehicles,Capital Expenditure,Capital Equipment
INSERTED DETAIL,,ECONOMIC GROWTH,Balance Sheet,HEIL FARID EUROPEAN COMPANY LTD,55450605,2020-07-14,146085.00,Vehicles,Capital Expenditure,Capital Equipment
INSERTED DETAIL,,ECONOMIC GROWTH,Balance Sheet,NORTH EAST TRUCK & VAN LTD,55448896,2020-06-22,25695.00,Vehicles,Capital Expenditure,Capital Equipment
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,APEC ENVIRONMENTAL,55448875,2020-06-29,1200.00,Asbestos,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,BARRETT ENVIRONMENTAL,55450141,2020-07-08,2890.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,DURHAM UNIVERSITY,55448744,2020-06-26,600,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,WILLMOTT DIXON CONSTRUCTION LTD,55449228,2020-07-03,5400.00,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,WILLMOTT DIXON CONSTRUCTION LTD,55449227,2020-07-03,57986.00,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CORPORATE LANDLORD,EDF ENERGY CUSTOMERS LTD,57513644,2020-06-09,2525.48,Fees - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CORPORATE LANDLORD,EDF ENERGY CUSTOMERS LTD,57513617,2020-06-09,2582.59,Fees - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CORPORATE LANDLORD,WILLMOTT DIXON CONSTRUCTION LTD,55449529,2020-07-02,66434.41,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,ECONOMIC INITIATIVE,MTL SCAFFOLDING LTD,55450250,2020-06-30,1740.00,Fees - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,ECONOMIC INITIATIVE,QUEENSBERRY DESIGN LIMITD,55448325,2020-05-31,11825.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,ECONOMIC INITIATIVE,SANDERSON WEATHERALL LLP,55451058,2020-07-23,2500.00,Valuation & Estates Fees,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,REGULATORY SERVICES,BidX1,55449816,2020-06-10,1000.00,Fees - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,BRAMBLEDOWN LANDSCAPES,55450353,2020-07-09,18262.08,Other Contractor Payments,Capital Expenditure,Capital Construction
