,,Directotate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
INSERTED DETAIL,,Balance Sheet,Balance Sheet,ALARM,55364507,2018-01-03,527,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,DARLINGTON CREDIT UNION LIMITED,11117402,2018-01-02,14322.33,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,KIDDIVOUCHERS LTD,55364956,2018-01-14,13019.44,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NHS PENSIONS,11117374,2018-01-02,3772.46,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NORTHERN POWERGRID (NORTHEAST) LTD,55363683,2017-12-06,1129.51,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,PRUDENTIAL LOCAL GOVERNMENT,11117370,2018-01-02,24588.75,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,STANDARD LIFE,11117373,2018-01-02,1690.86,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,THE DARLINGTON LABOUR GROUP,11117404,2018-01-02,1550.06,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,UNISON L04007,11117403,2018-01-02,6697.80,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,UNITE,11117405,2018-01-02,564.47,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,ZURICH INSURANCE COMPANY,55364392,2017-12-30,8613.80,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,ZURICH MUNICPAL,55364774,2018-01-18,33661.34,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,AVOCA CONSULTING ENGINEERS,55361355,2017-11-30,747.5,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
INSERTED DETAIL,,COMMISSIONING,ADULT SOCIAL CARE,LIQUID LOGIC,55364190,2017-12-29,18400.00,It Software,Capital Expenditure,Capital Equipment
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,CUMMINGS ARCHITECTS LTD,11117680,2018-01-30,624,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,CUMMINGS ARCHITECTS LTD,11117681,2018-01-30,624,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,HES GROUP UK LTD,11117667,2018-01-29,3885.92,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,HES GROUP UK LTD,11117669,2018-01-29,3695.00,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,LOCKWISE LTD,11117662,2018-01-29,1762.00,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,MDS BUILDING & ROOFING CONTRACTOR,55364688,2018-01-15,9176.00,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,SUNTER LTD,11117664,2018-01-29,3536.25,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,THYSSENKRUPP ENCASA LIMITED,55364445,2017-12-21,1342.00,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,THYSSENKRUPP ENCASA LIMITED,55362903,2017-12-07,1110.00,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,THYSSENKRUPP ENCASA LIMITED,11117495,2018-01-11,3075.50,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,THYSSENKRUPP ENCASA LIMITED,11117497,2018-01-11,2981.97,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,ECONOMIC GROWTH,Balance Sheet,NORTH EAST TRUCK & VAN LTD,55364146,2017-10-02,21995.00,Vehicles,Capital Expenditure,Capital Equipment
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,ALLIED EXPLORATION & GEOTECHNICS LTD,55364667,2017-11-30,8007.20,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,ATKINS MANAGEMENT CONSULTANTS,55363637,2017-11-16,700,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,SAJ TRANSPORT CONSULTANTS LTD,55362006,2017-10-29,714,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CORPORATE LANDLORD,BOWMANS,55362959,2017-11-06,1968.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CORPORATE LANDLORD,WILLMOTT DIXON CONSTRUCTION LTD,55363280,2018-01-02,189774.92,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CORPORATE LANDLORD,WS ATKINS (SERVICES) LTD,55363405,2017-12-19,1350.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,ECONOMIC INITIATIVE,TEES RIVERS CHARITABLE TRUST,55365696,2017-12-13,15000.00,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,REGULATORY SERVICES,BOND DICKINSON,55363375,2017-12-15,900,Legal Fees,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,REGULATORY SERVICES,EVERSHEDS LLP,55365358,2018-01-02,4500.00,Valuation & Estates Fees,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,REGULATORY SERVICES,EVERSHEDS LLP,55364123,2017-12-28,918,Valuation & Estates Fees,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,REGULATORY SERVICES,WARD HADAWAY SOLICITORS,55365264,2017-12-21,5500.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,REGULATORY SERVICES,WARD HADAWAY SOLICITORS,55365265,2017-12-21,4500.00,Consultants - Other,Capital Expenditure,Capital Fees
