,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Directorate,CIPFA BUSINESS LIMITED,4720.00,Subscriptions
INSERTED DETAIL,,Resources Group,Resources,ISAPPHIRE LTD,627.90,Marketing & Advertising
INSERTED DETAIL,,Resources Group,Resources,KANA,4500.00,Ict Software Purchase
INSERTED DETAIL,,Resources Group,Resources,KANA,39736.62,Ict Software Support & Maintenance
INSERTED DETAIL,,Resources Group,Resources,LAWYERS IN LOCAL GOVERNMENT,500.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Resources,MANNING LIMITED,840.42,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1300.50,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1411.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1096.50,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1292.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1351.50,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1300.50,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1232.50,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1309.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Resources,MISS MICHELLE TEMPLE,600.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Resources,MISS SUSAN BOOTHROYD,750.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Resources,MR BEN BOUCHER-GILES,850.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Resources,NEIL COOKSON,638.50,Consultancy Fees
INSERTED DETAIL,,Resources Group,Resources,NORTHERN ROUND DELIVERY SERVICES,1160.00,Marketing & Advertising
INSERTED DETAIL,,Resources Group,Resources,NORTHGATE INFORMATION SOLUTIONS,975.20,Other Supplies & Services
INSERTED DETAIL,,Resources Group,Resources,Q MATIC UK LTD,5443.00,Ict Hardware Purchase
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,2603.92,Stationery
INSERTED DETAIL,,Resources Group,Resources,SCREENTECH,716.00,Marketing & Advertising
INSERTED DETAIL,,Resources Group,Resources,THE DOCUMENT MANAGEMENT GROUP,1150.00,Ict Software Support & Maintenance
INSERTED DETAIL,,Resources Group,Resources,THOMSON REUTERS,8270.00,Subscriptions
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3618.92,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,4222.56,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3020.93,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,4105.36,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3315.26,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,2694.10,Postages
INSERTED DETAIL,,Resources Group,Resources,TWOFOLD LTD,7588.00,Ict Hardware Purchase
INSERTED DETAIL,,Resources Group,Finance,CIPFA,5000.00,Ict Software Support & Maintenance
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1043.43,Security Services
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,576.62,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,9370.18,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,1408.88,Telephone Costs
INSERTED DETAIL,,Resources Group,Human resources management,CLEAPSS,1668.56,Memberships
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,3810.00,DBS Checks
INSERTED DETAIL,,Resources Group,Human resources management,HARTLEPOOL BOROUGH COUNCIL,650.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8497.41,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,7781.89,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,NORTH EAST REGIONAL EMPLOYERS ORG,15680.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,647.01,Cyclical - Emergency Lighting
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,680.01,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,543.54,Cctv Monitoring Charge
INSERTED DETAIL,,Resources Group,Transformation,AIRCON REFRIGERATION LTD,515.00,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,BODY 2 FIT LTD,600.00,Rent Of Facilities
INSERTED DETAIL,,Resources Group,Transformation,BODY 2 FIT LTD,600.00,Rent Of Facilities
INSERTED DETAIL,,Resources Group,Transformation,CIPFA,7290.00,Ict Software Support & Maintenance
INSERTED DETAIL,,Resources Group,Transformation,CLEARWATER TECHNOLOGY LTD,2472.00,Repairs - Legionella Remedial
INSERTED DETAIL,,Resources Group,Transformation,CLEARWATER TECHNOLOGY LTD,760.00,Cyclical - Legionella Maint
