,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Directorate,PRICE WATERHOUSE COOPERS,7500.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Resources,EVOLUTION,4600.00,Consultancy Fees
INSERTED DETAIL,,Resources Group,Resources,iCASEWORK LTD,950.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Resources,ISAPPHIRE LTD,727.40,Marketing & Advertising
INSERTED DETAIL,,Resources Group,Resources,JOHN JACKSON,1525.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Resources,KANA,12500.00,Ict Software Purchase
INSERTED DETAIL,,Resources Group,Resources,KOMODO DESIGN LTD,528.48,Marketing & Advertising
INSERTED DETAIL,,Resources Group,Resources,MRS ELAINE AVERIS,1400.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Resources,MULTICORD,528.00,Fixtures And Fittings
INSERTED DETAIL,,Resources Group,Resources,NEIL COOKSON,1182.25,Consultancy Fees
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,6584.58,Printing
INSERTED DETAIL,,Resources Group,Resources,NORTHGATE INFORMATION SOLUTIONS,1104.00,Other Supplies & Services
INSERTED DETAIL,,Resources Group,Resources,POSTURITE (UK) LTD,770.75,Equipment
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,888.51,Postages
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,794.96,Postages
INSERTED DETAIL,,Resources Group,Resources,THOMSON REUTERS,1843.00,Books
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1308.16,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,896.36,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1313.78,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3194.51,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1000.54,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,2795.76,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1591.91,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,2687.81,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,723.52,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,2559.35,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3414.98,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1264.74,Postages
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,Internet Costs
INSERTED DETAIL,,Resources Group,Resources,XPRESS SOFTWARE SOLUTIONS LTD,1500.00,Ict Consumables
INSERTED DETAIL,,Resources Group,Finance,CIVICA,7721.28,Internet Costs
INSERTED DETAIL,,Resources Group,Finance,CIVICA,1683.54,Internet Costs
INSERTED DETAIL,,Resources Group,Finance,CIVICA,2065.94,Internet Costs
INSERTED DETAIL,,Resources Group,Finance,CIVICA,972.21,Internet Costs
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,500.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,500.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Finance,RSM TENON LIMITED,3000.00,Ict Software Purchase
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1045.83,Security Services
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,615.92,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,CABLE & WIRELESS,2734.36,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10962.75,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10522.73,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,860.79,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,2604.75,Equipment
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA LTD,20229.68,Ict Hardware Support & Maintenance
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,700.00,Counselling Recharge
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,1860.00,Physiotherapy Recharge
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,6545.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,5733.33,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,7222.50,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,600.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,2560.00,Crb Checks
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8318.65,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8318.65,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,REDCAR & CLEVELAND COLLEGE,995.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Human resources management,SYD STRIKE TRAINING SOLUTIONS,500.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,4995.00,Repairs - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,AIRCON REFRIGERATION LTD,560.00,Cyclical - Air Conditioning
INSERTED DETAIL,,Resources Group,Transformation,AQUAJET DRAIN CLEANING,900.00,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,BILLINGHURST GEORGE & PARTNERS,1403.50,Consultancy Fees
INSERTED DETAIL,,Resources Group,Transformation,BODY 2 FIT LTD,600.00,Rent Of Facilities
INSERTED DETAIL,,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,2253.86,Electricity
INSERTED DETAIL,,Resources Group,Transformation,CORMETON ELECTRONICS LTD,854.70,Repairs - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,CROSSLING LTD,6269.64,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,C-TECH SOLUTIONS LTD,551.61,Ict Hardware Support & Maintenance
INSERTED DETAIL,,Resources Group,Transformation,DARLINGTON SCAFFOLDING LTD,2044.00,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,DARLINGTON SCAFFOLDING LTD,2620.00,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,DEVELOP TRAINING LTD,822.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Transformation,ELDERS WALKER GLASS LTD,528.00,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,GUARDIAN ELECTRICAL SOLUTIONS,1207.00,Cyclical - Electrical Installation Test
INSERTED DETAIL,,Resources Group,Transformation,GUARDIAN ELECTRICAL SOLUTIONS,1600.00,Cyclical - Electrical Installation Test
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,735.93,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,735.93,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,576.82,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Transformation,LLOYDS BRITISH TESTING CO LTD,590.00,Repairs - Lifts
INSERTED DETAIL,,Resources Group,Transformation,LORD TECHNICAL LTD,600.69,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,MGL (DEMOLITION) LTD,633.00,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,MGL (DEMOLITION) LTD,683.00,Repairs - Asbestos Removal
INSERTED DETAIL,,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,720.00,Cyclical - Internal Painting
INSERTED DETAIL,,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,1795.00,Cyclical - Internal Painting
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2444.56,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,3032.06,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,936.68,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,660.68,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2302.24,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1020.82,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2205.58,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,36232.29,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1082.92,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1713.26,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,523.59,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,524.18,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,821.07,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,504.55,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2961.44,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3202.73,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,720.00,Electricity
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,720.00,Electricity
INSERTED DETAIL,,Resources Group,Transformation,OTIS PLC,7146.41,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,OTIS PLC,12624.92,Repairs - Lifts
INSERTED DETAIL,,Resources Group,Transformation,OTIS PLC,2306.60,Cyclical-Lift Maintenance
INSERTED DETAIL,,Resources Group,Transformation,PORTABLE APPLIANCE SAFETY SERVICES,1050.00,Employee Training Course Costs
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,1675.80,Equipment
INSERTED DETAIL,,Resources Group,Transformation,STONEGRAVE AGGREGATES LTD,738.93,Direct Charges - Materials Oncost (Dlo)
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,1492.46,Gas
INSERTED DETAIL,,Resources Group,Transformation,SUPPLIES TEAM,516.00,Stationery
INSERTED DETAIL,,Resources Group,Transformation,T W WARD INDUSTRIAL BOILERS,4871.05,Cyclical-Boiler/Servicing
INSERTED DETAIL,,Resources Group,Transformation,ULTIMATE COMMUNICATION SYSTEMS,565.00,Ict Hardware Purchase
INSERTED DETAIL,,Resources Group,Transformation,UNIVERSAL SEALANTS,3967.00,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,VIRGIN MEDIA BUSINESS LIMITED,8028.49,Telephone Costs
INSERTED DETAIL,,Resources Group,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,657.56,Cleaning Materials & Consumables
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,836.22,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,867.98,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,867.98,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,809.76,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,841.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,857.38,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,793.88,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,862.68,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,698.62,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,762.12,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Place,Building Design Services,MASTERBILL MICRO SYSTEMS LTD,2623.00,Ict Software Support & Maintenance
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,3645.00,Consultancy Fees
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,2625.00,Consultancy Fees
INSERTED DETAIL,,Place,Economic Regeneration,M T AUDIO SYSTEMS,2558.40,Materials
