,,Directotate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
INSERTED DETAIL,,Balance Sheet,Balance Sheet,DWF LLP,55410716,2019-04-15,908.9,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,ICAP EUROPE LTD,55410347,2019-04-30,4986.30,Brokerage - Long Term Loans,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,KIDDIVOUCHERS LTD,55411733,2019-05-19,10190.57,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,MACS AUTOMATED BOLLARD SYSTEMS LTD,55410122,2019-04-09,1693.00,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,MACS AUTOMATED BOLLARD SYSTEMS LTD,55410122,2019-04-09,1531.95,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,TEES VALLEY COMBINED AUTHORITY,55411948,2019-05-28,35491.00,General Credits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,BGP CONSULTING LIMITED,55409280,2019-03-31,2500.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,DISCOVERY CONSTRUCTION LTD,1093654,2019-05-22,23325.00,"Dfc - New Const, Conver & Renovation",Capital Expenditure,Capital Construction
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,YORKSHIRE PURCHASING ORGANISATION,1093488,2019-05-01,1949.45,"Dfc - Vehicles, Plant, Equip & Mach",Capital Expenditure,Capital Equipment
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,AVENSWAY LTD,11122544,2019-05-08,12519.00,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,DURHAM COUNTY COUNCIL,11122776,2019-05-24,680.52,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,HES GROUP UK LTD,11122777,2019-05-24,4045.00,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,MCCRORY SILCOX CONSTRUCTION LTD,11122711,2019-05-21,6000.00,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,SUNTER LTD,11122536,2019-05-08,5408.38,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,SUNTER LTD,11122537,2019-05-08,520.5,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,SUNTER LTD,11122539,2019-05-08,4553.76,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,SUNTER LTD,11122541,2019-05-08,4764.72,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,SUNTER LTD,11122578,2019-05-15,4244.69,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,SUNTER LTD,11122582,2019-05-15,5005.70,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,SUNTER LTD,11122584,2019-05-15,2987.40,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,THYSSENKRUPP ENCASA LIMITED,11122710,2019-05-21,2320.92,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,THYSSENKRUPP ENCASA LIMITED,11122775,2019-05-24,2834.48,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,DURHAM UNIVERSITY,55412186,2019-05-01,18450.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,DURHAM UNIVERSITY,55412187,2019-05-01,12310.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,FINDLAY SURVEYS,55410983,2019-04-18,1275.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,SGS MIS ENVIRONMENTAL LTD,55410438,2019-03-27,3600.00,Fees - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CORPORATE LANDLORD,DWF LLP,55409737,2019-04-25,596,Legal Fees,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CORPORATE LANDLORD,NORTHERN ARCHAEOLOGICAL ASSOCIATES LTD,55409744,2019-01-23,514.07,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CORPORATE LANDLORD,WILLMOTT DIXON CONSTRUCTION LTD,55410429,2019-05-08,565796.81,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,ECONOMIC INITIATIVE,DIFFERENTIA LTD,55411127,2018-10-22,561.6,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,ECONOMIC INITIATIVE,ESH CONSTRUCTION LIMITED,55409232,2019-03-31,19975.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,ECONOMIC INITIATIVE,QUEENSBERRY DESIGN LIMITD,55409228,2019-03-31,11776.92,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,REGULATORY SERVICES,JOHN HELLENS (CONTRACTS) LIMITED,55409200,2019-03-31,759.59,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,BOND DICKINSON,55411796,2019-04-30,3219.00,Legal Fees,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,CLEVELAND CABLE COMPANY LIMITED,55410055,2019-04-08,866.12,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,COMMUTAPORTS LTD,55410324,2019-03-31,2651.40,Furniture Equipment,Capital Expenditure,Capital Equipment
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,MIDDLESBROUGH BOROUGH COUNCIL,55409651,2019-03-01,2150.00,Other Contractor Payments,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,MIDDLESBROUGH BOROUGH COUNCIL,55408715,2019-03-28,3005.87,Traffic Signals,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,NORTHERN GAS NETWORKS LIMITED,55411345,2019-05-16,20752.95,Gas,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,TODD MILBURN PARTNERSHIP LTD,55409666,2019-03-29,1380.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,VIRGIN MEDIA BUSINESS,55409756,2019-05-09,2354.72,Other Contractor Payments,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,VODAFONE DIVERSIONARY WORKS TEAM,55411263,2019-05-13,1701.65,Other Contractor Payments,Capital Expenditure,Capital Construction
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,A S CROCKER (PLASTERERS) LIMITED,55411445,2019-04-25,6790.00,Other Contractor Payments,Capital Expenditure,Capital Construction
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,A S CROCKER (PLASTERERS) LIMITED,55411443,2019-04-25,2628.00,Other Contractor Payments,Capital Expenditure,Capital Construction
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,APEC ENVIRONMENTAL,55411159,2019-04-23,1050.00,Other Contractor Payments,Capital Expenditure,Capital Construction
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,APEC ENVIRONMENTAL,55411169,2019-04-23,1275.00,Other Contractor Payments,Capital Expenditure,Capital Construction
